,Prediction
2018-07-02,0.5165258293393632
2018-07-03,0.6679940773281092
2018-07-04,0.6047354318936222
2018-07-05,0.6377964106278922
2018-07-06,0.30486372737748824
2018-07-09,0.7686804719862541
2018-07-10,0.6430278533035664
2018-07-11,0.6262745510648867
2018-07-12,0.48376248337427286
2018-07-13,0.7222018876373003
2018-07-16,0.5122725509713163
2018-07-17,0.5513439695501
2018-07-18,0.43066315199161204
2018-07-19,0.64562154086986
2018-07-20,0.5239775936871972
2018-07-23,0.4505161327454103
2018-07-24,0.7220582084539648
2018-07-25,0.6480903382852075
2018-07-26,0.48029737274572815
2018-07-27,0.4985076400024186
2018-07-30,0.7115137460753376
2018-07-31,0.7345280469804788
2018-08-01,0.5757033165347994
2018-08-02,0.5920028985153092
2018-08-03,0.49616808456672673
2018-08-06,0.5286100185927961
2018-08-07,0.6534413825195667
2018-08-08,0.5504241045674619
2018-08-09,0.6062354159281161
2018-08-10,0.7989343636856978
2018-08-13,0.3366221745522263
2018-08-14,0.42026870094289426
2018-08-15,0.7880331383807007
2018-08-16,0.5408814036249491
2018-08-17,0.5166018106839764
2018-08-20,0.4194945115323252
2018-08-21,0.515910366095025
2018-08-22,0.30972061604262735
2018-08-23,0.5170149267087508
2018-08-24,0.7037631130875251
2018-08-28,0.5876972332675445
2018-08-29,0.6389399867544779
2018-08-30,0.6528677632156356
2018-08-31,0.5598276631192773
2018-09-03,0.6254808054582867
2018-09-04,0.5844784264925262
2018-09-05,0.4395853300804084
2018-09-06,0.6259502565693402
2018-09-07,0.4624213336437288
2018-09-10,0.3662205989568771
2018-09-11,0.5343332219182104
2018-09-12,0.36043908143667197
2018-09-13,0.5781850257454186
2018-09-14,0.522700572742917
2018-09-17,0.5374750513682961
2018-09-18,0.6708917108574162
2018-09-19,0.5518463761720476
2018-09-20,0.4378682809067548
2018-09-21,0.38004912686542835
2018-09-24,0.44352105886045184
2018-09-25,0.6544889854944421
2018-09-26,0.38368723983248176
2018-09-27,0.6080008539110193
2018-09-28,0.5116487211205584
2018-10-01,0.5368189547195443
2018-10-02,0.5642618913354763
2018-10-03,0.4938790293551847
2018-10-04,0.5163256484979888
2018-10-05,0.6554698557248958
2018-10-08,0.6969390285244806
2018-10-09,0.4281520086398089
2018-10-10,0.7142725074466483
2018-10-11,0.4628792496886678
2018-10-12,0.3627077380296735
2018-10-15,0.5852527844830786
2018-10-16,0.5939566625611071
2018-10-17,0.5030211067235691
2018-10-18,0.7709101860386529
2018-10-19,0.8185505948971751
2018-10-22,0.45552110074096047
2018-10-23,0.3831984679499834
2018-10-24,0.7109340669015684
2018-10-25,0.5779216441619573
2018-10-26,0.5225190394819178
2018-10-29,0.6305719396150213
2018-10-30,0.6693074355882654
2018-10-31,0.7341037275365889
2018-11-01,0.5273579490008039
2018-11-02,0.6109421450914604
2018-11-05,0.660616500448972
2018-11-06,0.5159241661234323
2018-11-07,0.4792874798269527
2018-11-08,0.7107563970526916
2018-11-09,0.5908319273505352
2018-11-12,0.5779966706849836
2018-11-13,0.6112124039681402
2018-11-14,0.6399899776111374
2018-11-15,0.5149615008072195
2018-11-16,0.6133208846809086
2018-11-19,0.5373117149315674
2018-11-20,0.6620304392930126
2018-11-21,0.4945860878473274
2018-11-22,0.5915456228290086
2018-11-23,0.8324276506934557
2018-11-26,0.4689748206090631
2018-11-27,0.6282992255350405
2018-11-28,0.5774594743697362
2018-11-29,0.6695378333981433
2018-11-30,0.5174815572272682
2018-12-03,0.6039338485181853
2018-12-04,0.6870507361416456
2018-12-05,0.5740796766034144
2018-12-06,0.6493501180750796
2018-12-07,0.72095316193415
2018-12-10,0.6703889464097353
2018-12-11,0.6991852934593302
2018-12-12,0.5479894735001166
2018-12-13,0.7090475108395302
2018-12-14,0.5217656070654298
2018-12-17,0.6515245184151993
2018-12-18,0.6527356946978542
2018-12-19,0.661045114419289
2018-12-20,0.6099959029388217
2018-12-21,0.657204619437059
2018-12-24,0.6114544010426902
2018-12-27,0.6054155361052977
2018-12-28,0.7162408865125695
