,Prediction
2018-01-02,0.2200998511208305
2018-01-03,0.5317988150905393
2018-01-04,0.5873705042584504
2018-01-05,0.4954372407764863
2018-01-08,0.41612940387263375
2018-01-09,0.4454368441119719
2018-01-10,0.330565994490623
2018-01-11,0.38912661269714294
2018-01-12,0.2427043974503037
2018-01-15,0.2768659958100814
2018-01-16,0.557011309327809
2018-01-17,0.5871698225572228
2018-01-18,0.6145108975577106
2018-01-19,0.6054962415627001
2018-01-22,0.45084623360031933
2018-01-23,0.39348344118267886
2018-01-24,0.5333188075709847
2018-01-25,0.4463105510155913
2018-01-26,0.391836786851673
2018-01-29,0.42725864701769317
2018-01-30,0.4748802805606499
2018-01-31,0.40112331256380657
2018-02-01,0.4624234355893017
2018-02-02,0.507505989380625
2018-02-05,0.5061430770901626
2018-02-06,0.35035930168905766
2018-02-07,0.42997866187478023
2018-02-08,0.5447153448468378
2018-02-09,0.6211817764446248
2018-02-12,0.6447509132065146
2018-02-13,0.6927898813718604
2018-02-14,0.6499460072612072
2018-02-15,0.6106644973985799
2018-02-16,0.5946814756729193
2018-02-19,0.5002808162452625
2018-02-20,0.5792569686601965
2018-02-21,0.6030654773372696
2018-02-22,0.538255461850573
2018-02-23,0.5784607062078813
2018-02-26,0.5243028456140477
2018-02-27,0.48546197747752606
2018-02-28,0.41612606197684365
2018-03-01,0.4965122315307194
2018-03-02,0.49628905871889295
2018-03-05,0.6447828714445546
2018-03-06,0.6397084301542646
2018-03-07,0.7035949278387206
2018-03-08,0.6298548615075993
2018-03-09,0.6180214132419981
2018-03-12,0.7052535509238838
2018-03-13,0.5726521201926973
2018-03-14,0.45412876055845675
2018-03-15,0.739829006910346
2018-03-16,0.4328655281667758
2018-03-19,0.5876094561960856
2018-03-20,0.5465595565686082
2018-03-21,0.45603580094301993
2018-03-22,0.5981765517895206
2018-03-23,0.5520469826967871
2018-03-26,0.5833616507692252
2018-03-27,0.6057671557989478
2018-03-28,0.4527750980382342
2018-03-29,0.4322523347892418
2018-04-03,0.375658817026793
2018-04-04,0.34373576926418525
2018-04-05,0.40511334231317503
2018-04-06,0.42832717830796735
2018-04-09,0.606281620422846
2018-04-10,0.6015856279748325
2018-04-11,0.7938880060880019
2018-04-12,0.7830696410562434
2018-04-13,0.7389180156592899
2018-04-16,0.6635901336165375
2018-04-17,0.49505247327335333
2018-04-18,0.36947272183304747
2018-04-19,0.459275084080051
2018-04-20,0.516934330536385
2018-04-23,0.48673397334824015
2018-04-24,0.6860778377305701
2018-04-25,0.5781086846364124
2018-04-26,0.4411648111454613
2018-04-27,0.446440874184637
2018-04-30,0.39959506317891946
2018-05-01,0.4800278052887076
2018-05-02,0.5179618442107227
2018-05-03,0.6660092652591261
2018-05-04,0.635458945426035
2018-05-08,0.7689159666496606
2018-05-09,0.6545842669031764
2018-05-10,0.6556963530563988
2018-05-11,0.4449211462583258
2018-05-14,0.49505738838458335
2018-05-15,0.3306119858213801
2018-05-16,0.3708698679094363
2018-05-17,0.29797418995491487
2018-05-18,0.34790414745461784
2018-05-21,0.5158716298974179
2018-05-22,0.414639180864134
2018-05-23,0.41434046275159764
2018-05-24,0.43541703493129147
2018-05-25,0.3533219395512446
2018-05-29,0.38350802266700496
2018-05-30,0.4417483440966916
2018-05-31,0.5973865411799064
2018-06-01,0.5641205156709151
2018-06-04,0.5095438335917556
2018-06-05,0.518286315170545
2018-06-06,0.30331609737573423
2018-06-07,0.3955588878474104
2018-06-08,0.20384028044014021
2018-06-11,0.2897415674719755
2018-06-12,0.38174706811126985
2018-06-13,0.3717875449289835
2018-06-14,0.4005833838589282
2018-06-15,0.49198976888185325
2018-06-18,0.5050982092611799
2018-06-19,0.5237382278256413
2018-06-20,0.51335760726621
2018-06-21,0.5188916836388339
2018-06-22,0.5659006425172755
2018-06-25,0.6038586955294464
2018-06-26,0.5415339859956827
2018-06-27,0.5217750829339961
2018-06-28,0.5925222340216761
