,Prediction
2016-01-04,0.23892326775133108
2016-01-05,0.3040661771423706
2016-01-06,0.7384258095363815
2016-01-07,0.8983722533054308
2016-01-08,0.8881441369369588
2016-01-11,0.36640765744748366
2016-01-12,0.21432688359622568
2016-01-13,0.28474914692504893
2016-01-14,0.7780341440348465
2016-01-15,0.286615446817268
2016-01-18,0.07288099051576788
2016-01-19,0.047581470411263045
2016-01-20,0.1300131170039981
2016-01-21,0.08425206548755151
2016-01-22,0.6017157840127171
2016-01-25,0.9291253291666068
2016-01-26,0.8792145983020905
2016-01-27,0.7261365622665124
2016-01-28,0.4923441058925108
2016-01-29,0.24546011040345325
2016-02-01,0.4496091307801903
2016-02-02,0.5813723951447027
2016-02-03,0.8045217819620726
2016-02-04,0.21320355745304417
2016-02-05,0.7272820534783706
2016-02-08,0.8535886577219063
2016-02-09,0.6237880236147395
2016-02-10,0.8498521765206932
2016-02-11,0.7646575867643188
2016-02-12,0.5858524363150526
2016-02-15,0.5041817007091741
2016-02-16,0.7370470036590921
2016-02-17,0.29479269713177275
2016-02-18,0.2209086733698162
2016-02-19,0.4291540466399177
2016-02-22,0.14056980150955703
2016-02-23,0.08697568406493131
2016-02-24,0.6396610076639975
2016-02-25,0.3821118832645295
2016-02-26,0.06600504706321288
2016-02-29,0.04020716031041565
2016-03-01,0.03619837994535661
2016-03-02,0.02775720232470889
2016-03-03,0.38534840908446477
2016-03-04,0.08138382531797354
2016-03-07,0.729485603295191
2016-03-08,0.1329447378490989
2016-03-09,0.02059974738907941
2016-03-10,0.03863072302906545
2016-03-11,0.030054539422819708
2016-03-14,0.18178676157150467
2016-03-15,0.02616267854078301
2016-03-16,0.8815211173497338
2016-03-17,0.33429557981676167
2016-03-18,0.4672481172185803
2016-03-21,0.2585586196193474
2016-03-22,0.14238475758328165
2016-03-23,0.0832172101411614
2016-03-24,0.05329741573466904
2016-03-29,0.0819680620352028
2016-03-30,0.0015380299625616606
2016-03-31,0.009055259203175313
2016-04-01,0.15853250751308076
2016-04-04,0.42164617220956463
2016-04-05,0.01715078617781682
2016-04-06,0.015404090022115676
2016-04-07,0.1006282131769392
2016-04-08,0.05154827677775898
2016-04-11,0.2815064562255341
2016-04-12,0.01860847157427358
2016-04-13,0.042067417034245845
2016-04-14,0.01367410405231583
2016-04-15,0.18323839646907433
2016-04-18,0.01465049837473451
2016-04-19,0.0030452834414493417
2016-04-20,0.008788876235072893
2016-04-21,0.0035999967747414896
2016-04-22,0.2204507793098645
2016-04-25,0.896075711222909
2016-04-26,0.5139683785865744
2016-04-27,0.29527806994409295
2016-04-28,0.2789145516323269
2016-04-29,0.8724141423185972
2016-05-03,0.9632760100049601
2016-05-04,0.4290871767232156
2016-05-05,0.464944501946387
2016-05-06,0.30691744019443684
2016-05-09,0.0363459083354359
2016-05-10,0.23512496272664452
2016-05-11,0.7787696917798748
2016-05-12,0.1714481994307462
2016-05-13,0.19213056278340007
2016-05-16,0.017278008170163707
2016-05-17,0.0017346409227492275
2016-05-18,0.29898175850014136
2016-05-19,0.3478710024703223
2016-05-20,0.816858735794421
2016-05-23,0.8315506696970978
2016-05-24,0.3055791307163547
2016-05-25,0.368604704685946
2016-05-26,0.5698764059759701
2016-05-27,0.42090827107269907
2016-05-31,0.27167426088853835
2016-06-01,0.7355388575724167
2016-06-02,0.05925533323522756
2016-06-03,0.3769717569658933
2016-06-06,0.1896426657551767
2016-06-07,0.5886061990251579
2016-06-08,0.4306774050617993
2016-06-09,0.7724727277035285
2016-06-10,0.8431058857480742
2016-06-13,0.7096724349167958
2016-06-14,0.03671318337618234
2016-06-15,0.027261971751304726
2016-06-16,0.9403580447502577
2016-06-17,0.8158373766885987
2016-06-20,0.8096995431457046
2016-06-21,0.21823694698562696
2016-06-22,0.433964418397577
2016-06-23,0.9161650436982943
2016-06-24,0.8994719976821686
2016-06-27,0.5906901522033964
2016-06-28,0.7207513826613513
2016-06-29,0.23530847332245314
2016-06-30,0.7783585007007534
