,Prediction
2017-01-03,0.3926266622093525
2017-01-04,0.3175779360537963
2017-01-05,0.23353616812083913
2017-01-06,0.6800247697281451
2017-01-09,0.1970005500694915
2017-01-10,0.22236078617936
2017-01-11,0.5118384204980482
2017-01-12,0.12529522182228575
2017-01-13,0.6900065368931377
2017-01-16,0.5144688417052355
2017-01-17,0.9016694906814438
2017-01-18,0.6895477632052417
2017-01-19,0.7714570705442468
2017-01-20,0.5174467346449555
2017-01-23,0.9113204483921343
2017-01-24,0.6828387841782406
2017-01-25,0.27437154496118343
2017-01-26,0.7509944761695785
2017-01-27,0.8545727094182256
2017-01-30,0.3021090286039371
2017-01-31,0.7588919303020137
2017-02-01,0.3851295458120843
2017-02-02,0.63327916971152
2017-02-03,0.5553704663337489
2017-02-06,0.7038756048728957
2017-02-07,0.8442294014457771
2017-02-08,0.6410430704053155
2017-02-09,0.2860388167872759
2017-02-10,0.3730140984491409
2017-02-13,0.03022287034624394
2017-02-14,0.3973941214464985
2017-02-15,0.41841695072859986
2017-02-16,0.5419326336402615
2017-02-17,0.2879453076446168
2017-02-20,0.47392114256560763
2017-02-21,0.7539105135500737
2017-02-22,0.27960541376026676
2017-02-23,0.6126474057824128
2017-02-24,0.780968674487785
2017-02-27,0.8801792432449091
2017-02-28,0.4440197761371487
2017-03-01,0.04722315083608457
2017-03-02,0.5376870705836242
2017-03-03,0.037303232340045525
2017-03-06,0.8012885785195025
2017-03-07,0.11179480089511236
2017-03-08,0.4527486139608316
2017-03-09,0.6305990076678558
2017-03-10,0.10279363507541772
2017-03-13,0.020547892054628116
2017-03-14,0.36286949551935055
2017-03-15,0.531813830486006
2017-03-16,0.0881053056052217
2017-03-17,0.9037547484461579
2017-03-20,0.20509005860217053
2017-03-21,0.6244267147591163
2017-03-22,0.778716211454453
2017-03-23,0.5962889385865189
2017-03-24,0.7491447582787354
2017-03-27,0.2581497497801839
2017-03-28,0.3789982344755478
2017-03-29,0.2710440885061187
2017-03-30,0.4046730611638744
2017-03-31,0.7497630140742502
2017-04-03,0.4307774963768233
2017-04-04,0.890124003394825
2017-04-05,0.6572521246838469
2017-04-06,0.4589318779923776
2017-04-07,0.15751160750564308
2017-04-10,0.17716626419148238
2017-04-11,0.47646560198927285
2017-04-12,0.3649928747035574
2017-04-13,0.13324648790550864
2017-04-18,0.3060733552414363
2017-04-19,0.10532443845474258
2017-04-20,0.1957129458775906
2017-04-21,0.7993557249574021
2017-04-24,0.3029203957944311
2017-04-25,0.7804313371729382
2017-04-26,0.10366035640063004
2017-04-27,0.737926210988372
2017-04-28,0.6892728712182811
2017-05-02,0.20996292690736834
2017-05-03,0.1269926898245439
2017-05-04,0.3513998148855518
2017-05-05,0.16160250117048883
2017-05-08,0.4475622620333416
2017-05-09,0.07277478952453172
2017-05-10,0.19363966520062806
2017-05-11,0.6686032210322448
2017-05-12,0.4488131713100858
2017-05-15,0.1399991342123458
2017-05-16,0.7670473374740379
2017-05-17,0.4254768919041887
2017-05-18,0.1057670519169977
2017-05-19,0.29827952331727736
2017-05-22,0.15406449719895818
2017-05-23,0.8694457759228903
2017-05-24,0.1429597281746406
2017-05-25,0.6011863136980342
2017-05-26,0.6670580327155582
2017-05-30,0.43347201672504193
2017-05-31,0.6535742698343908
2017-06-01,0.40344570493713067
2017-06-02,0.39365185750610177
2017-06-05,0.7935802276985849
2017-06-06,0.34080158256671983
2017-06-07,0.3230918475193908
2017-06-08,0.5507186953151699
2017-06-09,0.49042453688413606
2017-06-12,0.07420293052377615
2017-06-13,0.39368120545165725
2017-06-14,0.6255056132000194
2017-06-15,0.6462334175497938
2017-06-16,0.526874761017247
2017-06-19,0.29200161928775276
2017-06-20,0.568357627227326
2017-06-21,0.3573894973048914
2017-06-22,0.5007680564558945
2017-06-23,0.7673895396390837
2017-06-26,0.4178885909740433
2017-06-27,0.7410990110478018
2017-06-28,0.5989803948210144
2017-06-29,0.7227669963388221
