,C,ground_truth,2014-07-01,2015-01-01,2015-07-01,2016-01-01,2016-07-01,2017-01-01,2017-07-01,2018-01-01,2018-07-01
0,10.0,LME_Le_Spot,0.4496124031007752,0.5645161290322581,0.5581395348837209,0.616,0.59375,0.648,0.5118110236220472,0.464,0.4453125
