,C,ground_truth,2014-07-01,2015-01-01,2015-07-01,2016-01-01,2016-07-01,2017-01-01,2017-07-01,2018-01-01,2018-07-01
0,1.0,LME_Ti_Spot,0.4108527131782946,0.75,0.49612403100775193,0.424,0.4296875,0.472,0.5433070866141733,0.44,0.5703125
