,C,ground_truth,2014-07-01,2015-01-01,2015-07-01,2016-01-01,2016-07-01,2017-01-01,2017-07-01,2018-01-01,2018-07-01
0,10.0,LME_Co_Spot,0.4728682170542636,0.5483870967741935,0.5813953488372093,0.496,0.59375,0.208,0.44881889763779526,0.672,0.6796875
