,C,ground_truth,2014-07-01,2015-01-01,2015-07-01,2016-01-01,2016-07-01,2017-01-01,2017-07-01,2018-01-01,2018-07-01
0,1.0,LME_Ti_Spot,0.4728682170542636,0.5080645161290323,0.5503875968992248,0.456,0.5,0.456,0.44881889763779526,0.368,0.578125
