,C,ground_truth,2014-07-01,2015-01-01,2015-07-01,2016-01-01,2016-07-01,2017-01-01,2017-07-01,2018-01-01,2018-07-01
0,10.0,LME_Zi_Spot,0.5581395348837209,0.3790322580645161,0.40310077519379844,0.352,0.609375,0.496,0.6141732283464567,0.608,0.5078125
