,C,ground_truth,2014-07-01,2015-01-01,2015-07-01,2016-01-01,2016-07-01,2017-01-01,2017-07-01,2018-01-01,2018-07-01
0,10.0,LMCADY,0.3798449612403101,0.5564516129032258,0.5813953488372093,0.528,0.515625,0.44,0.6141732283464567,0.52,0.6171875
1,10.0,LMAHDY,0.46511627906976744,0.7258064516129032,0.7131782945736435,0.52,0.5078125,0.528,0.4566929133858268,0.608,0.5859375
2,10.0,LMNIDY,0.3333333333333333,0.6532258064516129,0.4496124031007752,0.52,0.4765625,0.328,0.6456692913385826,0.4,0.5
3,10.0,LMSNDY,0.6124031007751938,0.5564516129032258,0.5503875968992248,0.296,0.625,0.552,0.47244094488188976,0.576,0.453125
4,10.0,LMZSDY,0.5813953488372093,0.5080645161290323,0.5736434108527132,0.344,0.390625,0.432,0.5196850393700787,0.496,0.59375
5,10.0,LMPBDY,0.5813953488372093,0.5403225806451613,0.5968992248062015,0.488,0.5390625,0.472,0.6062992125984252,0.464,0.53125
