,C,ground_truth,2014-07-01,2015-01-01,2015-07-01,2016-01-01,2016-07-01,2017-01-01,2017-07-01,2018-01-01,2018-07-01
0,1e-05,LME_Ni_Spot,0.9767441860465116,1.0,0.9069767441860465,0.136,0.6171875,0.576,0.11023622047244094,0.416,0.65625
