,C,ground_truth,2014-07-01,2015-01-01,2015-07-01,2016-01-01,2016-07-01,2017-01-01,2017-07-01,2018-01-01,2018-07-01
0,1.0,LMCADY,0.31007751937984496,0.5403225806451613,0.5116279069767442,0.656,0.6171875,0.44,0.7795275590551181,0.648,0.7421875
1,1.0,LMAHDY,0.4728682170542636,0.6290322580645161,0.6976744186046512,0.632,0.46875,0.504,0.3937007874015748,0.688,0.6640625
2,1.0,LMNIDY,0.24806201550387597,0.5,0.35658914728682173,0.48,0.46875,0.448,0.7244094488188977,0.376,0.4921875
3,1.0,LMSNDY,0.6821705426356589,0.7580645161290323,0.7131782945736435,0.208,0.5546875,0.472,0.4881889763779528,0.664,0.4140625
4,1.0,LMZSDY,0.7674418604651163,0.5403225806451613,0.4806201550387597,0.2,0.28125,0.528,0.5118110236220472,0.368,0.609375
5,1.0,LMPBDY,0.5271317829457365,0.4596774193548387,0.5736434108527132,0.496,0.5625,0.64,0.7795275590551181,0.368,0.5703125
