,C,ground_truth,2014-07-01,2015-01-01,2015-07-01,2016-01-01,2016-07-01,2017-01-01,2017-07-01,2018-01-01,2018-07-01
0,1.0,LME_Co_Spot,0.9147286821705426,0.6209677419354839,0.40310077519379844,0.44,0.2734375,0.464,0.5984251968503937,0.56,0.5546875
