C,Lag,Volume,Spread,Exchange,Validation,Training,Testing,
1e-05,5,v1,v1,v1,0.6413793103448275,0.524854302365444,
1e-05,5,v2,v1,v1,0.6413793103448275,0.5241686664381213,
0.0001,5,v1,v1,v1,0.593103448275862,0.5845046280425095,
0.0001,5,v2,v1,v1,0.6,0.5790195406239287,
0.001,5,v1,v1,v1,0.496551724137931,0.6324991429550908,
0.001,5,v2,v1,v1,0.5379310344827586,0.6300994172094617,
0.01,5,v1,v1,v1,0.496551724137931,0.6588961261570107,
0.01,5,v2,v1,v1,0.496551724137931,0.6626671237572849,
1e-05,10,v1,v1,v1,0.6413793103448275,0.5309065934065934,
1e-05,10,v2,v1,v1,0.6413793103448275,0.5257554945054945,
0.0001,10,v1,v1,v1,0.6344827586206897,0.6119505494505495,
0.0001,10,v2,v1,v1,0.6275862068965518,0.6198489010989011,
0.001,10,v1,v1,v1,0.503448275862069,0.6816620879120879,
0.001,10,v2,v1,v1,0.5103448275862069,0.676510989010989,
0.01,10,v1,v1,v1,0.4827586206896552,0.726304945054945,
0.01,10,v2,v1,v1,0.5379310344827586,0.7290521978021978,
1e-05,20,v1,v1,v1,0.6413793103448275,0.5558235699517574,
1e-05,20,v2,v1,v1,0.6413793103448275,0.534803583735355,
0.0001,20,v1,v1,v1,0.5517241379310345,0.6488628532046864,
0.0001,20,v2,v1,v1,0.6,0.6595451412818746,
0.001,20,v1,v1,v1,0.4896551724137931,0.7567195037904894,
0.001,20,v2,v1,v1,0.5172413793103449,0.7594762232942798,
0.01,20,v1,v1,v1,0.45517241379310347,0.852170916609235,
0.01,20,v2,v1,v1,0.5172413793103449,0.8497587870434183,
1e-05,30,v1,v1,v1,0.6413793103448275,0.5674273858921162,
1e-05,30,v2,v1,v1,0.6413793103448275,0.5470262793914247,
0.0001,30,v1,v1,v1,0.6137931034482759,0.6912171507607192,
0.0001,30,v2,v1,v1,0.6068965517241379,0.6912171507607192,
0.001,30,v1,v1,v1,0.5241379310344828,0.8146611341632088,
0.001,30,v2,v1,v1,0.5379310344827586,0.8112033195020747,
0.01,30,v1,v1,v1,0.5103448275862069,0.9294605809128631,
0.01,30,v2,v1,v1,0.5379310344827586,0.9308437067773168,
