C,Lag,Volume,Spread,Exchange,Validation,Training,Testing,
1e-05,5,v1,v1,v1,0.4931506849315068,0.5128821710752319,
0.0001,5,v1,v1,v1,0.4931506849315068,0.5128821710752319,
0.001,5,v1,v1,v1,0.4931506849315068,0.5128821710752319,
0.01,5,v1,v1,v1,0.4931506849315068,0.5128821710752319,
1e-05,10,v1,v1,v1,0.4931506849315068,0.512388162422574,
0.0001,10,v1,v1,v1,0.4931506849315068,0.512388162422574,
0.001,10,v1,v1,v1,0.4931506849315068,0.512388162422574,
0.01,10,v1,v1,v1,0.4931506849315068,0.512388162422574,
1e-05,20,v1,v1,v1,0.4931506849315068,0.513121546961326,
0.0001,20,v1,v1,v1,0.4931506849315068,0.513121546961326,
0.001,20,v1,v1,v1,0.4931506849315068,0.513121546961326,
0.01,20,v1,v1,v1,0.4931506849315068,0.513121546961326,
1e-05,30,v1,v1,v1,0.4931506849315068,0.5117810117810118,
0.0001,30,v1,v1,v1,0.4931506849315068,0.5117810117810118,
0.001,30,v1,v1,v1,0.4931506849315068,0.5117810117810118,
0.01,30,v1,v1,v1,0.4931506849315068,0.5117810117810118,
