Train Start,Val Start,Test Start,C,Lag,Volume,Spread,Exchange,Validation,Training,Testing,
2010-07-02,2015-07-01,2015-12-31,0.001,20,v1,v1,v1,0.4375,0.8314516129032258,
2010-07-02,2015-07-01,2015-12-31,0.01,20,v1,v1,v1,0.4765625,0.967741935483871,
2010-01-04,2015-01-02,2015-07-01,1e-05,20,v1,v1,v1,0.4838709677419355,0.6156325543916197,
2010-01-04,2015-01-02,2015-07-01,0.0001,20,v1,v1,v1,0.5887096774193549,0.7034649476228848,
2010-01-04,2015-01-02,2015-07-01,0.001,20,v1,v1,v1,0.5564516129032258,0.8195004029008863,
2010-01-04,2015-01-02,2015-07-01,0.01,20,v1,v1,v1,0.5,0.9653505237711523,
2009-07-02,2014-07-01,2014-12-31,1e-05,20,v1,v1,v1,0.421875,0.5330645161290323,
2009-07-02,2014-07-01,2014-12-31,0.0001,20,v1,v1,v1,0.453125,0.707258064516129,
2009-07-02,2014-07-01,2014-12-31,0.001,20,v1,v1,v1,0.46875,0.8411290322580646,
2009-07-02,2014-07-01,2014-12-31,0.01,20,v1,v1,v1,0.4921875,0.9733870967741935,
2011-07-04,2016-07-01,2016-12-30,1e-05,20,v2,v1,v1,0.5354330708661418,0.5305958132045089,
2011-07-04,2016-07-01,2016-12-30,0.0001,20,v2,v1,v1,0.6220472440944882,0.6924315619967794,
2011-07-04,2016-07-01,2016-12-30,0.001,20,v2,v1,v1,0.5748031496062992,0.8389694041867954,
2011-07-04,2016-07-01,2016-12-30,0.01,20,v2,v1,v1,0.6377952755905512,0.9677938808373591,
2011-01-04,2016-01-04,2016-07-01,1e-05,20,v2,v1,v1,0.464,0.5342465753424658,
2011-01-04,2016-01-04,2016-07-01,0.0001,20,v2,v1,v1,0.424,0.6728444802578566,
2011-01-04,2016-01-04,2016-07-01,0.001,20,v2,v1,v1,0.456,0.8291700241740532,
2011-01-04,2016-01-04,2016-07-01,0.01,20,v2,v1,v1,0.512,0.9669621273166801,
2010-07-02,2015-07-01,2015-12-31,1e-05,20,v2,v1,v1,0.5546875,0.6016129032258064,
2010-07-02,2015-07-01,2015-12-31,0.0001,20,v2,v1,v1,0.4765625,0.6975806451612904,
2010-07-02,2015-07-01,2015-12-31,0.001,20,v2,v1,v1,0.46875,0.8282258064516129,
2010-07-02,2015-07-01,2015-12-31,0.01,20,v2,v1,v1,0.4921875,0.9661290322580646,
2010-01-04,2015-01-02,2015-07-01,1e-05,20,v2,v1,v1,0.5,0.6124093473005641,
2010-01-04,2015-01-02,2015-07-01,0.0001,20,v2,v1,v1,0.5483870967741935,0.6865431103948428,
2010-01-04,2015-01-02,2015-07-01,0.001,20,v2,v1,v1,0.5403225806451613,0.821917808219178,
2010-01-04,2015-01-02,2015-07-01,0.01,20,v2,v1,v1,0.5161290322580645,0.9605157131345688,
2009-07-02,2014-07-01,2014-12-31,1e-05,20,v2,v1,v1,0.421875,0.5314516129032258,
2009-07-02,2014-07-01,2014-12-31,0.0001,20,v2,v1,v1,0.4453125,0.7,
2009-07-02,2014-07-01,2014-12-31,0.001,20,v2,v1,v1,0.421875,0.8338709677419355,
2009-07-02,2014-07-01,2014-12-31,0.01,20,v2,v1,v1,0.4765625,0.9669354838709677,
2011-07-04,2016-07-01,2016-12-30,1e-05,30,v1,v1,v1,0.5354330708661418,0.536525974025974,
2011-07-04,2016-07-01,2016-12-30,0.0001,30,v1,v1,v1,0.5433070866141733,0.7321428571428571,
2011-07-04,2016-07-01,2016-12-30,0.001,30,v1,v1,v1,0.6062992125984252,0.8912337662337663,
2011-07-04,2016-07-01,2016-12-30,0.01,30,v1,v1,v1,0.6141732283464567,0.9983766233766234,
2011-01-04,2016-01-04,2016-07-01,1e-05,30,v1,v1,v1,0.464,0.5361494719740049,
2011-01-04,2016-01-04,2016-07-01,0.0001,30,v1,v1,v1,0.496,0.7229894394800975,
2011-01-04,2016-01-04,2016-07-01,0.001,30,v1,v1,v1,0.48,0.8919577579203899,
2011-01-04,2016-01-04,2016-07-01,0.01,30,v1,v1,v1,0.496,0.9975629569455727,
2010-07-02,2015-07-01,2015-12-31,1e-05,30,v1,v1,v1,0.4609375,0.6593495934959349,
2010-07-02,2015-07-01,2015-12-31,0.0001,30,v1,v1,v1,0.4609375,0.748780487804878,
2010-07-02,2015-07-01,2015-12-31,0.001,30,v1,v1,v1,0.4609375,0.8951219512195122,
2010-07-02,2015-07-01,2015-12-31,0.01,30,v1,v1,v1,0.4765625,0.9991869918699187,
2010-01-04,2015-01-02,2015-07-01,1e-05,30,v1,v1,v1,0.5483870967741935,0.6831844029244517,
2010-01-04,2015-01-02,2015-07-01,0.0001,30,v1,v1,v1,0.6209677419354839,0.7489845653939886,
2010-01-04,2015-01-02,2015-07-01,0.001,30,v1,v1,v1,0.6129032258064516,0.9065800162469537,
2010-01-04,2015-01-02,2015-07-01,0.01,30,v1,v1,v1,0.5645161290322581,0.9983753046303818,
2009-07-02,2014-07-01,2014-12-31,1e-05,30,v1,v1,v1,0.421875,0.5650406504065041,
2009-07-02,2014-07-01,2014-12-31,0.0001,30,v1,v1,v1,0.453125,0.7585365853658537,
2009-07-02,2014-07-01,2014-12-31,0.001,30,v1,v1,v1,0.421875,0.9113821138211382,
2009-07-02,2014-07-01,2014-12-31,0.01,30,v1,v1,v1,0.4609375,0.9983739837398374,
2011-07-04,2016-07-01,2016-12-30,1e-05,30,v2,v1,v1,0.5354330708661418,0.5332792207792207,
2011-07-04,2016-07-01,2016-12-30,0.0001,30,v2,v1,v1,0.5905511811023622,0.7321428571428571,
2011-07-04,2016-07-01,2016-12-30,0.001,30,v2,v1,v1,0.5748031496062992,0.8944805194805194,
2011-07-04,2016-07-01,2016-12-30,0.01,30,v2,v1,v1,0.5826771653543307,0.9951298701298701,
2011-01-04,2016-01-04,2016-07-01,1e-05,30,v2,v1,v1,0.464,0.5361494719740049,
2011-01-04,2016-01-04,2016-07-01,0.0001,30,v2,v1,v1,0.472,0.7116165718927701,
2011-01-04,2016-01-04,2016-07-01,0.001,30,v2,v1,v1,0.544,0.8878960194963444,
2011-01-04,2016-01-04,2016-07-01,0.01,30,v2,v1,v1,0.536,0.9943135662063363,
2010-07-02,2015-07-01,2015-12-31,1e-05,30,v2,v1,v1,0.515625,0.6560975609756098,
2010-07-02,2015-07-01,2015-12-31,0.0001,30,v2,v1,v1,0.4609375,0.7422764227642277,
2010-07-02,2015-07-01,2015-12-31,0.001,30,v2,v1,v1,0.4765625,0.8894308943089431,
2010-07-02,2015-07-01,2015-12-31,0.01,30,v2,v1,v1,0.4765625,0.9975609756097561,
2010-01-04,2015-01-02,2015-07-01,1e-05,30,v2,v1,v1,0.5725806451612904,0.6653127538586515,
2010-01-04,2015-01-02,2015-07-01,0.0001,30,v2,v1,v1,0.5806451612903226,0.7311129163281884,
2010-01-04,2015-01-02,2015-07-01,0.001,30,v2,v1,v1,0.6048387096774194,0.8968318440292445,
2010-01-04,2015-01-02,2015-07-01,0.01,30,v2,v1,v1,0.5483870967741935,0.9943135662063363,
2009-07-02,2014-07-01,2014-12-31,1e-05,30,v2,v1,v1,0.421875,0.5585365853658537,
2009-07-02,2014-07-01,2014-12-31,0.0001,30,v2,v1,v1,0.421875,0.748780487804878,
2009-07-02,2014-07-01,2014-12-31,0.001,30,v2,v1,v1,0.4296875,0.9024390243902439,
2009-07-02,2014-07-01,2014-12-31,0.01,30,v2,v1,v1,0.4375,0.9967479674796748,
