Negative Prob,Positive Prob,Prob Diff,Pred,TrueVal
0.43886585869552863,0.5611341413044714,0.12226828260894274,1.0,-1.0
0.40322759716646295,0.596772402833537,0.1935448056670741,1.0,1.0
0.5464487195367225,0.4535512804632775,0.092897439073445,-1.0,-1.0
0.5619255860893169,0.43807441391068314,0.12385117217863373,-1.0,-1.0
0.6023862919726557,0.3976137080273443,0.2047725839453114,-1.0,1.0
0.6307656442660394,0.36923435573396063,0.2615312885320788,-1.0,-1.0
0.3524063601593287,0.6475936398406713,0.2951872796813426,1.0,-1.0
0.5438978292083678,0.4561021707916322,0.08779565841673564,-1.0,1.0
0.5052637088086991,0.49473629119130086,0.010527417617398227,-1.0,-1.0
0.42832470741975515,0.5716752925802449,0.1433505851604897,1.0,1.0
0.5493393135297466,0.4506606864702533,0.09867862705949332,-1.0,-1.0
0.3610085921919265,0.6389914078080735,0.277982815616147,1.0,1.0
0.5962341861407889,0.403765813859211,0.19246837228157793,-1.0,1.0
0.6164558108418057,0.3835441891581943,0.23291162168361135,-1.0,1.0
0.639382336119439,0.36061766388056105,0.2787646722388779,-1.0,1.0
0.5911568839282622,0.40884311607173784,0.1823137678565243,-1.0,1.0
0.49048763818434293,0.5095123618156571,0.019024723631314133,1.0,-1.0
0.3372310579270751,0.6627689420729249,0.32553788414584983,1.0,1.0
0.46648612429675773,0.5335138757032423,0.06702775140648454,1.0,1.0
0.6885212600966677,0.3114787399033323,0.3770425201933354,-1.0,1.0
0.6235304969686477,0.37646950303135235,0.24706099393729536,-1.0,1.0
0.5823716067322143,0.41762839326778567,0.16474321346442866,-1.0,1.0
0.21102005963802606,0.7889799403619739,0.5779598807239479,1.0,-1.0
0.31084032514617677,0.6891596748538232,0.37831934970764647,1.0,-1.0
0.4874374805434498,0.5125625194565502,0.02512503891310036,1.0,-1.0
0.6768221165656116,0.3231778834343884,0.35364423313122323,-1.0,-1.0
0.5176236182134136,0.4823763817865864,0.035247236426827255,-1.0,1.0
0.6479473323463756,0.3520526676536244,0.29589466469275116,-1.0,1.0
0.49999195922618833,0.5000080407738117,1.608154762333669e-05,1.0,1.0
0.5958972081655507,0.4041027918344493,0.1917944163311014,-1.0,1.0
0.7303005814736003,0.2696994185263997,0.4606011629472006,-1.0,1.0
0.5795719184764321,0.4204280815235679,0.15914383695286416,-1.0,-1.0
0.38101084491735815,0.6189891550826419,0.2379783101652837,1.0,1.0
0.5681461839235415,0.4318538160764584,0.13629236784708315,-1.0,1.0
0.5043806955858884,0.4956193044141116,0.008761391171776767,-1.0,-1.0
0.5001443094679883,0.49985569053201173,0.00028861893597653676,-1.0,1.0
0.5019140777223379,0.49808592227766213,0.0038281554446757404,-1.0,-1.0
0.4366319314279208,0.5633680685720792,0.12673613714415843,1.0,-1.0
0.5597846843746106,0.44021531562538946,0.11956936874922114,-1.0,1.0
0.5523014314832189,0.4476985685167811,0.10460286296643778,-1.0,-1.0
0.48016540627190085,0.5198345937280991,0.039669187456198296,1.0,1.0
0.5507670997854086,0.4492329002145914,0.10153419957081722,-1.0,1.0
0.6438890547972163,0.35611094520278375,0.2877781095944325,-1.0,-1.0
0.5026239724431245,0.49737602755687554,0.0052479448862489675,-1.0,1.0
0.386053365023475,0.613946634976525,0.22789326995305004,1.0,-1.0
0.43041681718780955,0.5695831828121904,0.1391663656243809,1.0,-1.0
0.46061791736944857,0.5393820826305514,0.07876416526110286,1.0,-1.0
0.5208959350968897,0.4791040649031103,0.04179187019377939,-1.0,1.0
0.5562122936860396,0.4437877063139604,0.11242458737207922,-1.0,-1.0
0.5997385415747081,0.400261458425292,0.1994770831494161,-1.0,1.0
0.511844913214353,0.48815508678564695,0.02368982642870604,-1.0,1.0
0.37704719726702607,0.6229528027329739,0.24590560546594786,1.0,-1.0
0.45173747121577223,0.5482625287842278,0.09652505756845553,1.0,1.0
0.6053525132352839,0.39464748676471606,0.21070502647056788,-1.0,1.0
0.4712844051490953,0.5287155948509047,0.05743118970180938,1.0,-1.0
0.45239934800427617,0.5476006519957238,0.09520130399144766,1.0,1.0
0.6208543463750112,0.37914565362498875,0.2417086927500225,-1.0,-1.0
0.4521664986230661,0.5478335013769339,0.09566700275386775,1.0,-1.0
0.4487368903202732,0.5512631096797268,0.10252621935945361,1.0,-1.0
0.480090929868329,0.519909070131671,0.03981814026334196,1.0,-1.0
0.4882176387479442,0.5117823612520558,0.023564722504111568,1.0,1.0
0.4685594829822345,0.5314405170177655,0.06288103403553102,1.0,-1.0
0.3781510451950315,0.6218489548049685,0.24369790960993698,1.0,-1.0
0.4769034938196214,0.5230965061803786,0.046193012360757235,1.0,1.0
0.5478489187663689,0.45215108123363107,0.0956978375327378,-1.0,1.0
0.6280108693831541,0.37198913061684596,0.2560217387663081,-1.0,-1.0
