C,Lag,Volume,Spread,Exchange,Validation,Training,Testing,
1e-05,5,v1,v1,v1,0.4863013698630137,0.5555555555555556,
1e-05,5,v2,v1,v1,0.4931506849315068,0.5610425240054869,
0.0001,5,v1,v1,v1,0.5068493150684932,0.6011659807956105,
0.0001,5,v2,v1,v1,0.4657534246575342,0.6035665294924554,
0.001,5,v1,v1,v1,0.4589041095890411,0.6460905349794238,
0.001,5,v2,v1,v1,0.4589041095890411,0.644718792866941,
0.01,5,v1,v1,v1,0.4246575342465753,0.6817558299039781,
0.01,5,v2,v1,v1,0.4452054794520548,0.6766117969821673,
1e-05,10,v1,v1,v1,0.4931506849315068,0.5795259361044315,
1e-05,10,v2,v1,v1,0.4931506849315068,0.5908622466506355,
0.0001,10,v1,v1,v1,0.4657534246575342,0.6313981449673651,
0.0001,10,v2,v1,v1,0.4863013698630137,0.6362074888354518,
0.001,10,v1,v1,v1,0.4315068493150685,0.6918584678804535,
0.001,10,v2,v1,v1,0.4931506849315068,0.6970113363105462,
0.01,10,v1,v1,v1,0.5068493150684932,0.7475094469254552,
0.01,10,v2,v1,v1,0.4794520547945205,0.7519752662315355,
1e-05,20,v1,v1,v1,0.5136986301369864,0.6097897276801103,
1e-05,20,v2,v1,v1,0.5,0.6097897276801103,
0.0001,20,v1,v1,v1,0.5,0.6883833160978973,
0.0001,20,v2,v1,v1,0.5,0.6907962771458118,
0.001,20,v1,v1,v1,0.4589041095890411,0.7814546708031713,
0.001,20,v2,v1,v1,0.4589041095890411,0.7838676318510859,
0.01,20,v1,v1,v1,0.4383561643835616,0.8665977249224406,
0.01,20,v2,v1,v1,0.4863013698630137,0.8624612202688728,
1e-05,30,v1,v1,v1,0.4657534246575342,0.6357661708751298,
1e-05,30,v2,v1,v1,0.4863013698630137,0.6444136976824628,
0.0001,30,v1,v1,v1,0.4657534246575342,0.7215496368038741,
0.0001,30,v2,v1,v1,0.5136986301369864,0.7263922518159807,
0.001,30,v1,v1,v1,0.4589041095890411,0.835696990660671,
0.001,30,v2,v1,v1,0.4726027397260274,0.8426150121065376,
0.01,30,v1,v1,v1,0.4452054794520548,0.9546869595295745,
0.01,30,v2,v1,v1,0.4520547945205479,0.9539951573849879,
