C,Lag,Volume,Spread,Exchange,Validation,Training,Testing,
1e-05,5,v1,v1,v1,0.6506849315068494,0.6810699588477366,
0.0001,5,v1,v1,v1,0.6917808219178082,0.7136488340192044,
0.001,5,v1,v1,v1,0.6917808219178082,0.7568587105624143,
0.01,5,v1,v1,v1,0.6506849315068494,0.8000685871056241,
1e-05,5,v2,v1,v1,0.6164383561643836,0.6724965706447188,
0.0001,5,v2,v1,v1,0.6575342465753424,0.7133058984910837,
0.001,5,v2,v1,v1,0.6506849315068494,0.7537722908093278,
0.01,5,v2,v1,v1,0.6438356164383562,0.7952674897119342,
1e-05,10,v1,v1,v1,0.6438356164383562,0.6901408450704225,
0.0001,10,v1,v1,v1,0.7123287671232876,0.7317073170731707,
0.001,10,v1,v1,v1,0.636986301369863,0.7887323943661971,
0.01,10,v1,v1,v1,0.6164383561643836,0.8399175541051185,
1e-05,10,v2,v1,v1,0.6232876712328768,0.685331501202336,
0.0001,10,v2,v1,v1,0.6301369863013698,0.7262109240810718,
0.001,10,v2,v1,v1,0.6232876712328768,0.7811748540020611,
0.01,10,v2,v1,v1,0.5753424657534246,0.8419787014771556,
1e-05,20,v1,v1,v1,0.6575342465753424,0.7052740434332989,
0.0001,20,v1,v1,v1,0.6506849315068494,0.7490520510168908,
0.001,20,v1,v1,v1,0.6438356164383562,0.8304033092037229,
0.01,20,v1,v1,v1,0.6643835616438356,0.9172699069286453,
1e-05,20,v2,v1,v1,0.6095890410958904,0.697345742847294,
0.0001,20,v2,v1,v1,0.6712328767123288,0.7535332643915891,
0.001,20,v2,v1,v1,0.6575342465753424,0.8359186487418132,
0.01,20,v2,v1,v1,0.6712328767123288,0.9217511203033437,
1e-05,30,v1,v1,v1,0.6712328767123288,0.7167070217917676,
0.0001,30,v1,v1,v1,0.684931506849315,0.7779315115876859,
0.001,30,v1,v1,v1,0.6575342465753424,0.87720511933587,
0.01,30,v1,v1,v1,0.6438356164383562,0.9716361120719474,
1e-05,30,v2,v1,v1,0.6027397260273972,0.7156693185748876,
0.0001,30,v2,v1,v1,0.6643835616438356,0.7796610169491526,
0.001,30,v2,v1,v1,0.6643835616438356,0.8803182289865099,
0.01,30,v2,v1,v1,0.6506849315068494,0.9750951227948806,
