"Index","Close Price"
2002-12-31,100
2003-01-02,102.435192
2003-01-03,103.4564022
2003-01-06,105.4595448
2003-01-07,104.0848395
2003-01-08,106.2058138
2003-01-09,105.4595448
2003-01-10,105.8523173
2003-01-13,102.4351928
2003-01-14,99.3715631
2003-01-15,99.2930089
2003-01-16,97.9968578
2003-01-17,97.9575806
2003-01-20,99.0180674
2003-01-21,98.6252945
2003-01-22,98.9787902
2003-01-23,99.2537315
2003-01-24,98.7824043
2003-01-27,99.175177
2003-01-28,98.9002356
2003-01-29,99.8036131
2003-01-30,99.8036131
2003-01-31,99.8036131
2003-02-03,99.8036131
2003-02-04,99.8036131
2003-02-05,99.8036131
2003-02-06,99.8036131
2003-02-07,99.8036131
2003-02-10,100.4395578
2003-02-11,101.2344886
2003-02-12,100.9562629
2003-02-13,102.9435909
2003-02-14,103.8975085
2003-02-17,104.7719327
2003-02-18,103.9770019
2003-02-19,104.453961
2003-02-20,103.2615637
2003-02-21,103.9770022
2003-02-24,104.8514269
2003-02-25,105.1693994
2003-02-26,105.686105
2003-02-27,106.5605297
2003-02-28,105.8848379
2003-03-03,105.1296534
2003-03-04,102.6653671
2003-03-05,100.0420945
2003-03-06,99.4856423
2003-03-07,101.671703
2003-03-10,102.5063809
2003-03-11,104.4142164
2003-03-12,104.7719353
2003-03-13,105.8053459
2003-03-14,105.4873734
2003-03-17,106.8785029
2003-03-18,105.7655995
2003-03-19,106.0438254
2003-03-20,105.2488944
2003-03-21,106.2028114
2003-03-24,105.8053463
2003-03-25,106.2425583
2003-03-26,105.9245861
2003-03-27,105.9643321
2003-03-28,105.9643321
2003-03-31,105.288641
2003-04-01,105.6066138
2003-04-02,105.5668677
2003-04-03,105.8450934
2003-04-04,105.4078812
2003-04-07,108.865832
2003-04-08,108.9453248
2003-04-09,109.4222831
2003-04-10,109.5415227
2003-04-11,108.9850704
2003-04-14,110.0582279
2003-04-15,110.0582279
2003-04-16,109.8594946
2003-04-17,109.7402553
2003-04-18,110.3762001
2003-04-21,107.5144477
2003-04-22,108.8260841
2003-04-23,108.6273514
2003-04-24,107.9914067
2003-04-25,109.0248175
2003-04-28,109.8594951
2003-04-29,109.5017761
2003-04-30,109.9787352
2003-05-01,109.9787352
2003-05-02,109.9787352
2003-05-05,109.9787352
2003-05-06,109.9787352
2003-05-07,109.9787352
2003-05-08,109.9787352
2003-05-09,109.9787352
2003-05-12,111.3021313
2003-05-13,110.4350788
2003-05-14,110.5719819
2003-05-15,111.0739599
2003-05-16,110.9826915
2003-05-19,111.3021319
2003-05-20,111.5759374
2003-05-21,112.6711612
2003-05-22,112.8080645
2003-05-23,112.8536988
2003-05-26,113.0362362
2003-05-27,112.2604527
2003-05-28,111.3021313
2003-05-29,110.3438099
2003-05-30,110.8457871
2003-06-02,110.2069063
2003-06-03,110.1612718
2003-06-04,110.3894434
2003-06-05,111.8497423
2003-06-06,111.9410105
2003-06-09,112.8080631
2003-06-10,113.4925779
2003-06-11,114.4965332
2003-06-12,113.9945552
2003-06-13,113.6751151
2003-06-16,111.8953766
2003-06-17,112.3060852
2003-06-18,111.8041074
2003-06-19,111.8041074
2003-06-20,111.4846674
2003-06-23,112.2148161
2003-06-24,112.1235473
2003-06-25,112.0322788
2003-06-26,112.7624279
2003-06-27,112.716794
2003-06-30,112.442988
2003-07-01,112.2148165
2003-07-02,112.3517197
2003-07-03,112.2148168
2003-07-04,112.0322792
2003-07-07,111.7128394
2003-07-08,112.4886225
2003-07-09,112.1235474
2003-07-10,111.4846663
2003-07-11,110.3894421
2003-07-14,109.8874648
2003-07-15,109.0660473
2003-07-16,108.3815324
2003-07-17,108.0620919
2003-07-18,108.4271667
2003-07-21,107.286308
2003-07-22,107.9708225
2003-07-23,107.1950392
2003-07-24,107.3319423
2003-07-25,106.9668677
2003-07-28,108.6553376
2003-07-29,107.8795537
2003-07-30,107.1494044
2003-07-31,107.8795536
2003-08-01,107.4688443
2003-08-04,108.4728
2003-08-05,108.564069
2003-08-06,108.0164566
2003-08-07,108.3815317
2003-08-08,109.1573148
2003-08-11,108.9291433
2003-08-12,108.7466063
2003-08-13,110.0700014
2003-08-14,111.8953748
2003-08-15,111.9410091
2003-08-18,113.7663819
2003-08-19,113.7663819
2003-08-20,113.6751128
2003-08-21,114.815971
2003-08-22,113.4925757
2003-08-25,113.8120165
2003-08-26,114.6334342
2003-08-27,113.8576502
2003-08-28,113.7663819
2003-08-29,113.9489189
2003-09-01,114.3596284
2003-09-02,113.5838447
2003-09-03,113.9032845
2003-09-04,114.4508962
2003-09-05,115.5917542
2003-09-08,116.1393666
2003-09-09,115.9568292
2003-09-10,115.3179488
2003-09-11,115.9111951
2003-09-12,118.3298143
2003-09-15,121.0678739
2003-09-16,121.5242175
2003-09-17,120.9766051
2003-09-18,122.5738072
2003-09-19,123.0757849
2003-09-22,123.9428366
2003-09-23,123.805933
2003-09-24,124.0341049
2003-09-25,125.722575
2003-09-26,126.4070904
2003-09-29,128.1411947
2003-09-30,130.8336206
2003-10-01,130.8336206
2003-10-02,130.8336206
2003-10-03,130.8336206
2003-10-06,130.8336206
2003-10-07,130.8336206
2003-10-08,131.4725008
2003-10-09,130.9248889
2003-10-10,133.7085824
2003-10-13,137.0855224
2003-10-14,139.1390676
2003-10-15,141.1926128
2003-10-16,146.2580234
2003-10-17,144.9346282
2003-10-20,146.121121
2003-10-21,143.6112336
2003-10-22,147.6270546
2003-10-23,150.7301886
2003-10-24,148.7679121
2003-10-27,155.8868673
2003-10-28,152.6468305
2003-10-29,153.8789576
2003-10-30,153.6507858
2003-10-31,151.2778
2003-11-03,153.8333223
2003-11-04,151.1865308
2003-11-05,146.988173
2003-11-06,144.8433598
2003-11-07,143.8394041
2003-11-10,143.3374262
2003-11-11,144.3413816
2003-11-12,144.1132096
2003-11-13,145.3453372
2003-11-14,145.0258972
2003-11-17,144.8433604
2003-11-18,144.6151887
2003-11-19,144.2501134
2003-11-20,140.1430242
2003-11-21,141.9227635
2003-11-24,141.3751517
2003-11-25,141.2382482
2003-11-26,141.46642
2003-11-27,140.6906366
2003-11-28,142.2422039
2003-12-01,142.0596659
2003-12-02,141.694591
2003-12-03,143.839405
2003-12-04,144.2957485
2003-12-05,143.976308
2003-12-08,143.4743303
2003-12-09,145.8016805
2003-12-10,146.9425392
2003-12-11,144.5239194
2003-12-12,143.6568669
2003-12-15,144.2044783
2003-12-16,143.9763064
2003-12-17,143.5199635
2003-12-18,143.3830598
2003-12-19,144.3413805
2003-12-22,143.5199626
2003-12-23,143.2461566
2003-12-24,142.3791048
2003-12-25,143.519963
2003-12-26,142.3791041
2003-12-29,147.3076109
2003-12-30,144.9346253
2003-12-31,145.892946
2004-01-01,145.892946
2004-01-02,145.892946
2004-01-05,147.1454312
2004-01-06,146.4112152
2004-01-07,144.0358118
2004-01-08,144.5540815
2004-01-09,146.3680256
2004-01-12,144.7268375
2004-01-13,148.3547254
2004-01-14,148.5706705
2004-01-15,149.175319
2004-01-16,149.2185082
2004-01-19,149.2185082
2004-01-20,149.2185082
2004-01-21,149.2185082
2004-01-22,149.2185082
2004-01-23,149.2185082
2004-01-26,149.2185082
2004-01-27,149.2185082
2004-01-28,149.2185082
2004-01-29,144.208567
2004-01-30,144.251756
2004-02-02,142.6679828
2004-02-03,142.4111547
2004-02-04,144.1661458
2004-02-05,144.6798025
2004-02-06,147.59052
2004-02-09,143.0104201
2004-02-10,146.1351621
2004-02-11,146.7344273
2004-02-12,147.76174
2004-02-13,147.4193021
2004-02-16,148.2753955
2004-02-17,148.5322233
2004-02-18,151.400137
2004-02-19,150.2444104
2004-02-20,153.3263469
2004-02-23,154.3536595
2004-02-24,154.7817069
2004-02-25,159.0621749
2004-02-26,158.0348623
2004-02-27,158.1632767
2004-03-01,160.6031429
2004-03-02,162.7005718
2004-03-03,157.6924253
2004-03-04,157.7352293
2004-03-05,156.7079171
2004-03-08,156.5366981
2004-03-09,157.6924242
2004-03-10,160.2178999
2004-03-11,158.377299
2004-03-12,159.3190025
2004-03-15,162.4437436
2004-03-16,164.4555639
2004-03-17,164.1987353
2004-03-18,165.9537275
2004-03-19,167.9227419
2004-03-22,170.4910229
2004-03-23,169.1640776
2004-03-24,171.9463818
2004-03-25,168.3079843
2004-03-26,167.9227425
2004-03-29,165.4828754
2004-03-30,167.4090862
2004-03-31,166.5101881
2004-04-01,167.4946962
2004-04-02,171.432726
2004-04-05,175.3279518
2004-04-06,170.1057807
2004-04-07,170.4910227
2004-04-08,169.4637103
2004-04-09,165.5684852
2004-04-12,166.3817742
2004-04-13,163.5994699
2004-04-14,163.7278841
2004-04-15,166.8954308
2004-04-16,162.9574013
2004-04-19,161.2452144
2004-04-20,160.8599722
2004-04-21,159.4902222
2004-04-22,158.4629106
2004-04-23,156.108654
2004-04-26,156.9219427
2004-04-27,158.8481532
2004-04-28,156.2370676
2004-04-29,155.8946304
2004-04-30,156.9219432
2004-05-03,156.9219432
2004-05-04,156.9219432
2004-05-05,156.9219432
2004-05-06,156.9219432
2004-05-07,156.9219432
2004-05-10,158.7262035
2004-05-11,158.0922733
2004-05-12,155.8491384
2004-05-13,152.1918531
2004-05-14,147.5592914
2004-05-17,145.0723374
2004-05-18,142.5366195
2004-05-19,145.2186284
2004-05-20,144.6822271
2004-05-21,145.4624477
2004-05-24,143.8532418
2004-05-25,146.8278348
2004-05-26,146.3889605
2004-05-27,143.999534
2004-05-28,140.3910123
2004-05-31,144.5846996
2004-06-01,147.7543475
2004-06-02,147.5105277
2004-06-03,143.8532417
2004-06-04,143.1217839
2004-06-07,141.4150509
2004-06-08,142.5366179
2004-06-09,142.0002156
2004-06-10,142.3903257
2004-06-11,138.2454017
2004-06-14,138.9768595
2004-06-15,139.1231507
2004-06-16,140.2447184
2004-06-17,142.5366172
2004-06-18,140.5373017
2004-06-21,139.7083171
2004-06-22,140.2447188
2004-06-23,140.0008992
2004-06-24,141.5613408
2004-06-25,141.9026877
2004-06-28,143.7557126
2004-06-29,143.1217829
