"Index","Open","High","Low","Close","Volume","Open Interest"
2016-07-19,117890,118180,116710,117350,22642,15238
2016-07-20,117350,118500,116800,118090,23416,15310
2016-07-21,117660,119490,117150,118800,21418,15454
2016-07-22,118800,119800,117500,117960,23504,14860
2016-07-25,118080,118490,116810,117530,13780,14346
2016-07-26,117620,118500,116890,118130,16832,14430
2016-07-27,118110,121900,117920,120900,38912,16556
2016-07-28,121000,121560,120280,121340,22488,16528
2016-07-29,122310,122370,119220,120070,17634,15592
2016-08-01,120360,120400,118500,119760,16140,14850
2016-08-02,119820,120830,118830,120540,13230,14722
2016-08-03,120680,121180,119140,119470,13300,14040
2016-08-04,119660,119730,117580,117730,15616,13472
2016-08-05,117450,120790,117450,120300,15730,12912
2016-08-08,120340,122300,119500,122200,15974,13970
2016-08-09,121300,122600,120800,122440,11064,14234
2016-08-10,122570,125500,122170,124650,19078,15190
2016-08-11,125000,125950,123330,123620,20646,14460
2016-08-12,123180,124500,122800,124330,12300,13784
2016-08-15,123800,123980,121820,122270,11544,12160
2016-08-16,122320,124000,122270,123450,9848,12300
2016-08-17,123160,123960,122340,122480,7600,11708
2016-08-18,122920,122920,120730,121180,11854,10192
2016-08-19,121710,123050,121320,122000,7898,9600
2016-08-22,122340,122820,121630,121840,9078,8792
2016-08-23,121940,122490,121120,121750,5376,8642
2016-08-24,121830,124490,121830,124120,9562,8546
2016-08-25,126000,126000,120560,123900,9432,5356
2016-08-26,124300,124590,123180,124200,4728,5742
2016-08-29,124550,125600,124140,125200,8246,6536
2016-08-30,124980,125200,124360,124750,7232,7346
2016-08-31,124510,124780,123210,123750,8324,7902
2016-09-01,124070,125720,124020,125220,13978,10066
2016-09-02,125600,128400,125120,128200,28432,13398
2016-09-05,128010,129210,127910,128200,17292,14058
2016-09-06,128780,128820,126380,127520,16490,13610
2016-09-07,127900,128060,126650,128050,15564,14830
2016-09-08,128280,128490,126470,127280,14396,14458
2016-09-09,127530,127930,127000,127110,10798,13920
2016-09-12,126950,127100,122010,122470,31128,11380
2016-09-13,122800,123600,122240,122690,16680,11082
2016-09-14,123020,123540,121800,122750,16588,11440
2016-09-15,NA,NA,NA,NA,NA,NA
2016-09-16,NA,NA,NA,NA,NA,NA
2016-09-19,122550,125880,122550,123780,11860,10378
2016-09-20,124680,124960,124120,124530,8984,10814
2016-09-21,124640,125800,123840,124380,14508,11156
2016-09-22,123670,126780,123300,126220,19236,10726
2016-09-23,126690,127500,125960,127060,15974,11940
2016-09-26,127300,128240,126300,127010,15118,11574
2016-09-27,127500,127980,125350,127330,15858,10936
2016-09-28,127330,127740,126230,127500,12554,11712
2016-09-29,127680,129920,127350,128160,23066,12616
2016-09-30,127910,129170,127670,128700,11260,12182
2016-10-03,NA,NA,NA,NA,NA,NA
2016-10-04,NA,NA,NA,NA,NA,NA
2016-10-05,NA,NA,NA,NA,NA,NA
2016-10-06,NA,NA,NA,NA,NA,NA
2016-10-07,NA,NA,NA,NA,NA,NA
2016-10-10,128740,129740,126670,129370,12158,12742
2016-10-11,128890,130200,128810,129890,13380,14622
2016-10-12,129500,129510,127750,129000,15776,13804
2016-10-13,129200,129580,127800,128100,11774,14010
2016-10-14,127830,128400,126800,126900,15718,12778
2016-10-17,126980,128680,126910,128210,13464,12130
2016-10-18,128110,129370,127190,128740,14032,13378
2016-10-19,129160,129560,128500,128760,12270,13358
2016-10-20,129100,129930,128560,129570,15344,14540
2016-10-21,129160,132100,129120,131980,37166,20338
2016-10-24,131970,132480,131200,132350,18560,20172
2016-10-25,132890,134640,132350,134190,24972,20534
2016-10-26,134190,135900,132640,133350,21938,19196
2016-10-27,133960,134490,132270,133100,15958,19130
2016-10-28,133390,135880,132750,135670,19928,20470
2016-10-31,135490,136320,134100,135360,17586,19038
2016-11-01,135990,138140,134550,137600,27244,19692
2016-11-02,137540,137980,135450,135680,20424,18352
2016-11-03,135820,138130,135500,137970,13188,18790
2016-11-04,138300,143410,138240,142710,42886,21298
2016-11-07,141990,147400,140910,147400,36322,21304
2016-11-08,146900,154970,146680,150240,61552,19942
2016-11-09,150630,154180,146500,149890,59814,20036
2016-11-10,150780,155520,149150,153700,75396,21372
2016-11-11,153800,154400,150250,152980,41616,20550
2016-11-14,152850,157310,143030,146410,72138,17042
2016-11-15,146010,152500,142500,143950,48160,16380
2016-11-16,143680,146110,142660,145030,25136,16684
2016-11-17,144230,144960,141140,141520,24414,16284
2016-11-18,142490,144650,139070,140380,28830,16468
2016-11-21,141500,145070,138500,143390,31542,15630
2016-11-22,144000,149210,143180,147450,30884,15794
2016-11-23,147820,148380,145450,146970,21410,15662
2016-11-24,146900,151000,146000,146700,43068,15512
2016-11-25,147140,148320,143220,145820,24014,15362
2016-11-28,145160,149050,144210,149050,26528,15336
2016-11-29,148060,149390,142270,142650,29468,14376
2016-11-30,143520,143740,137350,140110,28296,14584
2016-12-01,142600,146760,141130,145740,27626,14244
2016-12-02,145000,145800,142200,143900,18074,13806
2016-12-05,143900,145690,143190,144160,18412,13418
2016-12-06,144510,145500,143010,145000,16538,13200
2016-12-07,145060,146600,143660,146060,18714,13958
2016-12-08,146210,147980,143990,144590,19464,12876
2016-12-09,145500,146310,142280,144050,14892,13166
2016-12-12,144050,145550,143000,143280,12486,13576
2016-12-13,143670,148840,142330,148090,21248,14058
2016-12-14,149500,149810,145880,148390,18748,13482
2016-12-15,148850,150900,146590,150720,18394,13914
2016-12-16,149220,150690,148620,148720,11304,13242
2016-12-19,148150,149880,144180,144210,14578,10990
2016-12-20,143950,145150,142510,144150,11690,10672
2016-12-21,145000,145350,143800,144430,5616,10548
2016-12-22,144490,145170,143150,143150,8204,10440
2016-12-23,143020,145790,142320,143790,9856,10108
2016-12-26,144140,145110,137400,140520,18122,10248
2016-12-27,141490,144950,140030,144950,7808,8972
2016-12-28,144800,147550,144620,146980,9556,6736
2016-12-29,146680,148400,145430,147810,13184,8600
2016-12-30,147700,148370,145800,146820,12402,8344
