,METFN3 1GQ
2016-09-09,10006.0
2016-09-13,10006.0
2016-09-14,10006.0
2016-09-16,10006.0
2016-09-19,10006.0
2016-09-23,10006.0
2016-09-26,10193.0
2016-09-27,10193.0
2016-09-29,10193.0
2016-09-30,10099.5
2016-10-03,10117.0
2016-10-04,10117.0
2016-10-06,10117.0
2016-10-07,10226.5
2016-10-14,10226.5
2016-10-17,10226.5
2016-10-18,10226.5
2016-10-19,10226.5
2016-10-20,10226.5
2016-10-21,10226.5
2016-10-25,10226.5
2016-10-26,10226.5
2016-10-28,10226.5
2016-10-31,10275.0
2016-11-16,10350.0
2016-11-17,10350.0
2016-11-18,10350.0
2016-11-21,10350.0
2016-11-22,10450.0
2016-11-23,10450.0
2016-11-24,10450.0
2016-12-01,10450.0
2016-12-02,10450.0
2016-12-06,10515.0
2016-12-08,10515.0
2016-12-09,10550.0
2016-12-12,10625.0
2016-12-14,10625.0
2016-12-15,10700.0
2016-12-16,10700.0
2016-12-19,10700.0
2016-12-20,10784.0
2016-12-23,10784.0
2016-12-28,10793.0
2016-12-30,10793.0
2017-01-02,10900.0
2017-01-04,11000.0
2017-01-05,11000.0
2017-01-06,11000.0
2017-01-09,10900.0
2017-01-10,10950.0
2017-01-12,10950.0
2017-01-19,10950.0
2017-01-20,10950.0
2017-01-24,10950.0
2017-01-25,10775.0
2017-01-26,10775.0
2017-01-30,10500.0
2017-01-31,10500.0
2017-02-01,10500.0
2017-02-02,10700.0
2017-02-03,10700.0
2017-02-06,10700.0
2017-02-08,10700.0
2017-02-09,10456.0
2017-02-10,10456.0
2017-02-13,10500.0
2017-02-14,10500.0
2017-02-15,10900.0
2017-02-17,10950.0
2017-02-20,10500.0
2017-02-21,10500.0
2017-02-22,10500.0
2017-02-23,10500.0
2017-02-27,10520.0
2017-02-28,10520.0
2017-03-01,10500.0
2017-03-02,10500.0
2017-03-03,10500.0
2017-03-06,10500.0
2017-03-07,10456.0
2017-03-09,10500.0
2017-03-14,10482.0
2017-03-15,10500.0
2017-03-16,10500.0
2017-03-17,10491.0
2017-03-20,10500.0
2017-03-21,10500.0
2017-03-23,10500.0
2017-03-24,10500.0
2017-03-30,10500.0
2017-03-31,10500.0
2017-04-03,11000.0
2017-04-04,11000.0
2017-04-05,11000.0
2017-04-06,11000.0
2017-04-07,11000.0
2017-04-13,11000.0
2017-04-19,11000.0
2017-04-20,11000.0
2017-04-24,11000.0
2017-04-25,11000.0
2017-04-26,11000.0
2017-04-27,11000.0
2017-04-28,11000.0
2017-05-02,10875.0
2017-05-03,10736.8
2017-05-04,10736.8
2017-05-09,10736.8
2017-05-15,10736.8
2017-05-18,10723.6
2017-05-22,10723.6
2017-05-23,10723.6
2017-05-24,10723.6
2017-05-26,10736.8
2017-05-30,10736.8
2017-05-31,10723.6
2017-06-01,10723.6
2017-06-05,10723.6
2017-06-06,10723.6
2017-06-08,10723.6
2017-06-12,10723.6
2017-06-13,10500.0
2017-06-14,10250.0
2017-06-15,10250.0
2017-06-16,10250.0
2017-06-22,10250.0
2017-06-23,10250.0
2017-06-30,10500.0
2017-07-03,9757.5
2017-07-04,9750.0
2017-07-05,9625.0
2017-07-06,9625.0
2017-07-13,9500.0
2017-07-18,9500.0
2017-07-19,9500.0
2017-07-28,9500.0
2017-07-31,9500.0
2017-08-01,9500.0
2017-08-02,9500.0
2017-08-03,9650.0
2017-08-04,9762.93
2017-08-07,9706.47
2017-08-08,9575.0
2017-08-09,9575.0
2017-08-11,9575.0
2017-08-14,9575.0
2017-08-16,9650.0
2017-08-17,9706.47
2017-08-21,9650.0
2017-08-23,9706.47
2017-08-24,9762.93
2017-08-25,9762.93
2017-08-31,9910.4
2017-09-01,9910.4
2017-09-04,9930.88
2017-09-05,9968.88
2017-09-06,10000.0
2017-09-12,9968.88
2017-09-14,10068.9
2017-09-18,10200.0
2017-09-22,10400.0
2017-09-26,10300.0
2017-10-02,10444.0
2017-10-03,10444.0
2017-10-04,10444.0
2017-10-05,10406.4
2017-10-06,10406.4
2017-10-12,10406.4
2017-10-16,10406.4
2017-10-19,10406.4
2017-10-20,10406.4
2017-10-23,10383.0
2017-10-24,10340.9
2017-10-31,10425.0
2017-11-01,10425.0
2017-11-02,10650.0
2017-11-03,11000.0
2017-11-07,11000.0
2017-11-15,11175.0
2017-11-16,11212.5
2017-11-22,11212.5
2017-11-27,11212.5
2017-11-28,11250.01
2017-11-29,11250.01
2017-12-04,11250.01
2017-12-05,11250.01
2017-12-06,11250.01
2017-12-07,11250.01
2017-12-11,11250.01
2017-12-14,11250.01
2017-12-19,11250.01
2017-12-20,11250.01
2018-01-02,11054.96
2018-01-08,11250.0
2018-01-09,11250.0
2018-01-10,11250.0
2018-01-11,11250.0
2018-01-16,11250.0
2018-01-17,11500.0
2018-01-19,11513.0
2018-01-22,11513.0
2018-01-23,12000.0
2018-01-24,12000.0
2018-01-25,12000.0
2018-01-26,12000.0
2018-01-29,12000.0
2018-02-02,12000.0
2018-02-05,12000.0
2018-02-08,12051.38
2018-02-14,12051.38
2018-02-16,12103.06
2018-02-20,12103.06
2018-02-22,12103.36
2018-02-27,12301.68
2018-02-28,12301.68
2018-03-01,12426.5
2018-03-02,12500.0
2018-03-05,12500.0
2018-03-08,12500.0
2018-03-12,12500.0
2018-03-21,12500.0
2018-03-22,12500.0
2018-03-23,12500.0
2018-03-27,12500.0
2018-03-28,12500.0
2018-03-30,12500.0
2018-04-03,12250.0
2018-04-05,12500.0
2018-04-09,12500.0
2018-04-10,12500.0
2018-04-11,12500.0
2018-04-13,12750.0
