,Label
2020-07-01,13445.5
2020-07-02,13200.5
2020-07-03,13472.5
2020-07-06,13670.5
2020-07-07,13546.99
2020-07-08,13490.0
2020-07-09,13420.25
2020-07-10,13180.0
2020-07-13,13194.0
2020-07-14,13423.75
2020-07-15,13094.25
2020-07-16,13650.75
2020-07-17,13612.75
2020-07-20,13669.5
2020-07-21,13610.0
2020-07-22,13829.0
2020-07-23,13678.0
2020-07-24,13738.0
2020-07-27,13897.0
2020-07-28,14070.0
2020-07-29,14381.0
2020-07-30,14436.0
2020-07-31,14338.75
2020-08-03,14234.75
2020-08-04,14296.75
2020-08-05,14206.25
2020-08-06,14049.2
2020-08-07,14314.75
2020-08-10,14542.5
2020-08-11,14620.75
2020-08-12,14674.75
2020-08-13,14601.0
2020-08-14,14649.5
2020-08-17,14884.0
2020-08-18,14938.0
2020-08-19,15123.99
2020-08-20,15159.5
2020-08-21,15336.5
2020-08-24,15507.5
2020-08-25,15675.75
2020-08-26,15060.0
2020-08-27,15251.5
2020-08-28,15141.75
2020-09-01,14847.5
2020-09-02,14881.0
2020-09-03,14784.5
2020-09-04,15049.25
2020-09-07,15226.75
2020-09-08,15147.0
2020-09-09,15172.5
2020-09-10,15034.0
2020-09-11,14851.5
2020-09-14,14491.5
2020-09-15,14561.0
2020-09-16,14385.0
2020-09-17,14219.0
2020-09-18,14220.0
2020-09-21,14462.25
2020-09-22,14415.5
2020-09-23,14480.0
2020-09-24,14304.25
2020-09-25,14380.0
2020-09-28,14360.0
2020-09-29,14479.25
2020-09-30,14561.0
2020-10-01,14623.0
2020-10-02,15181.5
2020-10-05,15115.75
2020-10-06,14991.5
2020-10-07,15295.5
2020-10-08,15375.5
2020-10-09,15608.25
2020-10-12,15635.0
2020-10-13,15976.25
2020-10-14,15845.25
2020-10-15,15784.0
2020-10-16,15678.75
2020-10-19,15624.5
2020-10-20,15874.25
2020-10-21,15706.0
2020-10-22,15499.0
2020-10-23,15123.0
