,Label
2019-01-02,2575.0
2019-01-03,2531.0
2019-01-04,2513.5
2019-01-07,2475.5
2019-01-08,2498.0
2019-01-09,2489.0
2019-01-10,2457.0
2019-01-11,2498.5
2019-01-14,2554.25
2019-01-15,2590.5
2019-01-16,2596.5
2019-01-17,2588.5
2019-01-18,2628.0
2019-01-21,2648.5
2019-01-22,2682.5
2019-01-23,2689.5
2019-01-24,2661.5
2019-01-25,2692.25
2019-01-28,2730.0
2019-01-29,2789.0
2019-01-30,2808.0
2019-01-31,2741.75
2019-02-01,2705.0
2019-02-04,2722.75
2019-02-05,2702.0
2019-02-06,2643.25
2019-02-07,2601.75
2019-02-08,2593.0
2019-02-11,2588.5
2019-02-12,2651.0
2019-02-13,2655.5
2019-02-14,2680.5
2019-02-15,2724.5
2019-02-18,2703.5
2019-02-19,2742.5
2019-02-20,2737.25
2019-02-21,2765.0
2019-02-22,2775.5
2019-02-25,2813.5
2019-02-26,2821.5
2019-02-27,2769.5
2019-02-28,2801.25
2019-03-01,2802.5
2019-03-04,2738.5
2019-03-05,2723.5
2019-03-06,2778.5
2019-03-07,2890.0
2019-03-08,2888.0
2019-03-11,2880.0
2019-03-12,2830.5
2019-03-13,2817.0
2019-03-14,2850.0
2019-03-15,2896.5
2019-03-18,2869.5
2019-03-19,2846.0
2019-03-20,2868.5
2019-03-21,2920.0
2019-03-22,2943.0
2019-03-25,2928.5
2019-03-26,2999.75
2019-03-27,2995.5
2019-03-28,2920.0
2019-03-29,3000.0
2019-04-01,2968.0
2019-04-02,2981.0
2019-04-03,2956.0
2019-04-04,2921.0
2019-04-05,2947.5
2019-04-08,2941.0
2019-04-09,3031.0
2019-04-10,2985.5
2019-04-11,2899.0
2019-04-12,2917.0
2019-04-15,2867.0
2019-04-16,2842.0
2019-04-17,2848.5
2019-04-18,2865.0
2019-04-23,2887.5
2019-04-24,2920.5
2019-04-25,2960.0
2019-04-26,2862.0
2019-04-29,2816.0
2019-04-30,2871.0
2019-05-01,2805.0
2019-05-02,2751.5
2019-05-03,2709.0
2019-05-07,2751.5
2019-05-08,2708.0
2019-05-09,2714.25
2019-05-10,2755.5
2019-05-13,2788.0
2019-05-14,2750.5
2019-05-15,2723.25
2019-05-16,2724.5
2019-05-17,2682.0
2019-05-20,2675.0
2019-05-21,2721.0
2019-05-22,2723.0
2019-05-23,2690.0
2019-05-24,2710.0
2019-05-28,2668.0
2019-05-29,2612.0
2019-05-30,2609.5
2019-05-31,2579.0
2019-06-03,2641.5
2019-06-04,2613.0
2019-06-05,2627.0
2019-06-06,2654.5
2019-06-07,2627.5
2019-06-10,2584.0
2019-06-11,2562.5
2019-06-12,2588.0
2019-06-13,2630.0
2019-06-14,2594.5
2019-06-17,2569.5
2019-06-18,2546.5
2019-06-19,2613.0
2019-06-20,2659.5
2019-06-21,2595.0
2019-06-24,2553.0
2019-06-25,2565.0
2019-06-26,2529.0
2019-06-27,2537.0
2019-06-28,2493.0
