,Label
2015-01-02,15109.0
2015-01-05,15274.0
2015-01-06,15255.5
2015-01-07,15070.0
2015-01-08,15122.75
2015-01-09,15179.0
2015-01-12,15098.75
2015-01-13,14764.75
2015-01-14,14690.5
2015-01-15,14648.0
2015-01-16,14589.0
2015-01-19,14542.0
2015-01-20,14178.5
2015-01-21,14194.5
2015-01-22,13927.5
2015-01-23,13898.5
2015-01-26,14068.0
2015-01-27,14291.0
2015-01-28,14325.0
2015-01-29,14322.5
2015-01-30,14037.0
2015-02-02,13793.5
2015-02-03,13614.5
2015-02-04,13878.5
2015-02-05,14139.5
2015-02-06,14311.0
2015-02-09,14447.0
2015-02-10,13992.0
2015-02-11,13717.0
2015-02-12,13848.0
2015-02-13,14079.5
2015-02-16,13871.0
2015-02-17,13677.5
2015-02-18,13466.0
2015-02-19,13734.5
2015-02-20,14210.0
2015-02-23,14261.5
2015-02-24,13907.5
2015-02-25,13629.0
2015-02-26,13647.0
2015-02-27,13233.0
2015-03-02,12824.5
2015-03-03,12339.0
2015-03-04,12659.0
2015-03-05,12977.0
2015-03-06,12496.0
2015-03-09,12524.5
2015-03-10,12483.0
2015-03-11,12581.5
2015-03-12,12356.5
2015-03-13,12546.0
2015-03-16,12635.0
2015-03-17,12798.0
2015-03-18,12508.5
2015-03-19,12751.0
2015-03-20,12628.0
2015-03-23,12626.5
2015-03-24,12658.0
2015-03-25,13158.0
2015-03-26,13516.0
2015-03-27,13410.0
2015-03-30,13391.0
2015-03-31,13915.0
2015-04-01,13708.5
2015-04-02,14258.0
2015-04-07,13930.5
2015-04-08,14099.0
2015-04-09,14260.0
2015-04-10,14241.0
2015-04-13,14318.0
2015-04-14,14014.0
2015-04-15,13739.0
2015-04-16,13941.5
2015-04-17,13711.5
2015-04-20,13048.0
2015-04-21,13069.0
2015-04-22,12957.0
2015-04-23,12664.0
2015-04-24,12625.5
2015-04-27,12776.0
2015-04-28,12767.0
2015-04-29,12588.0
2015-04-30,12957.0
2015-05-01,13021.0
2015-05-05,12967.5
2015-05-06,12922.0
2015-05-07,13145.0
2015-05-08,13405.0
2015-05-11,13460.0
2015-05-12,13563.5
2015-05-13,13267.5
2015-05-14,13093.0
2015-05-15,12915.0
2015-05-18,12685.0
2015-05-19,12714.5
2015-05-20,12681.0
2015-05-21,12671.5
2015-05-22,12367.0
2015-05-26,12817.5
2015-05-27,12725.5
2015-05-28,12654.5
2015-05-29,12402.0
2015-06-01,11787.5
2015-06-02,11932.5
2015-06-03,11982.0
2015-06-04,12157.0
2015-06-05,11957.0
2015-06-08,11655.0
2015-06-09,10604.0
2015-06-10,10913.0
2015-06-11,11456.0
2015-06-12,11218.25
2015-06-15,11713.0
2015-06-16,11582.5
2015-06-17,11436.0
2015-06-18,11590.0
2015-06-19,11460.5
2015-06-22,11656.0
2015-06-23,11630.0
2015-06-24,11422.0
2015-06-25,11384.0
2015-06-26,11251.5
2015-06-29,10982.0
2015-06-30,11278.0
2015-07-01,11202.0
