,Label
2017-07-03,2101.0
2017-07-04,2106.25
2017-07-05,2107.25
2017-07-06,2080.0
2017-07-07,2083.25
2017-07-10,2114.25
2017-07-11,2143.75
2017-07-12,2148.25
2017-07-13,2130.75
2017-07-14,2149.75
2017-07-17,2138.0
2017-07-18,2104.75
2017-07-19,2121.75
2017-07-20,2109.75
2017-07-21,2110.0
2017-07-24,2115.25
2017-07-25,2101.5
2017-07-26,2145.0
2017-07-27,2124.25
2017-07-28,2124.75
2017-07-31,2144.5
2017-08-01,2172.75
2017-08-02,2175.5
2017-08-03,2150.25
2017-08-04,2143.0
2017-08-07,2141.75
2017-08-08,2168.0
2017-08-09,2154.85
2017-08-10,2165.75
2017-08-11,2151.25
2017-08-14,2112.5
2017-08-15,2090.25
2017-08-16,2075.75
2017-08-17,2084.5
2017-08-18,2089.1
2017-08-21,2061.0
2017-08-22,2086.5
2017-08-23,2084.5
2017-08-24,2086.5
2017-08-25,2068.75
2017-08-29,2065.5
2017-08-30,2089.25
2017-08-31,2097.0
2017-09-01,2117.25
2017-09-04,2119.75
2017-09-05,2088.25
2017-09-06,2053.5
2017-09-07,2034.0
2017-09-08,2058.5
2017-09-11,2052.0
2017-09-12,2035.5
2017-09-13,2002.0
2017-09-14,1992.0
2017-09-15,1992.0
2017-09-18,2000.5
2017-09-19,1994.5
2017-09-20,1988.75
2017-09-21,2033.25
2017-09-22,2050.5
2017-09-25,2056.5
2017-09-26,2080.5
2017-09-27,2105.25
2017-09-28,2133.75
2017-09-29,2181.25
2017-10-02,2241.75
2017-10-03,2274.5
2017-10-04,2256.0
2017-10-05,2252.0
2017-10-06,2212.5
2017-10-09,2235.0
2017-10-10,2188.25
2017-10-11,2158.75
2017-10-12,2134.5
2017-10-13,2167.25
2017-10-16,2164.75
2017-10-17,2202.75
2017-10-18,2216.75
2017-10-19,2180.0
2017-10-20,2192.5
2017-10-23,2243.5
2017-10-24,2218.5
2017-10-25,2245.25
2017-10-26,2225.0
2017-10-27,2246.0
2017-10-30,2236.75
2017-10-31,2253.25
2017-11-01,2220.0
2017-11-02,2201.75
2017-11-03,2219.0
2017-11-06,2224.75
2017-11-07,2209.5
2017-11-08,2210.75
2017-11-09,2172.75
2017-11-10,2161.5
2017-11-13,2175.0
2017-11-14,2120.75
2017-11-15,2120.75
2017-11-16,2131.75
2017-11-17,2174.25
2017-11-20,2163.5
2017-11-21,2218.0
2017-11-22,2264.0
2017-11-23,2216.0
2017-11-24,2211.25
2017-11-27,2201.5
2017-11-28,2169.0
2017-11-29,2165.75
2017-11-30,2171.5
2017-12-01,2153.5
2017-12-04,2152.25
2017-12-05,2138.75
2017-12-06,2130.5
2017-12-07,2129.0
2017-12-08,2075.5
2017-12-11,2085.5
2017-12-12,2099.75
2017-12-13,2068.75
2017-12-14,2081.75
2017-12-15,2068.75
2017-12-18,2063.25
2017-12-19,2064.0
2017-12-20,2065.5
2017-12-21,2053.25
2017-12-22,2059.0
2017-12-27,2052.75
2017-12-28,2026.75
2017-12-29,2026.25
