,Label
2020-01-02,1775.0
2020-01-03,1780.75
2020-01-06,1775.0
2020-01-07,1782.25
2020-01-08,1774.75
2020-01-09,1796.5
2020-01-10,1792.75
2020-01-13,1805.5
2020-01-14,1814.5
2020-01-15,1797.25
2020-01-16,1783.5
2020-01-17,1770.0
2020-01-20,1754.75
2020-01-21,1738.0
2020-01-22,1723.5
2020-01-23,1717.5
2020-01-24,1705.5
2020-01-27,1660.5
2020-01-28,1658.0
2020-01-29,1690.5
2020-01-30,1711.75
2020-01-31,1698.25
2020-02-03,1674.25
2020-02-04,1709.25
2020-02-05,1711.75
2020-02-06,1722.15
2020-02-07,1696.25
2020-02-10,1692.5
2020-02-11,1690.5
2020-02-12,1690.25
2020-02-13,1686.0
2020-02-14,1689.25
2020-02-17,1675.75
2020-02-18,1683.25
2020-02-19,1674.5
2020-02-20,1670.75
2020-02-21,1676.5
2020-02-24,1701.25
2020-02-25,1708.0
2020-02-26,1715.75
2020-02-27,1704.5
2020-02-28,1663.0
2020-03-02,1668.25
2020-03-03,1679.75
2020-03-04,1659.5
2020-03-05,1639.25
2020-03-06,1662.35
2020-03-09,1659.75
2020-03-10,1630.25
2020-03-11,1626.25
2020-03-12,1607.75
2020-03-13,1558.75
2020-03-16,1527.0
2020-03-17,1514.25
2020-03-18,1503.25
2020-03-19,1504.5
2020-03-20,1516.0
2020-03-23,1496.0
2020-03-24,1492.5
2020-03-25,1464.85
2020-03-26,1457.6
2020-03-27,1448.1
2020-03-30,1436.5
2020-03-31,1439.95
2020-04-01,1425.85
2020-04-02,1440.5
2020-04-03,1465.94
2020-04-06,1469.25
2020-04-07,1474.75
2020-04-08,1469.5
2020-04-09,1464.1
2020-04-14,1450.75
2020-04-15,1476.3
2020-04-16,1475.5
2020-04-17,1478.5
2020-04-20,1470.25
2020-04-21,1465.25
2020-04-22,1466.25
2020-04-23,1459.0
2020-04-24,1449.11
2020-04-27,1442.85
2020-04-28,1444.25
2020-04-29,1442.65
2020-04-30,1449.0
2020-05-01,1461.0
2020-05-04,1440.25
2020-05-05,1444.5
2020-05-06,1440.45
2020-05-07,1428.9
2020-05-11,1462.75
2020-05-12,1459.65
2020-05-13,1484.0
2020-05-14,1494.75
2020-05-15,1481.25
2020-05-18,1494.5
2020-05-19,1500.5
2020-05-20,1514.45
2020-05-21,1526.25
2020-05-22,1509.0
2020-05-26,1519.75
2020-05-27,1541.35
2020-05-28,1545.25
2020-05-29,1566.1
2020-06-01,1579.5
2020-06-02,1580.25
2020-06-03,1605.5
2020-06-04,1576.3
2020-06-05,1560.75
2020-06-08,1553.8
2020-06-09,1577.0
2020-06-10,1582.75
2020-06-11,1589.5
2020-06-12,1573.0
2020-06-15,1588.5
2020-06-16,1575.75
2020-06-17,1556.25
2020-06-18,1550.75
2020-06-19,1586.25
2020-06-22,1589.5
2020-06-23,1601.75
2020-06-24,1600.0
2020-06-25,1603.25
2020-06-26,1582.75
2020-06-29,1601.25
2020-06-30,1600.75
