date,LMAHDY,return_3d,discrete_3d,score,horizon,discrete_score
2018-07-03,2096.25,0.6440071556350624,1,17.71152624652136,3,1
2018-07-04,2115.0,1.4420803782505986,1,11.312305885171089,3,1
2018-07-05,2102.0,0.6898192197906772,1,1.7756797203940613,3,0
2018-07-06,2109.75,-0.580637516293403,0,4.452045836587995,3,0
2018-07-09,2145.5,-2.516895828478205,-1,4.0561812477101835,3,0
2018-07-10,2116.5,-2.3742026931254383,-1,1.015555186269119,3,-1
2018-07-11,2097.5,0.4290822407628125,1,-1.964228746226107,3,-1
2018-07-12,2091.5,-1.2431269423858526,0,0.19576103921490168,3,-1
2018-07-13,2066.25,-0.6049606775559546,0,4.953600721567184,3,0
2018-07-16,2106.5,-3.07381913126038,-1,-2.07684086370594,3,-1
2018-07-17,2065.5,0.6535947712418277,1,-1.9545528286724276,3,-1
2018-07-18,2053.75,0.19476567255021227,0,-2.024660341958615,3,-1
2018-07-19,2041.75,1.0897514387167906,1,4.742100946776159,3,0
2018-07-20,2079.0,-1.8518518518518492,-1,6.487415960704447,3,0
2018-07-23,2057.75,-0.42522172275544223,0,5.724741911137596,3,0
2018-07-24,2064.0,-0.4602713178294526,0,5.565389274386259,3,0
2018-07-25,2040.5,1.6907620681205549,1,5.271229734393728,3,0
2018-07-26,2049.0,0.5734504636407901,1,5.873731987552246,3,0
2018-07-27,2054.5,-1.1925042589437829,0,7.650081036200948,3,0
2018-07-30,2075.0,-3.096385542168678,-1,2.8790439387645432,3,0
2018-07-31,2060.75,-2.8630353026810607,-1,1.1132515597628343,3,-1
2018-08-01,2030.0,-0.6896551724137945,0,6.6954886294685325,3,0
2018-08-02,2010.75,0.12433171702102007,0,6.906412100223558,3,0
2018-08-03,2001.75,4.1213937804421175,1,7.570190302520784,3,0
2018-08-06,2016.0,2.219742063492069,1,-8.357987959269135,3,-1
2018-08-07,2013.25,3.675648826524269,1,-1.7395521044741882,3,-1
2018-08-08,2084.25,-0.9955619527407976,0,2.2595061286085074,3,0
2018-08-09,2060.75,-0.7400218367099365,0,1.9700942925298908,3,0
2018-08-10,2087.25,-4.299916157623662,-1,4.401403180465424,3,0
2018-08-13,2063.5,-1.9990307729585652,-1,2.724036674115472,3,0
2018-08-14,2045.5,-2.016621852847711,-1,4.513843102338269,3,0
2018-08-15,1997.5,1.6770963704630717,1,11.446532219988995,3,1
2018-08-16,2022.25,0.3585115589071597,1,18.40076314790656,3,1
2018-08-17,2004.25,1.8086566047149863,1,14.583064689097094,3,1
2018-08-20,2031.0,1.0709010339734035,1,3.8961742217374815,3,0
2018-08-21,2029.5,2.131066765213108,1,4.306386396805667,3,0
2018-08-22,2040.5,3.406027934329825,1,4.157539656504742,3,0
2018-08-23,2052.75,4.579222993545251,1,5.6937263967801535,3,0
2018-08-24,2072.75,1.8694970449885329,1,8.321106800187966,3,0
2018-08-28,2110.0,-0.4028436018957304,0,8.239108850019429,3,0
2018-08-29,2146.75,-3.773145452428084,-1,5.919997244464763,3,0
2018-08-30,2111.5,-3.8479753729576127,-1,4.8801717396662845,3,0
2018-08-31,2101.5,-3.1406138472519607,-1,4.98166338844963,3,0
2018-09-03,2065.75,-3.0739440881035973,-1,2.6079237452553388,3,0
2018-09-04,2030.25,0.03694126339119919,0,2.2467959312253853,3,0
2018-09-05,2035.5,1.0685335298452392,1,4.301860409388723,3,0
2018-09-06,2002.25,0.1373454863278889,0,6.9106981167881525,3,0
2018-09-07,2031.0,-0.28311176760216217,0,4.272033374069181,3,0
2018-09-10,2057.25,-1.4218009478673022,-1,-1.9629897716976976,3,-1
2018-09-11,2005.0,0.0748129675810505,0,-2.007502745439404,3,-1
2018-09-12,2025.25,-1.296136279471671,0,6.061371988582509,3,0
2018-09-13,2028.0,-1.3560157790927008,-1,4.218208534259413,3,0
2018-09-14,2006.5,-0.7724894094193857,0,-3.155249412357995,3,-1
2018-09-17,1999.0,0.6503251625813,1,0.4508338088808718,3,-1
2018-09-18,2000.5,3.1492126968257983,1,-1.4787781018650814,3,-1
2018-09-19,1991.0,1.8834756403817157,1,-2.2140880906002307,3,-1
2018-09-20,2012.0,1.6153081510934308,1,3.909482672131527,3,0
2018-09-21,2063.5,-0.9449963653985982,0,7.638592713707503,3,0
2018-09-25,2044.5,0.1711910002445638,0,11.74283651785608,3,1
2018-09-26,2044.0,1.3331702544031376,1,8.223030482129682,3,0
2018-09-27,2011.5,4.4867014665672444,1,4.092458007752404,3,0
2018-09-28,2048.0,7.32421875,1,-0.5123991825693078,3,-1
2018-10-05,2127.5,-4.112808460634542,-1,21.8172,3,1
2018-10-08,2063.0,-2.423654871546288,-1,1.2494064657604729,3,-1
2018-10-09,2049.0,-0.7442654953635941,0,2.2250545256188,3,0
2018-10-10,2040.0,-0.7107843137254877,0,5.9398781458306695,3,0
2018-10-11,2013.0,0.5961251862891315,1,2.7578103812892008,3,0
2018-10-12,2033.75,-0.958819913952058,0,-1.1380776096440048,3,-1
2018-10-15,2025.5,-0.8886694643297943,0,-7.583938966913675,3,-1
2018-10-16,2025.0,-1.456790123456786,-1,-4.361221084145283,3,-1
2018-10-17,2014.25,-0.9805138388978564,0,2.4529082535167315,3,0
2018-10-18,2007.5,-1.2453300124533049,0,1.9835676490771448,3,0
2018-10-19,1995.5,-0.9020295665246758,0,1.7294493424094166,3,0
2018-10-22,1994.5,-1.0779644021057908,0,10.148523146559594,3,0
2018-10-23,1982.5,-0.037831021437584315,0,14.345759435145716,3,1
2018-10-24,1977.5,-0.7458912768647297,0,16.551064456235093,3,1
2018-10-25,1973.0,-1.3177901672579817,0,9.239638825608047,3,0
2018-10-26,1981.75,-2.3716412261889697,-1,1.001969639994487,3,-1
2018-10-29,1962.75,-0.6878104700038246,0,4.5389324668419855,3,0
2018-10-30,1947.0,0.6933744221879756,1,1.7363873821487124,3,0
2018-10-31,1934.75,1.1241762501615238,1,-1.1045652051108417,3,-1
2018-11-01,1949.25,-0.7310504040015431,0,0.5066471694952783,3,-1
2018-11-02,1960.5,0.5483295077786332,1,3.8394774350260974,3,0
2018-11-05,1956.5,1.1755686174290902,1,2.340069422139857,3,0
2018-11-06,1935.0,0.5684754521963821,1,0.5732497840900811,3,-1
