date,LMNIDY,return_20d,discrete_20d,score,horizon,discrete_score
2018-01-03,12360.75,9.698036122403586,1,6.862896548385041,20,1
2018-01-04,12602.5,10.815314421741727,1,5.753263438800031,20,1
2018-01-05,12487.75,7.305159055874766,1,6.695289806792765,20,1
2018-01-08,12486.5,9.758539222360142,1,20.2981995345447,20,1
2018-01-09,12642.0,5.560828982755893,1,22.381426144478517,20,1
2018-01-10,12883.5,1.9443474211200409,0,14.4870696748796,20,1
2018-01-11,12573.0,4.227312495029033,0,2.506852961080639,20,0
2018-01-12,12684.0,1.9591611479028657,0,-7.674347406310796,20,-1
2018-01-15,12807.0,1.9754821581947413,0,11.351119272735012,20,1
2018-01-16,12482.0,7.418682903380858,1,11.419167687297753,20,1
2018-01-17,12351.25,13.802246736160305,1,7.937944631426627,20,1
2018-01-18,12421.0,13.573786329603088,1,2.4948815778456117,20,0
2018-01-19,12678.5,9.401743108411884,1,1.0427200711960805,20,0
2018-01-22,12723.5,6.440837819782286,1,2.046724389694119,20,0
2018-01-23,12810.0,5.8469945355191335,1,1.9856904674944864,20,0
2018-01-24,13539.5,1.9018427563794795,0,0.6954241219005443,20,0
2018-01-25,13662.5,0.911253430924064,0,1.2498982611684988,20,0
2018-01-26,13618.5,0.7673385468296878,0,5.343435701610804,20,1
2018-01-29,13775.5,0.7549635221951956,0,2.0089054139521654,20,0
2018-01-30,13317.0,3.608170008260125,0,3.445130997255121,20,1
2018-01-31,13559.5,1.3569821896087575,0,7.9753350388834985,20,1
2018-02-01,13965.5,-3.9633382263434935,-1,7.6392455902101375,20,1
2018-02-02,13400.0,0.022388059701494708,0,1.1002177885867757,20,0
2018-02-05,13705.0,-2.378693907333085,0,-10.704884667115047,20,-1
2018-02-06,13345.0,2.1019108280254883,0,-12.128414455703297,20,-1
2018-02-07,13134.0,3.0455306837216423,0,-5.997677061690997,20,-1
2018-02-08,13104.5,0.8317753443473519,0,12.442496868188277,20,1
2018-02-09,12932.5,6.816160835105345,1,8.589747982692021,20,1
2018-02-13,13408.0,3.1324582338902123,0,3.807374174254159,20,1
2018-02-14,14056.0,-1.9671314741035892,0,-1.072494173261355,20,0
2018-02-23,13723.0,-5.982656853457701,-1,5.874649065824754,20,1
2018-02-26,13879.5,-7.031953600634033,-1,9.006382892892107,20,1
2018-02-27,13797.5,-6.156912484145683,-1,11.117218324175795,20,1
2018-02-28,13743.5,-4.8204605813657375,-1,9.501347720528088,20,1
2018-03-01,13412.0,-1.1855055174470608,0,5.408274453945024,20,1
2018-03-02,13403.0,0.1156457509512876,0,5.12589874710962,20,1
2018-03-05,13379.0,-2.0890948501382733,0,1.297471348966395,20,0
2018-03-06,13625.5,-2.5907306153902576,0,-4.095595949367628,20,-1
2018-03-07,13534.0,-2.3200827545441056,0,-2.8727616413316457,20,-1
2018-03-08,13213.5,1.3357550989518296,0,-2.6892251504428364,20,-1
2018-03-09,13814.0,-1.1763428405965004,0,-5.726324241942798,20,-1
2018-03-12,13622.5,1.4534777023307075,0,9.859943944432512,20,1
2018-03-13,13828.0,-1.135377494937806,0,6.868695505715982,20,1
2018-03-14,13779.5,0.852715991146269,0,2.1473900486014523,20,0
2018-03-15,13576.0,5.38450206246317,1,-1.990792945173396,20,-1
2018-03-16,13569.0,4.458692608150927,0,-6.2022705619967065,20,-1
2018-03-19,13429.0,13.366594683148403,1,3.898474194437629,20,1
2018-03-20,13408.0,12.026402147971373,1,7.679339804455982,20,1
2018-03-21,13416.0,10.133422778771608,1,7.152288067459938,20,1
2018-03-22,13146.0,8.074699528373653,1,10.263477133615131,20,1
2018-03-23,12902.0,7.913501782669361,1,9.877468903164363,20,1
2018-03-27,12948.0,9.52270620945319,1,7.382604998274978,20,1
2018-03-28,13081.0,5.7296842749025245,1,11.08575202355244,20,1
2018-03-29,13253.0,2.5654568776880766,0,6.119623900071198,20,1
2018-04-03,13418.5,1.3283899094533649,0,3.933825876757543,20,1
2018-04-04,13099.5,6.381922974159316,1,-10.26774395273778,20,-1
2018-04-09,13390.0,3.2561613144137525,0,-3.0945090165075158,20,-1
2018-04-10,13651.5,1.5492802988682497,0,5.515400237256916,20,1
2018-04-11,13820.5,-0.007235628233426272,0,13.40527072513263,20,1
2018-04-12,13671.0,2.369980250164572,0,9.07185247840108,20,1
2018-04-13,13897.0,3.842555947326765,0,8.091512171864801,20,1
2018-04-16,14307.0,0.32851051932620834,0,-40.84730968424657,20,-1
2018-04-17,14174.0,1.6156342599125129,0,-32.35759204661802,20,-1
2018-04-18,15224.0,-4.565160273252755,-1,-14.58309329974738,20,-1
2018-04-19,15020.5,-2.2103125728171524,0,2.207586402543941,20,0
2018-04-20,14775.5,-1.137017359818615,0,9.707609735003818,20,1
2018-04-24,13923.0,4.8049989226459875,0,-8.722114802402256,20,-1
2018-04-25,14085.5,5.377870860104372,1,1.6483506717469611,20,0
2018-04-26,14181.0,3.829067061561253,0,1.4984780021414552,20,0
2018-04-27,13830.5,7.324391742887103,1,-6.37614279052393,20,-1
2018-05-02,13935.5,10.369200961572966,1,9.637450419825935,20,1
2018-05-03,13725.0,12.375227686703095,1,1.962888085517133,20,0
2018-05-04,13974.0,12.262058107914696,1,-9.315019979717405,20,-1
2018-05-08,13826.0,12.61210762331839,1,11.313461671525006,20,1
2018-05-09,13863.0,11.491019259900458,1,15.044533596891739,20,1
2018-05-10,13819.5,11.111111111111116,1,20.44951003841197,20,1
2018-05-11,13995.0,8.76741693461951,1,8.15097106227768,20,1
2018-05-15,14354.0,8.325205517625744,1,1.2741534104321917,20,0
2018-05-16,14403.0,5.606470874123448,1,1.2167838239940385,20,0
2018-05-17,14529.0,3.981691788836117,0,5.273843436146381,20,1
2018-05-18,14688.5,1.382033563672258,0,-1.2160678845304849,20,0
2018-05-21,14607.5,-0.2841006332363505,0,5.413673547234705,20,1
2018-05-22,14722.0,1.1615269664447814,0,9.915960310148693,20,1
2018-05-23,14592.0,2.1450109649122857,0,16.082949113529228,20,1
2018-05-24,14843.0,2.273799097217544,0,14.415768053546953,20,1
2018-05-25,14724.0,-0.5297473512632433,0,13.849233749474006,20,1
2018-05-29,14843.5,-0.9364368241991494,0,8.059370044921005,20,1
2018-05-30,15066.5,-1.742275910131752,0,7.200436650215682,20,1
2018-05-31,15157.5,-2.962229919181925,0,-0.7871023761237331,20,0
2018-06-01,15380.5,-3.6247196124963414,-1,-12.665780548301274,20,-1
2018-06-04,15423.5,-6.217784549551009,-1,-11.890502400590336,20,-1
2018-06-05,15687.5,-8.503585657370516,-1,1.307896977642019,20,0
2018-06-06,15569.75,-9.735223751184186,-1,7.806856124052558,20,1
2018-06-07,15456.0,-8.750646997929612,-1,-4.335590252998523,20,-1
2018-06-08,15355.0,-9.798111364376428,-1,-6.055401227039223,20,-1
2018-06-11,15222.0,-7.252660622782813,-1,5.228838599810468,20,1
2018-06-12,15135.5,-7.125631792805,-1,-0.25646012441078353,20,0
2018-06-13,15549.0,-11.344781014856265,-1,1.6796466881500691,20,0
2018-06-14,15210.5,-7.307452089017452,-1,9.626648402410758,20,1
2018-06-15,15107.5,-8.118484196591103,-1,11.497239867963145,20,1
2018-06-19,14566.0,-8.053000137306054,-1,8.22309460641471,20,1
2018-06-20,14893.0,-9.225810783589603,-1,5.855730139650673,20,1
2018-06-21,14905.0,-11.110365649111033,-1,3.7852746004349602,20,1
2018-06-22,15180.5,-11.485128948321865,-1,2.2959804966456767,20,0
2018-06-25,14646.0,-9.18339478355865,-1,6.344046059439559,20,1
2018-06-26,14704.5,-8.198170628039037,-1,4.380230414557997,20,1
2018-06-27,14804.0,-8.288300459335318,-1,6.129422285944548,20,1
2018-06-28,14708.5,-7.012951694598358,-1,7.73942165071108,20,1
2018-06-29,14823.0,-7.103825136612017,-1,3.1325820718669886,20,0
