date,LMZSDY,return_10d,discrete_10d,score,horizon,discrete_score
2017-01-05,2601.0,5.843906189926963,1,-11.126472403146318,10,0
2017-01-06,2600.5,5.921938088829083,1,-17.309310161393885,10,-1
2017-01-10,2700.75,4.100712764972703,1,-2.07509430761286,10,1
2017-01-11,2680.25,4.010819886204642,1,-8.356926950428532,10,0
2017-01-12,2709.75,1.5315065965495034,0,-12.688746149357465,10,0
2017-01-13,2774.25,-1.1804992340272102,0,-7.718916513324414,10,1
2017-01-16,2733.5,1.3444302176696563,0,-0.9580688558666178,10,1
2017-01-17,2701.25,5.608514576584911,1,-4.7670395210676535,10,1
2017-01-18,2758.5,4.132680804785217,1,-10.651025422517822,10,0
2017-01-19,2753.0,3.1783508899382533,1,-7.951618489050069,10,1
2017-01-20,2754.5,1.4249410056271559,0,-1.7918603233642203,10,1
2017-01-24,2811.5,-0.6135514849724301,0,-1.3090966105810116,10,1
2017-01-25,2787.75,2.215047977759843,0,-3.3946965977830343,10,1
2017-01-26,2751.25,2.91685597455702,1,1.7928593965804749,10,1
2017-02-03,2793.75,0.3400447427293063,0,-2.459475977691922,10,1
2017-02-07,2794.25,2.8272344994184406,1,10.787543267838023,10,1
2017-02-08,2849.5,0.3860326373047896,0,-0.3763406363417536,10,1
2017-02-09,2831.5,-1.5716051562775892,0,-9.593501720724648,10,0
2017-02-10,2935.0,-3.747870528109032,-1,-2.180140421729469,10,1
2017-02-14,2904.25,-2.9956098820693837,-1,-0.9042007890806876,10,1
2017-02-15,2869.0,-0.5489717671662621,0,-0.02986368462127313,10,1
2017-02-16,2851.25,-2.7531784305129374,-1,2.5706402501028007,10,1
2017-02-17,2803.25,-1.2931418888789792,0,0.2494786256687607,10,1
2017-02-21,2873.25,-6.543113199338722,-1,7.989699950948952,10,1
2017-02-22,2860.5,-5.610907184058733,-1,7.4419686167752825,10,1
2017-02-23,2787.0,-4.216002870470037,-1,-1.7133602022950898,10,1
2017-02-24,2825.0,-4.867256637168137,-1,-6.1480770706678785,10,1
2017-02-28,2817.25,-3.0792439435619823,-1,-7.000577548347539,10,1
2017-03-01,2853.25,-2.269341978445627,-1,-10.564046394440195,10,0
2017-03-02,2772.75,1.3794968893697581,0,-13.046027766254866,10,0
2017-03-03,2767.0,3.5056017347307566,1,-12.111809859113588,10,0
2017-03-07,2685.25,4.608509449771892,1,-11.081116620840698,10,0
2017-03-08,2700.0,5.03703703703704,1,-13.787268797223124,10,0
2017-03-09,2669.5,4.682524817381539,1,-17.87046493065117,10,-1
2017-03-10,2687.5,4.623255813953486,1,-10.398691487343887,10,0
2017-03-14,2730.5,2.7009705182201142,1,-2.307029358172316,10,1
2017-03-15,2788.5,1.8020441097364115,0,0.2219963637594112,10,1
2017-03-16,2811.0,1.4763429384560656,0,3.17968536468122,10,1
2017-03-17,2864.0,-3.9717178770949713,-1,-0.8126811924271814,10,1
2017-03-20,2843.75,-5.7230769230769205,-1,13.397055572609467,10,1
2017-03-21,2809.0,-3.568885724457105,-1,10.537478190542696,10,1
2017-03-22,2836.0,-3.023624823695348,-1,-0.9674103013948424,10,1
2017-03-23,2794.5,-3.3369117910180712,-1,-7.609114992886556,10,1
2017-03-24,2811.75,-5.2902996354583385,-1,-3.5644813655316074,10,1
2017-03-28,2804.25,-9.200320941428188,-1,-3.864174178839361,10,1
2017-03-29,2838.75,-8.797886393659182,-1,-5.4640165715569005,10,1
2017-03-30,2852.5,-8.483786152497808,-1,-0.6506055478552202,10,1
2017-03-31,2750.25,-8.953731478956461,-1,5.810997306774997,10,1
2017-04-06,2701.25,-4.118463674224893,-1,-8.92024711996274,10,0
2017-04-07,2663.0,-2.6849417949680765,-1,-5.1969303139195455,10,1
2017-04-11,2546.25,1.7476681394207103,0,-0.9354658981422592,10,1
2017-04-12,2589.0,1.139436075704903,0,-2.1410244351983674,10,1
2017-04-13,2610.5,1.4939666730511505,0,-1.07710479321681,10,1
2017-04-19,2528.0,1.5130537974683556,0,-15.572273765070216,10,-1
2017-04-20,2617.5,-1.3371537726838634,0,-8.88810933720039,10,0
2017-04-21,2571.5,0.7097025082636543,0,-4.561421658926528,10,1
2017-04-25,2591.5,-0.21223229789697484,0,-1.8247500967331494,10,1
