date,LMCADY,return_1d,discrete_1d,score,horizon,discrete_score
2017-01-04,5629.0,-1.2169124178362023,-1,-8.173935189721092,1,-1
2017-01-05,5560.5,0.1573599496448086,0,-6.547442569671463,1,-1
2017-01-06,5569.25,0.01346680432732228,0,-0.15965922594050344,1,0
2017-01-10,5736.0,-0.8063110181311006,-1,0.8499003258186584,1,0
2017-01-11,5689.75,2.1793576167669966,1,1.8454795188189728,1,0
2017-01-12,5813.75,1.2040421414749591,1,1.2550161463973435,1,0
2017-01-13,5883.75,-0.6840875292118076,-1,4.842943755752279,1,1
2017-01-16,5843.5,-1.9209377941302288,-1,4.859197525336083,1,1
2017-01-17,5731.25,0.16139585605234874,0,-6.192613773227991,1,-1
2017-01-18,5740.5,-0.4703423046772959,-1,-12.554136058848972,1,-1
2017-01-19,5713.5,0.2887897085849245,0,-5.216579681014617,1,-1
2017-01-20,5730.0,0.7591623036649287,1,0.8540570669171095,1,0
2017-01-24,5926.0,-0.06328045899426371,0,-7.500904496698947,1,-1
2017-01-25,5922.25,-1.4226012073114136,-1,-7.087531418126027,1,-1
2017-01-26,5838.0,0.7793764988009544,1,-6.781327628736439,1,-1
2017-02-07,5779.5,1.7042996799031096,1,-10.160928251998497,1,-1
2017-02-08,5878.0,-1.1781218101394986,-1,-8.03443036008412,1,-1
2017-02-09,5808.75,4.712717882504847,1,-0.7299519804533934,1,0
2017-02-10,6082.5,0.34525277435264456,0,-4.167273002830085,1,-1
2017-02-13,6103.5,-1.6261161628573717,-1,-6.451809284906098,1,-1
2017-02-14,6004.25,0.7286505392013921,1,-6.5704017257205445,1,-1
2017-02-15,6048.0,-1.074735449735453,-1,-5.669691012111169,1,-1
2017-02-16,5983.0,-0.6351328764833686,-1,-4.1087443674959525,1,-1
2017-02-17,5945.0,1.9049621530698115,1,-0.9578985829140826,1,0
2017-02-20,6058.25,-0.210456815086868,0,-10.15641918708802,1,-1
2017-02-21,6045.5,-0.3266892730129811,0,-3.946037629850827,1,-1
2017-02-22,6025.75,-3.003775463635228,-1,-5.259634396407451,1,-1
2017-02-23,5844.75,1.2019333589973868,1,-14.506012576118586,1,-1
2017-02-24,5915.0,0.15215553677092594,0,-11.958545139024176,1,-1
2017-02-28,5966.5,0.6117489315343949,1,-2.9435769903992783,1,-1
2017-03-01,6003.0,-1.4159586873230046,-1,-4.9013662295269365,1,-1
2017-03-02,5918.0,-0.20699560662386096,0,-3.040578310362596,1,-1
2017-03-03,5905.75,-1.0498243237522795,-1,1.6517239000642647,1,0
2017-03-07,5754.75,-0.1303271210738921,0,-7.6021354355728175,1,-1
2017-03-08,5747.25,-1.3006220366262091,-1,-10.345266363102587,1,-1
2017-03-09,5672.5,0.7712648743940065,1,-7.291586971575091,1,-1
2017-03-10,5716.25,1.0540126831401595,1,-4.3918813353236805,1,-1
2017-03-14,5798.25,0.7717845901780818,1,-9.682753657805016,1,-1
2017-03-15,5843.0,0.8086599349649058,1,-10.191117550853317,1,-1
2017-03-16,5890.25,0.44565171257586733,1,-7.605600657392514,1,-1
2017-03-17,5916.5,-1.0394659004479,-1,-5.981282123234661,1,-1
2017-03-21,5747.5,0.5654632448890862,1,-7.835089563603573,1,-1
2017-03-22,5780.0,0.3027681660899617,0,-6.392893514218707,1,-1
2017-03-23,5797.5,-0.3536006899525712,0,-1.0081475457320874,1,0
2017-03-24,5777.0,-0.7010559113726833,-1,6.514508402400535,1,1
2017-03-28,5849.25,0.5940932598196279,1,-9.93267165363044,1,-1
2017-03-29,5884.0,0.9177430319510459,1,-4.465976780688564,1,-1
2017-03-30,5938.0,-2.0545638262041144,-1,-1.2423076581584351,1,0
2017-03-31,5816.0,-1.5001719394773017,-1,-4.253051322459622,1,-1
2017-04-06,5826.5,-0.4762722045825063,-1,1.4695264672009127,1,0
2017-04-07,5798.75,-1.4572106057339942,-1,-0.4511735169046327,1,0
2017-04-11,5739.75,-2.412997081754431,-1,-2.3650220061829828,1,-1
2017-04-12,5601.25,1.0488730194153195,1,4.842301930535445,1,1
2017-04-13,5660.0,-2.1378091872791494,-1,7.547816140554212,1,1
2017-04-19,5523.25,1.3262119223283353,1,1.2188975545447718,1,0
2017-04-20,5596.5,-0.04467077637809736,0,-2.525677585391433,1,-1
2017-04-21,5594.0,0.5452270289596051,1,0.3302515158842895,1,0
2017-04-25,5677.5,0.20255394099515375,0,9.464254081004317,1,1
2017-04-26,5689.0,-0.3559500791000203,0,5.620945363965371,1,1
2017-04-27,5668.75,0.7364939360529288,1,-0.7248164270302724,1,0
2017-04-28,5710.5,1.050696086157088,1,0.6635586674016956,1,0
2017-05-03,5566.75,-0.8757353931827416,-1,4.562656807472468,1,1
2017-05-04,5518.0,0.8155128669807832,1,3.33194714563784,1,1
2017-05-05,5563.0,-1.8200611181017456,-1,-3.3102752719571096,1,-1
2017-05-09,5486.25,-0.2005012531328343,0,0.17578274945896624,1,0
2017-05-10,5475.25,0.8401442856490471,1,-0.3722642856802793,1,0
2017-05-11,5521.25,0.31695721077653616,0,2.871695628604772,1,1
2017-05-12,5538.75,0.9839765290002188,1,6.9779170407273154,1,1
2017-05-16,5594.75,-0.04021627418562268,0,0.9211327614156806,1,0
2017-05-17,5592.5,-0.5453732677693335,-1,0.1330593232153272,1,0
2017-05-18,5562.0,1.8563466379000413,1,0.12852026604405115,1,0
2017-05-19,5665.25,0.4192224526719857,1,4.499235657420517,1,1
2017-05-23,5695.0,-0.5706760316066761,-1,-2.738011688088452,1,-1
2017-05-24,5662.5,0.7682119205298044,1,-5.387640642823702,1,-1
2017-05-25,5706.0,-1.1917280056081279,-1,-19.001138711391693,1,-1
2017-05-26,5638.0,-0.08424973394820512,0,-12.997960566718767,1,-1
2017-06-01,5675.0,-0.6167400881057272,-1,-4.40731100035587,1,-1
2017-06-02,5640.0,-0.7491134751773099,-1,-6.123780068236632,1,-1
2017-06-06,5586.0,0.10293591120658084,0,-3.2933657048171594,1,-1
2017-06-07,5591.75,2.0029507756963443,1,-3.0443902516327355,1,-1
2017-06-08,5703.75,1.3280736357659473,1,-5.447110028443498,1,-1
2017-06-09,5779.5,-0.6315425209793224,-1,-3.040210780776452,1,-1
2017-06-12,5743.0,-1.0012188751523543,-1,-8.138480285638233,1,-1
2017-06-13,5685.5,-0.2990062439539143,0,-5.415964800591259,1,-1
2017-06-14,5668.5,-0.5689335803122475,-1,-2.0641843302652454,1,-1
2017-06-15,5636.25,0.04879130627633009,0,-4.836310762610843,1,-1
2017-06-16,5639.0,1.1305195956729852,1,-2.7330894628686817,1,-1
2017-06-20,5630.5,1.5451558476156757,1,0.6561341335815695,1,0
2017-06-21,5717.5,0.10494097070397056,0,-6.623790934742846,1,-1
2017-06-22,5723.5,0.9958941207303118,1,-4.1082494956469775,1,-1
2017-06-23,5780.5,-0.16002075944987482,0,3.3284030016459316,1,1
2017-06-26,5771.25,1.156595191682919,1,1.0721024343901264,1,0
2017-06-27,5838.0,0.4881808838643309,1,-0.5980979257801677,1,0
2017-06-28,5866.5,1.1037245376289029,1,-0.5297968679414871,1,0
2017-06-29,5931.25,-0.0716543730242325,0,0.2224228160664004,1,0
2017-06-30,5927.0,-0.3416568247005203,0,2.1491129339837585,1,0
