date,LMSNDY,return_3d,discrete_3d,score,horizon,discrete_score
2017-07-04,20240.0,-2.7915019762845827,-1,10.865723654177764,3,1
2017-07-05,19825.0,0.8474148802017689,1,11.183697582952886,3,1
2017-07-06,20090.0,-1.0452961672473893,-1,9.063989336332313,3,1
2017-07-11,19880.0,0.05030181086518315,0,17.501624395547214,3,1
2017-07-12,20020.0,-0.14985014985015033,0,17.501624395547214,3,1
2017-07-13,19885.0,1.0560724163942714,1,27.02004117589179,3,1
2017-07-14,19890.0,1.8350930115635933,1,36.21243333333333,3,1
2017-07-18,20095.0,1.7168449863150137,1,10.370910489423595,3,1
2017-07-19,20255.0,0.6171315724512461,0,15.437690899071956,3,1
2017-07-20,20225.0,1.359703337453655,1,15.666528722788119,3,1
2017-07-21,20440.0,0.29354207436398383,0,12.0490002590188,3,1
2017-07-25,20500.0,1.121951219512196,1,5.649307614888136,3,1
2017-07-26,20500.0,1.4390243902439035,1,22.84170437319138,3,1
2017-07-27,20820.0,-0.8165225744476423,-1,26.84702971231898,3,1
2017-08-01,20650.0,-0.09685230024213398,0,16.270493333333334,3,1
2017-08-02,20735.0,-0.14468290330359454,0,16.273456666666668,3,1
2017-08-03,20770.0,-2.3688011555127564,-1,16.224588689783054,3,1
2017-08-04,20630.0,-1.6238487639360202,-1,21.462368022781632,3,1
2017-08-08,20278.0,0.7002662984515239,0,13.67053973997331,3,1
2017-08-09,20295.0,0.8130081300812941,1,11.844193805318982,3,1
2017-08-10,20398.0,-0.7255613295421126,-1,4.8153231909251435,3,1
2017-08-11,20420.0,-1.3956904995102826,-1,19.09007,3,1
2017-08-15,20250.0,0.5679012345678913,0,35.02325921741187,3,1
2017-08-16,20135.0,2.4981375713931,1,38.75208235875261,3,1
2017-08-17,20310.0,0.8862629246676468,1,5.768312697029389,3,1
2017-08-18,20365.0,1.4976675669039932,1,20.077795842714032,3,1
2017-08-22,20490.0,-0.17081503172279297,0,0.0,3,-1
2017-08-23,20670.0,-0.7256894049346929,-1,15.272179236870114,3,1
2017-08-24,20615.0,0.8974048023284054,1,15.272179236870114,3,1
2017-08-25,20455.0,2.0435101442190184,1,0.0,3,-1
2017-08-29,20520.0,1.5107212475633514,1,18.34255216125828,3,1
2017-08-30,20800.0,0.8894230769230793,1,11.927145326999042,3,1
2017-08-31,20873.0,0.0814449288554675,0,0.0,3,-1
2017-09-01,20830.0,0.4320691310609748,0,0.0,3,-1
2017-09-05,20890.0,-1.0531354715174746,-1,18.108759627812397,3,1
2017-09-06,20920.0,-0.19120458891013212,0,25.20895,3,1
2017-09-07,20873.0,-0.3305705935898073,0,17.221485,3,1
2017-09-08,20670.0,-0.3241412675374922,0,18.105635,3,1
2017-09-12,20804.0,-0.6633339742357247,-1,0.0,3,-1
2017-09-13,20603.0,1.150317914866772,1,8.174810536384731,3,1
2017-09-14,20632.0,0.6203955021326202,0,11.944948880880306,3,1
2017-09-15,20666.0,0.2854930804219391,0,31.4072703158306,3,1
2017-09-25,20925.0,-0.8602150537634357,-1,41.952280836221135,3,1
2017-09-26,20911.0,-0.31562335612835835,0,25.603823144746016,3,1
2017-09-27,20890.0,-0.229775011967448,0,12.825908070905895,3,1
2017-09-28,20745.0,1.0074716799228778,1,18.05530781673386,3,1
2017-09-29,20845.0,0.4029743343727521,0,21.0053,3,1
2017-10-12,20865.0,-2.0896237718667665,-1,0.0,3,-1
2017-10-13,20735.0,-2.7730889799855274,-1,0.0,3,-1
2017-10-17,20429.0,-3.778941700523764,-1,5.228004592185181,3,1
2017-10-18,20160.0,-2.4057539682539653,-1,5.271901583270911,3,1
2017-10-19,19927.0,-0.25091584282631585,0,4.349963535895661,3,1
2017-10-20,19657.0,1.7398382255684908,1,6.6762729074203335,3,1
2017-10-23,19675.0,1.5501905972045815,1,24.703299999999995,3,1
2017-10-24,19877.0,0.6691150576042748,0,22.590773015775234,3,1
2017-10-25,19999.0,-2.210110505525276,-1,18.64570899787245,3,1
2017-10-31,19505.0,0.9074596257369948,1,14.908349462150788,3,1
2017-11-01,19535.0,0.16380854875863715,0,15.635625009236026,3,1
2017-11-02,19780.0,-0.8088978766430777,-1,8.032749646702714,3,1
2017-11-03,19682.0,-0.6223960979575227,0,0.0,3,-1
2017-11-07,19620.0,-0.5096839959225274,0,0.0,3,-1
2017-11-08,19559.5,0.2377361384493515,0,8.003703821609282,3,1
2017-11-09,19520.0,0.24590163934425924,0,17.364843333333333,3,1
2017-11-10,19520.0,-0.5276639344262257,0,22.295376666666666,3,1
2017-11-16,19432.0,-0.4219843557019321,0,18.3622,3,1
2017-11-21,19350.0,1.1524547803617669,1,0.0,3,-1
2017-11-22,19470.0,0.60606060606061,0,0.0,3,-1
2017-11-23,19488.0,0.6260262725779953,0,8.810307262817734,3,1
2017-12-05,19582.0,-0.30640384026145995,0,15.825662129766688,3,1
2017-12-06,19555.0,-0.3988749680388648,0,13.311984140513914,3,1
2017-12-07,19495.0,-1.3490638625288542,-1,21.222330803611808,3,1
2017-12-11,19477.0,-2.6441443754171567,-1,5.355138950781877,3,1
2017-12-12,19232.0,-0.3015806988352798,0,3.7609399911320494,3,1
2017-12-13,18848.0,2.7695246179965998,1,6.262843382150693,3,1
2017-12-14,18962.0,2.257145870688748,1,6.262843382150693,3,1
2017-12-15,19174.0,1.7784499843538135,1,0.0,3,-1
2017-12-19,19390.0,0.979886539453334,1,0.0,3,-1
2017-12-20,19515.0,1.2349474763002857,1,0.0,3,-1
2017-12-21,19395.0,3.0935808197989134,1,0.0,3,-1
2017-12-22,19580.0,2.635342185903977,1,0.0,3,-1
