date,LMPBDY,return_10d,discrete_10d,score,horizon,discrete_score
2017-07-05,2253.0,-2.896138482023969,-1,-0.41447179556326574,10,1
2017-07-11,2284.5,0.4377325454147485,0,3.041931024119648,10,1
2017-07-12,2307.0,-0.7368877329865575,0,-0.29452534698879435,10,1
2017-07-13,2275.75,0.4943425244424926,0,0.2632053720503762,10,1
2017-07-14,2295.75,0.07622781226179765,0,0.1608214345908422,10,1
2017-07-21,2212.25,5.876370211323322,1,8.271667174215514,10,1
2017-07-25,2294.5,2.9418173894094624,1,-1.210004636414976,10,0
2017-07-26,2290.0,1.6921397379912717,0,-1.234838200556441,10,0
2017-07-27,2287.0,2.5360734586795,1,-1.1520905856139982,10,0
2017-07-28,2297.5,0.3373231773666996,0,-0.822926721895231,10,1
2017-08-01,2313.25,2.0858100075651143,0,-1.2712922921806875,10,0
2017-08-02,2328.5,7.2578913463603225,1,-6.3049720486191765,10,0
2017-08-03,2345.25,1.897452297196467,0,-5.765028883990589,10,0
2017-08-04,2342.25,-0.2988579357455445,0,-0.13304501766448248,10,1
2017-08-07,2340.25,-0.8546095502617201,0,-0.5781115577463148,10,1
2017-08-08,2362.0,1.1748518204911074,0,-0.2388744012245445,10,1
2017-08-09,2328.75,0.9125067096081628,0,-2.7114363795260124,10,0
2017-08-10,2345.0,-0.6076759061833692,0,-2.683887019282705,10,0
2017-08-11,2305.25,-0.2168962151610443,0,2.451132745888488,10,1
2017-08-15,2361.5,-0.7304679229303446,0,-1.2983312637550892,10,0
2017-08-17,2389.75,-0.8996756982947995,0,-5.600081099296167,10,0
2017-08-22,2389.75,-3.263939742650901,-1,2.2668825712929097,10,1
2017-08-23,2350.0,-1.659574468085101,0,1.4739789066548117,10,1
2017-08-24,2330.75,-4.161750509492657,-1,-1.5166094275837882,10,0
2017-08-31,2367.75,-3.779959877520856,-1,0.0,10,1
2017-09-01,2368.25,-1.520109785706747,0,0.0,10,1
2017-09-07,2311.0,8.935525746430105,1,-1.0464644516047292,10,1
2017-09-08,2233.75,11.315053161723563,1,-1.0112440059442114,10,1
2017-09-13,2259.0,8.565737051792821,1,-0.2621227559530511,10,1
2017-09-14,2278.25,8.251947766926369,1,2.848062242279181,10,1
2017-09-15,2332.25,6.849608746918202,1,7.590208161165112,10,1
2017-09-18,2364.25,6.524267738183353,1,-4.6116601608349415,10,0
2017-09-19,2397.75,7.809404650192887,1,2.582507858460839,10,1
2017-09-20,2445.0,4.366053169734152,1,7.281352439233848,10,1
2017-09-21,2517.5,2.5918570009930475,1,-0.3776370870575599,10,1
2017-09-22,2486.5,1.206515181982715,0,1.442579878775304,10,1
2017-09-25,2471.5,1.031762087800936,0,8.16438310304209,10,1
2017-09-26,2477.75,2.6031681969528764,1,4.977122088737752,10,1
2017-09-27,2452.5,4.087665647298677,1,10.26761740338809,10,1
2017-09-28,2466.25,3.2539280283831795,1,11.64570007110238,10,1
2017-09-29,2492.0,1.053370786516861,0,-0.7810292650163466,10,1
2017-10-09,2497.0,-0.2503003604325205,0,0.3551017790986676,10,1
2017-10-10,2542.25,-3.2353230406136246,-1,-0.34136221020536994,10,1
2017-10-11,2552.75,-2.7911076290275227,-1,-0.6676146656616175,10,1
2017-10-12,2546.5,-2.7881405851168277,-1,0.02483108539437126,10,1
2017-10-17,2475.0,-2.9292929292929264,-1,5.913556189011401,10,1
2017-10-18,2506.75,-1.3264186695921,0,2.1575986112773062,10,1
2017-10-19,2462.0,-1.0255889520714878,0,2.6631241229808227,10,1
2017-10-23,2490.75,0.4918197330121554,0,-2.9727448290309213,10,0
2017-10-24,2460.0,1.1585365853658436,0,-4.1261420025334985,10,0
2017-10-25,2481.5,0.8261132379609126,0,-3.5408215644466394,10,0
2017-10-26,2475.5,1.4138557867097612,0,-2.8947878426833045,10,0
2017-10-27,2411.25,4.271643338517372,1,-3.5363637135309225,10,0
2017-10-31,2402.5,2.268470343392304,0,-1.4134506770743898,10,0
2017-11-01,2473.5,-2.082069941378617,-1,-1.016245362096182,10,1
2017-11-02,2436.75,-1.8159433671899092,0,-8.560684703972969,10,0
2017-11-03,2457.75,-1.3732072017088814,0,-9.515867484377699,10,0
2017-11-07,2488.5,-0.8338356439622219,0,8.10128046634042,10,1
2017-11-08,2502.0,-1.9884092725819367,0,7.82744511492344,10,1
2017-11-09,2510.5,-2.589125672176862,-1,-0.5986330718010882,10,1
2017-11-10,2514.25,-1.6903649199562445,0,5.50035229219419,10,1
2017-11-14,2457.0,-1.7297517297517273,0,-0.4148303016319599,10,1
2017-11-15,2422.0,0.15483071841453366,0,-0.5851461146223155,10,1
2017-11-16,2392.5,3.260188087774285,1,-1.1490598684634488,10,0
2017-11-17,2424.0,5.0742574257425686,1,-0.22380323739000774,10,1
2017-11-22,2452.25,2.2938118054847583,0,-0.1558585501739527,10,1
2017-11-23,2445.5,-0.5827029237374771,0,1.7053285081968264,10,1
2017-11-24,2471.75,-0.9912005664003188,0,6.529964499431234,10,1
2017-12-04,2508.0,3.050239234449758,1,-14.75350982448644,10,-1
2017-12-05,2500.0,2.350000000000008,0,-10.491697193871676,10,0
2017-12-06,2508.5,0.4086107235399705,0,0.1338369064258236,10,1
2017-12-07,2431.25,2.652956298200504,1,0.08151782109611766,10,1
2017-12-13,2531.75,-1.856423422533815,0,-0.8581108107261035,10,1
2017-12-14,2491.5,3.4918723660445563,1,-0.7936263491216676,10,1
2017-12-21,2495.75,2.3540018030652203,0,-0.575812575613593,10,1
2017-12-22,2475.75,3.4232050893668653,1,-1.4130253808346842,10,0
2017-12-28,2516.5,1.0828531690840526,0,0.3493072282143726,10,1
2017-12-29,2484.75,3.954120132810135,1,1.7728411751640538,10,1
