date,LMNIDY,return_3d,discrete_3d,score,horizon,discrete_score
2017-07-04,9141.0,-2.8580024067388687,-1,3.5016418726101928,3,1
2017-07-05,9121.5,-1.7540974620402383,-1,3.037866601617205,3,1
2017-07-06,9037.0,0.5532809560695018,0,1.3328023297817475,3,0
2017-07-07,8879.75,3.1504265322785048,1,1.682886087149628,3,0
2017-07-11,9087.0,4.869593925387926,1,6.4556876072714005,3,1
2017-07-12,9159.5,4.312462470658884,1,-2.2375522270834467,3,0
2017-07-13,9166.5,6.180112365679369,1,-2.9035559827609267,3,-1
2017-07-14,9529.5,0.7555485597355638,0,-5.7618395395967354,3,-1
2017-07-18,9733.0,-2.7124216582759653,-1,-8.972245052457053,3,-1
2017-07-19,9601.5,1.2966723949382921,1,3.833870819928839,3,1
2017-07-20,9445.0,5.399682371625203,1,-3.5715971498733348,3,-1
2017-07-21,9469.0,5.549688457070445,1,-5.055090618844054,3,-1
2017-07-25,9955.0,2.0140632847815088,1,-5.674577476054705,3,-1
2017-07-26,9994.5,1.7409575266396526,1,-2.5653698075571243,3,0
2017-07-27,10087.5,1.5216852540272718,1,3.2910067413755484,3,1
2017-07-28,10155.5,1.467185269066018,1,1.9161563128661967,3,0
2017-08-01,10241.0,-0.3075871496924121,0,-0.9636259720616042,3,0
2017-08-02,10304.5,0.5434518899509966,0,1.0731845189609357,3,0
2017-08-03,10335.0,2.4818577648766382,1,-1.3488346905565458,3,0
2017-08-04,10209.5,4.975757872569675,1,-5.991730323576771,3,-1
2017-08-08,10591.5,0.22659679932020005,0,-2.06073796145771,3,0
2017-08-09,10717.5,-2.897130860741781,-1,-2.5981173179337955,3,0
2017-08-10,10938.0,-5.8465898701773655,-1,-0.7820937339567586,3,0
2017-08-11,10615.5,0.8572370590174794,1,5.112348503460598,3,1
2017-08-15,10298.5,6.117395737243282,1,-6.215811918757613,3,-1
2017-08-16,10706.5,5.202447111567744,1,-4.283317548803232,3,-1
2017-08-17,10670.5,6.494541024319389,1,-0.5666907794537273,3,0
2017-08-18,10928.5,6.203962117399463,1,-3.03571889431036,3,-1
2017-08-21,11263.5,3.7776889954277193,1,7.3503654960841,3,1
2017-08-22,11363.5,0.5500066000792003,0,-4.9988107519512095,3,-1
2017-08-23,11606.5,0.3489424029638588,0,-11.075496609359519,3,-1
2017-08-24,11689.0,-1.4458037471126728,-1,1.298894675697522,3,0
2017-08-25,11426.0,2.7481183266234943,1,4.0297017617554465,3,1
2017-08-30,11520.0,5.846354166666656,1,0.0645642934433841,3,0
2017-08-31,11740.0,2.3850085178875657,1,1.486986550261396,3,0
2017-09-01,11972.75,1.0795347768891794,1,1.2164676240499113,3,0
2017-09-05,12020.0,-4.126455906821969,-1,-3.1118087743051497,3,-1
2017-09-06,12102.0,-3.3837382250867627,-1,-6.4509906677844215,3,-1
2017-09-08,11524.0,-2.2040958000694166,-1,-3.4544853382932703,3,-1
2017-09-13,11270.0,-0.940550133096718,0,2.403308723658972,3,1
2017-09-14,11124.0,-0.4899316792520647,0,-2.057137263756841,3,0
2017-09-15,11009.5,2.729460920114457,1,-4.555101489830156,3,-1
2017-09-21,10930.5,-4.899135446685876,-1,-12.136001893101984,3,-1
