date,LMSNDY,return_60d,discrete_60d,score,horizon,discrete_score
2017-07-05,19825.0,4.640605296343003,0,-0.6524012792535866,60,0
2017-07-06,20090.0,3.758088601294185,0,-2.1706953265481386,60,-1
2017-07-11,19880.0,5.276659959758545,0,-2.187470570608546,60,-1
2017-07-12,20020.0,5.519480519480523,0,-3.703116608835852,60,-1
2017-07-13,19885.0,3.8974101081217016,0,-1.9564147123751976,60,-1
2017-07-14,19890.0,4.992458521870291,0,0.0,60,0
2017-07-18,20095.0,4.45384423986066,0,-0.9660225086285971,60,0
2017-07-19,20255.0,3.0116020735620808,0,-1.51371082159586,60,-1
2017-07-20,20225.0,2.5216316440049398,0,-2.757248805862242,60,-1
2017-07-21,20440.0,1.1497064579256255,0,-3.7379037438599503,60,-1
2017-07-25,20500.0,-1.6585365853658551,-1,-1.0471809296872472,60,-1
2017-07-26,20500.0,-2.7951219512195147,-1,-0.1210061422127835,60,0
2017-07-27,20820.0,-5.585975024015366,-1,-1.8263267685240956,60,-1
2017-08-01,20650.0,-3.15254237288135,-1,-2.246265465812579,60,-1
2017-08-02,20735.0,-3.641186399807095,-1,-2.249034641325258,60,-1
2017-08-03,20770.0,-3.6591237361579214,-1,-3.5350389043327315,60,-1
2017-08-04,20630.0,-5.201163354338345,-1,-1.1701962568894966,60,-1
2017-08-08,20278.0,-3.6640694348555103,-1,-2.7188432529929822,60,-1
2017-08-09,20295.0,-2.5375708302537547,-1,-0.2666430453954638,60,0
2017-08-10,20398.0,-3.510148053730755,-1,-2.4616968648084856,60,-1
2017-08-15,20250.0,-3.4098765432098777,-1,1.5643225976222819,60,0
2017-08-16,20135.0,-3.0543829153215736,-1,0.47617317631092204,60,0
2017-08-17,20310.0,-3.889709502708028,-1,-2.3153958959707244,60,-1
2017-08-18,20365.0,-3.7269825681315982,-1,-0.4854155973210072,60,0
2017-08-30,20800.0,-6.394230769230767,-1,0.2371442415115244,60,0
2017-08-31,20873.0,-6.6353662626359435,-1,-0.9220565865330786,60,0
2017-09-13,20603.0,-5.086637868271615,-1,-1.4986582454803958,60,-1
2017-09-14,20632.0,-5.5108569212873215,-1,-0.0903323536485873,60,0
2017-09-15,20666.0,-5.535662440723899,-1,17.994685296125738,60,1
2017-09-26,20911.0,-7.273683707139777,-1,-22.328663763440066,60,-1
2017-09-27,20890.0,-6.582096696984206,-1,6.5250737042196985,60,1
2017-09-28,20745.0,-6.5075921908893655,-1,8.825859569976528,60,1
2017-10-18,20160.0,0.8432539682539764,0,-1.0292026056912025,60,-1
2017-10-19,19927.0,2.875495558789587,0,-0.6313018544553685,60,0
2017-10-20,19657.0,4.441165996845896,0,-0.4120082467295176,60,0
2017-10-24,19877.0,4.09015444986669,0,11.081899466739678,60,1
2017-10-25,19999.0,4.280214010700534,0,-0.607434191321161,60,0
2017-10-31,19505.0,11.868751602153303,1,-2.4301335414658696,60,-1
2017-11-01,19535.0,13.150755055029428,1,-0.5979146344804147,60,0
2017-11-02,19780.0,10.15166835187058,1,1.4808117997785042,60,0
2017-11-03,19682.0,11.04054466009552,1,2.002116932160459,60,1
2017-11-07,19620.0,10.550458715596324,1,11.53898236288073,60,1
2017-11-08,19559.5,12.835195173700757,1,12.080529404933353,60,1
2017-11-09,19520.0,11.962090163934436,1,-2.459716255471013,60,-1
2017-11-10,19520.0,11.193647540983598,1,-2.4597162554710126,60,-1
2017-11-22,19470.0,11.376476630713928,1,3.7132689932199057,60,1
2017-11-23,19488.0,10.324302134646967,1,4.068913702382072,60,1
2017-12-05,19582.0,10.147073843325494,1,-0.908373671352102,60,0
2017-12-06,19555.0,10.652007159294307,1,0.2667641046789841,60,0
2017-12-07,19495.0,10.294947422416012,1,-0.62042186218515,60,0
2017-12-11,19477.0,11.048929506597528,1,0.0,60,0
2017-12-12,19232.0,11.673252911813648,1,0.007351705772259747,60,0
2017-12-13,18848.0,13.699066213921895,1,0.5542890494784638,60,0
2017-12-14,18962.0,11.881658052948007,1,1.1456684984553145,60,0
2017-12-15,19174.0,10.608115155940334,1,0.8189965978287342,60,0
2017-12-20,19515.0,6.8152703048936605,0,-0.9070497033066584,60,0
2017-12-21,19395.0,6.924465068316565,0,-3.1622010000000005,60,-1
2017-12-28,19995.0,4.251062765691427,0,-2.6590001703084525,60,-1
