date,LMPBDY,return_1d,discrete_1d,score,horizon,discrete_score
2017-07-04,2279.25,-1.151694636393552,-1,0.0,1,0
2017-07-05,2253.0,0.5326231691078487,0,-0.6123615635348784,1,0
2017-07-06,2265.0,0.6070640176600417,0,-0.8839527294793372,1,0
2017-07-07,2278.75,1.0422380691168298,1,0.0,1,0
2017-07-10,2302.5,-0.7817589576547213,-1,-0.5358757986770317,1,0
2017-07-11,2284.5,0.9848982271831952,1,-0.2549869272682498,1,0
2017-07-12,2307.0,-1.3545730385782442,-1,0.0,1,0
2017-07-13,2275.75,0.8788311545644191,1,0.0,1,0
2017-07-14,2295.75,-1.1325274964608556,-1,0.0,1,0
2017-07-17,2269.75,-1.0794140323824195,-1,-1.57252,1,-1
2017-07-18,2245.25,-2.5609620309542396,-1,-1.197076,1,-1
2017-07-19,2187.75,-0.14855445091989106,0,-1.3630510000000002,1,-1
2017-07-20,2184.5,1.2703135728999726,1,-0.8967508774411591,1,0
2017-07-21,2212.25,0.9605605153124586,1,-0.3065699463675019,1,0
2017-07-24,2233.5,2.731139467203936,1,-0.980330714676672,1,0
2017-07-25,2294.5,-0.19612115929396048,0,-1.0778177032891705,1,-1
2017-07-26,2290.0,-0.13100436681222627,0,-1.0999383251958277,1,-1
2017-07-27,2287.0,0.4591167468299018,0,-1.026230471848947,1,-1
2017-07-28,2297.5,0.4461371055495045,0,-0.7330261080621306,1,0
2017-07-31,2307.75,0.2383273751489501,0,-0.9868581113048658,1,0
2017-08-01,2313.25,0.6592456500594368,0,-1.1324099902849385,1,-1
2017-08-02,2328.5,0.719347219239852,1,5.190343596874788,1,1
2017-08-03,2345.25,-0.12791813239526606,0,5.448897471161018,1,1
2017-08-04,2342.25,-0.08538798164158258,0,0.0,1,0
2017-08-07,2340.25,0.929387885909616,1,0.0,1,0
2017-08-08,2362.0,-1.407705334462317,-1,0.0,1,0
2017-08-09,2328.75,0.6977992485238893,1,0.8466714467387376,1,1
2017-08-10,2345.0,-1.6950959488272963,-1,0.8466714467387376,1,1
2017-08-11,2305.25,0.4663268625962447,0,0.0,1,0
2017-08-14,2316.0,1.9645941278065624,1,-0.8809052385851311,1,0
2017-08-15,2361.5,5.759051450349362,1,-1.2058264373272771,1,-1
2017-08-16,2497.5,-4.314314314314316,-1,-0.8286346577324688,1,0
2017-08-17,2389.75,-2.28057328172403,-1,9.584464485774687,1,1
2017-08-21,2320.25,2.9953668785691168,1,-2.498,1,-1
2017-08-22,2389.75,-1.6633539073124817,-1,-0.8329670610491731,1,0
2017-08-23,2350.0,-0.8191489361702109,-1,0.0,1,0
2017-08-24,2330.75,-1.3085916550466536,-1,-0.3323332706647976,1,0
2017-08-25,2300.25,2.282360612976841,1,-0.4934390733269902,1,0
2017-08-29,2352.75,-0.3612793539475079,0,0.0,1,0
2017-08-30,2344.25,1.0024528100671892,1,0.0,1,0
2017-08-31,2367.75,0.021117094287825818,0,0.0,1,0
2017-09-01,2368.25,-0.05278158978148095,0,0.0,1,0
2017-09-04,2367.0,-2.5665399239543696,-1,0.0,1,0
2017-09-06,2311.75,-0.032442954471723066,0,0.0,1,0
2017-09-07,2311.0,-3.342708784076154,-1,0.0,1,0
2017-09-08,2233.75,0.5036373810856087,0,0.0,1,0
2017-09-11,2245.0,1.5033407572383028,1,0.0,1,0
2017-09-12,2278.75,-0.8667032364234828,-1,0.0,1,0
2017-09-13,2259.0,0.8521469676848081,1,0.0,1,0
2017-09-14,2278.25,2.370240316032035,1,0.0,1,0
2017-09-15,2332.25,1.372065601886585,1,0.0,1,0
2017-09-18,2364.25,1.416939832927988,1,0.0,1,0
2017-09-19,2397.75,1.9705974350954003,1,0.0,1,0
2017-09-20,2445.0,2.965235173824121,1,-0.3528233721131511,1,0
2017-09-21,2517.5,-1.2313803376365449,-1,-2.9617897700116638,1,-1
2017-09-22,2486.5,-0.6032575909913573,-1,6.988035684597585,1,1
2017-09-25,2471.5,0.2528828646571002,0,0.0,1,0
2017-09-26,2477.75,-1.0190697205125665,-1,0.0,1,0
2017-09-27,2452.5,0.5606523955147713,0,0.0,1,0
2017-09-28,2466.25,1.0440952863659314,1,-0.6260719571909279,1,0
2017-09-29,2492.0,1.0634028892455794,1,-0.7911715706637259,1,0
2017-10-09,2497.0,1.8121746095314477,1,-6.165317195583802,1,-1
2017-10-10,2542.25,0.4130199626315223,0,-3.30369484757828,1,-1
2017-10-11,2552.75,-0.2448340025462681,0,0.0,1,0
2017-10-12,2546.5,-1.1093657961908532,-1,0.0,1,0
2017-10-13,2518.25,0.34746351633079264,0,0.0,1,0
2017-10-16,2527.0,-2.05777601899485,-1,0.0,1,0
2017-10-17,2475.0,1.2828282828282855,1,-0.40100312430307306,1,0
2017-10-18,2506.75,-1.7851800139623064,-1,-0.33860627125128,1,0
2017-10-19,2462.0,-0.12185215272136896,0,0.0,1,0
2017-10-23,2490.75,-1.2345679012345734,-1,2.2025680127980345,1,1
2017-10-24,2460.0,0.8739837398374029,1,3.4493162987419246,1,1
2017-10-25,2481.5,-0.24178924037879798,0,2.7665970975519936,1,1
2017-10-26,2475.5,-2.5954352656029083,-1,1.807613329246668,1,1
2017-10-27,2411.25,-0.5391394504924873,-1,2.072242295184385,1,1
2017-10-30,2398.25,0.17721255081830645,0,0.0,1,0
2017-10-31,2402.5,2.95525494276796,1,-0.4685253396126198,1,0
2017-11-01,2473.5,-1.4857489387507528,-1,-0.905225657149574,1,0
2017-11-02,2436.75,0.8618036318867262,1,8.552261217084093,1,1
2017-11-03,2457.75,1.841114840809688,1,10.114352777334807,1,1
2017-11-06,2503.0,-0.5793048341989571,-1,-0.9679691906700107,1,0
2017-11-07,2488.5,0.5424954792043302,0,-0.9910897201483886,1,0
2017-11-08,2502.0,0.33972821742604964,0,-0.4909073617478129,1,0
2017-11-09,2510.5,0.1493726349332869,0,0.0,1,0
2017-11-10,2514.25,-0.009943323058569929,0,0.0,1,0
2017-11-13,2514.0,-2.2673031026252954,-1,-1.8382900000000002,1,-1
2017-11-14,2457.0,-1.4245014245014231,-1,-0.5996399803070018,1,0
2017-11-15,2422.0,-1.218001651527667,-1,-0.7538353548621171,1,0
2017-11-16,2392.5,1.3166144200627006,1,-0.7538353548621171,1,0
2017-11-17,2424.0,1.1654290429042868,1,0.0,1,0
2017-11-20,2452.25,0.6320725864002341,0,0.0,1,0
2017-11-21,2467.75,-0.6281025225407744,-1,-0.5196104576464149,1,0
2017-11-22,2452.25,-0.27525741665817005,0,-0.3599620903493915,1,0
2017-11-23,2445.5,1.073400122674295,1,0.0,1,0
2017-11-24,2471.75,-0.6574289471022565,-1,0.0,1,0
2017-11-27,2455.5,-1.6697210344125413,-1,0.0,1,0
2017-11-28,2414.5,0.4659349761855447,0,0.0,1,0
2017-11-29,2425.75,1.8447902710502009,1,0.0,1,0
2017-12-04,2508.0,-0.31897926634768536,0,-0.6244568534346132,1,0
2017-12-05,2500.0,0.34000000000000696,0,-0.4497902908446052,1,0
2017-12-06,2508.5,-3.0795295993621736,-1,0.0,1,0
2017-12-07,2431.25,0.6580976863753252,0,0.0,1,0
2017-12-08,2447.25,1.920523036060895,1,-1.1403878415168818,1,-1
2017-12-11,2494.25,1.0423975142828557,1,0.0,1,0
2017-12-12,2520.25,0.4563039381013878,0,0.0,1,0
2017-12-13,2531.75,-1.5898094203614097,-1,-0.3928259286138237,1,0
2017-12-14,2491.5,2.18743728677504,1,-0.7069266539460821,1,0
2017-12-15,2546.0,1.512175962293805,1,-1.10766,1,-1
2017-12-18,2584.5,-0.9963242406655026,-1,-43.6387,1,-1
2017-12-19,2558.75,-1.5632633121641426,-1,-24.53265166920508,1,-1
2017-12-20,2518.75,-0.9131513647642642,-1,0.0,1,0
2017-12-21,2495.75,-0.8013623159370931,-1,-0.4900364126239671,1,0
2017-12-22,2475.75,2.1104715742704228,1,-1.312348711296468,1,-1
2017-12-27,2528.0,-0.4549050632911445,0,0.0,1,0
2017-12-28,2516.5,-1.2616729584740694,-1,0.0,1,0
