date,LMPBDY,return_20d,discrete_20d,score,horizon,discrete_score
2018-01-04,2593.5,3.585887796414111,0,-17.278527095984852,20,-1
2018-01-05,2546.75,6.1647197408461825,1,-9.285383352135717,20,-1
2018-01-09,2554.5,2.6913290272068786,0,-11.492014129241134,20,-1
2018-01-10,2560.5,-1.8551064245264648,-1,-11.689317092961414,20,-1
2018-01-11,2553.25,-0.7735239400763705,-1,-11.465371368690406,20,-1
2018-01-12,2543.75,-0.30466830466830963,0,-11.53862851259686,20,-1
2018-01-15,2583.0,-2.603561749903216,-1,-5.784373803527554,20,-1
2018-01-16,2542.0,0.8851298190401202,0,-7.687800228860613,20,-1
2018-01-17,2541.0,1.6135379771743397,0,-5.051952433668582,20,-1
2018-01-18,2606.25,0.9016786570743341,0,-2.330713622895465,20,-1
2018-01-19,2582.25,1.2876367508955378,0,-1.6316267485069318,20,0
2018-01-23,2605.25,-0.42222435466845454,0,12.129818613910365,20,1
2018-01-24,2638.5,-3.4678794769755554,-1,0.11397603768641824,20,1
2018-01-25,2599.25,-2.414157930172167,-1,-5.642853187761308,20,-1
2018-01-26,2594.0,-2.1588280647648395,-1,-3.1925655866311256,20,-1
2018-01-29,2601.5,-0.6342494714587699,0,-0.5953507232330228,20,0
2018-01-30,2588.5,-0.4732470542785361,0,-8.886128973591203,20,-1
2018-01-31,2620.5,-4.751001717229542,-1,-13.38625721526912,20,-1
2018-02-01,2686.5,-9.240647682858738,-1,-4.581652319625119,20,-1
2018-02-02,2703.75,-9.67175219602404,-1,-6.514581957639928,20,-1
2018-02-05,2660.75,-9.095179930470733,-1,4.772541915173305,20,1
2018-02-06,2623.25,-7.290574668826832,-1,0.5555574340046636,20,1
2018-02-07,2513.0,-5.700358137684049,-1,-16.329271475808447,20,-1
2018-02-08,2533.5,-7.815275310834812,-1,-19.221563532477546,20,-1
2018-02-09,2536.0,-6.3584384858044185,-1,-15.27992767016334,20,-1
2018-02-13,2564.5,-6.716708910118929,-1,-19.40111221008773,20,-1
2018-02-14,2582.0,-6.787374128582491,-1,-1.8710716002992451,20,0
2018-02-26,2585.0,-7.582205029013544,-1,-3.0908913533539013,20,-1
2018-02-27,2576.25,-6.491994177583694,-1,-5.915713266174481,20,-1
2018-02-28,2496.0,-2.704326923076928,-1,-6.354170836250982,20,-1
