date,LMPBDY,return_60d,discrete_60d,score,horizon,discrete_score
2017-07-05,2253.0,9.465157567687532,1,-0.5166165208560283,60,1
2017-07-11,2284.5,11.69840227620924,1,3.1520771358740105,60,1
2017-07-12,2307.0,11.952752492414387,1,-0.2889325024923497,60,1
2017-07-13,2275.75,10.578930023069313,1,0.2582072734773437,60,1
2017-07-14,2295.75,8.76619841010562,1,0.15892535865688995,60,1
2017-07-21,2212.25,14.227596338569338,1,6.259321623027144,60,1
2017-07-25,2294.5,9.250381346698619,1,-1.2816482723139742,60,0
2017-07-26,2290.0,7.5109170305676765,0,-1.3079522166291024,60,0
2017-07-27,2287.0,7.5207695671184895,0,-1.2203051659175446,60,0
2017-07-28,2297.5,8.41131664853101,1,-0.871651710759487,60,0
2017-08-01,2313.25,7.273316762131209,0,-1.34656473276575,60,0
2017-08-02,2328.5,6.3130770882542375,0,-6.022761929830433,60,0
2017-08-03,2345.25,2.8141989126958755,0,-5.689237172441528,60,0
2017-08-04,2342.25,2.3908634859643563,0,-0.13051857943961728,60,1
2017-08-07,2340.25,2.6599722251896107,0,-0.5712956540418664,60,1
2017-08-08,2362.0,4.7205757832345485,0,-0.23539933716639905,60,1
2017-08-09,2328.75,4.637681159420293,0,-2.6711089836668833,60,0
2017-08-10,2345.0,4.808102345415778,0,-2.6443666954104854,60,0
2017-08-11,2305.25,8.578245309619348,1,2.064644466179646,60,1
2017-08-15,2361.5,5.949608299809438,0,-1.3453735055430138,60,0
2017-08-17,2389.75,5.209749973846645,0,-5.5492582735660045,60,0
2017-08-22,2389.75,1.3495135474421938,0,1.3900336722100994,60,1
2017-08-23,2350.0,1.8085106382978775,0,0.6716515078229712,60,1
2017-08-24,2330.75,4.000858092888548,0,-1.6938730086694846,60,0
2017-08-31,2367.75,3.283708161756937,0,0.0,60,1
2017-09-01,2368.25,4.370315633906885,0,0.0,60,1
2017-09-07,2311.0,6.901774123755944,0,-1.0178589536038325,60,0
2017-09-08,2233.75,14.023503077783994,1,-0.9920411409581192,60,0
2017-09-13,2259.0,11.044710048694117,1,-0.2590323429706755,60,1
2017-09-14,2278.25,6.715680895424113,0,2.2490101332903865,60,1
