date,LMNIDY,return_1d,discrete_1d,score,horizon,discrete_score
2017-01-04,10164.5,0.7526194106940887,1,17.5636512879615,1,1
2017-01-05,10241.0,-0.4857924030856386,0,10.734951102075174,1,1
2017-01-06,10191.25,1.4375076658898591,1,-0.6493184359803502,1,0
2017-01-10,10562.0,-4.11853815565234,-1,0.3777938565030993,1,0
2017-01-11,10127.0,0.9603041374543376,1,-1.011393615847981,1,0
2017-01-12,10224.25,1.714062156148377,1,0.7551054128698648,1,0
2017-01-13,10399.5,-1.8029712966969536,-1,5.623265218753259,1,1
2017-01-16,10212.0,-0.9841363102232714,-1,1.0302367582771104,1,0
2017-01-17,10111.5,0.11373188943282207,0,0.5100267171106213,1,0
2017-01-18,10123.0,-2.4646843821001685,-1,0.6484942950441287,1,0
2017-01-19,9873.5,-2.27882716361979,-1,3.095423294772892,1,1
2017-01-20,9648.5,0.06736798466082661,0,0.9193851368705408,1,0
2017-01-23,9655.0,0.890730191610567,1,-1.3526415229800934,1,0
2017-01-24,9741.0,-1.041987475618522,-1,2.2776076623425245,1,1
2017-01-25,9639.5,-2.9773328492141764,-1,5.035877670731792,1,1
2017-02-06,10396.5,-0.9306016447843012,-1,1.6097851751020917,1,0
2017-02-07,10299.75,1.3908104565644843,1,0.9605366017821644,1,0
2017-02-08,10443.0,-2.015704299530785,-1,1.7062390254121889,1,0
2017-02-09,10232.5,3.7356462252626335,1,3.973764261397123,1,1
2017-02-10,10614.75,0.614710662050455,1,6.37167319652176,1,1
2017-02-14,10715.0,1.479234717685496,1,12.638449204571787,1,1
2017-02-15,10873.5,1.2714397388145393,1,8.355819067223598,1,1
2017-02-16,11011.75,-0.16346175675981955,0,5.045551837742077,1,1
2017-02-17,10993.75,0.9141557703240544,1,7.7856248319336,1,1
2017-02-21,10798.5,-0.4167245450757085,0,3.1195660239183147,1,1
2017-02-22,10753.5,-2.1155902729343983,-1,2.209989381534648,1,1
2017-02-23,10526.0,2.6838305149154533,1,5.705802490609888,1,1
2017-02-24,10808.5,1.7069898690845076,1,10.885500007169568,1,1
2017-02-28,10926.5,0.4392989520889623,0,2.6822178787960897,1,1
2017-03-01,10974.5,-2.2711740853797457,-1,-4.388107961834184,1,-1
2017-03-02,10725.25,1.9649891610918235,1,-6.260359022687278,1,-1
2017-03-07,10588.75,-4.219100460394287,-1,8.18719355130386,1,1
2017-03-08,10142.0,-0.4929994084007072,0,3.966781524997197,1,1
2017-03-09,10092.0,-2.4970273483947647,-1,4.54596565289456,1,1
2017-03-10,9840.0,2.7794715447154505,1,0.16201683345654772,1,0
2017-03-14,10170.5,-0.2654736738606722,0,-7.795653526262782,1,-1
2017-03-15,10143.5,0.18238280672351334,0,4.8093015260742815,1,1
2017-03-16,10162.0,0.3985435937807536,0,5.967346305144784,1,1
2017-03-17,10202.5,-0.9629992648860553,-1,8.977868554267685,1,1
2017-03-21,10097.0,-1.4014063583242529,-1,8.226258648535584,1,1
2017-03-22,9955.5,0.1230475616493365,0,11.39315770062824,1,1
2017-03-23,9967.75,-1.6076847834265549,-1,6.604999831490186,1,1
2017-03-24,9807.5,-1.0655110884527197,-1,6.109481111615216,1,1
2017-03-28,9928.0,0.4985898468976568,0,3.5144319146219547,1,1
2017-03-29,9977.5,0.9671761463292404,1,12.5637437414287,1,1
2017-03-30,10074.0,-1.106809608894188,-1,15.3393766244257,1,1
2017-03-31,9962.5,-1.7816813048933455,-1,12.711870651656065,1,1
2017-04-07,10123.0,-0.054331719845890365,0,-3.4409594841796247,1,0
2017-04-11,9782.5,-1.0529005877843112,-1,-9.50583352495816,1,-1
2017-04-12,9679.5,0.16271501627149745,0,2.6494679726092536,1,1
2017-04-13,9695.25,-4.53572625770351,-1,5.615027590529443,1,1
2017-04-19,9286.25,1.6018306636155666,1,-6.577108653010434,1,-1
2017-04-20,9435.0,-1.483836777954428,-1,-5.0548386285334415,1,-1
2017-04-21,9295.0,-0.9521247982786418,-1,4.519366216170373,1,1
2017-04-26,9179.5,1.1819815894111851,1,-2.0163689098002995,1,0
2017-04-27,9288.0,1.248923341946595,1,2.702684684454576,1,1
2017-04-28,9404.0,0.6273925988940832,1,5.489245420493318,1,1
2017-05-03,9177.0,-2.2610875013621023,-1,-8.580347930126704,1,-1
2017-05-04,8969.5,1.5385472991805482,1,-1.0381684557543025,1,0
2017-05-05,9107.5,0.0,0,2.8777398004850316,1,1
2017-05-09,9173.5,-1.0355916498610118,-1,4.729266591393052,1,1
2017-05-10,9078.5,2.3406950487415257,1,4.390621923212858,1,1
2017-05-11,9291.0,-0.16144656118824985,0,8.321606942352652,1,1
2017-05-12,9276.0,-1.0672703751617107,-1,8.504518706412231,1,1
2017-05-16,9064.5,1.11975288212256,1,2.8678007473773457,1,1
2017-05-17,9166.0,-0.3218415884791659,0,-3.2862317752513586,1,0
2017-05-18,9136.5,2.063153286269359,1,-6.730555801126188,1,-1
2017-05-19,9325.0,0.2841823056300319,0,-6.109777403099287,1,-1
2017-05-23,9301.5,-2.6232328119120574,-1,-2.302130659816213,1,0
2017-05-24,9057.5,-0.6293127242616658,0,-4.0756921465394775,1,-1
2017-05-25,9000.5,0.4388645075273701,0,-10.064700970025637,1,-1
2017-05-26,9040.0,0.3539823008849474,0,-8.54887971416931,1,-1
2017-06-01,8793.0,0.92403047878995,1,-3.885052805406588,1,-1
2017-06-02,8874.25,-0.08451418429726854,0,-1.3866845438099131,1,0
2017-06-07,8754.5,0.04569078759495415,0,3.5389221216356654,1,1
2017-06-08,8758.5,1.8895929668322209,1,-1.7028402896279855,1,0
2017-06-09,8924.0,-2.1122814881219143,-1,-2.3150535798624805,1,0
2017-06-13,8738.5,1.6536018767522975,1,-6.425174061306094,1,-1
2017-06-14,8883.0,-1.0469436001350862,-1,-8.413984295370287,1,-1
2017-06-15,8790.0,1.0551763367462996,1,3.9749332419859136,1,1
2017-06-16,8882.75,0.7852297993301558,1,10.52725332726902,1,1
2017-06-20,8768.5,2.098420482408625,1,3.169130531348205,1,1
2017-06-21,8952.5,0.16755096341805056,0,4.9108607634791355,1,1
2017-06-22,8967.5,0.7081126289378403,1,9.439458978191174,1,1
2017-06-23,9031.0,-0.6366958254899746,0,8.58020558414724,1,1
2017-06-27,9212.5,0.14111261872455927,0,3.9599998724066476,1,1
2017-06-28,9225.5,0.2818275432225903,0,2.442152550714052,1,1
2017-06-29,9251.5,1.0322650381019205,1,-0.8882857409103926,1,0
2017-06-30,9347.0,-0.010698619878035664,0,-1.5023273348816757,1,0
