date,LMAHDY,return_60d,discrete_60d,score,horizon,discrete_score
2017-01-05,1709.75,14.753618950138915,1,3.0149935673555635,60,1
2017-01-06,1721.0,13.436955258570604,1,-1.1915729010205087,60,0
2017-01-10,1757.5,9.559032716927463,1,9.759556105040977,60,1
2017-01-11,1762.5,10.524822695035454,1,6.699330368702116,60,1
2017-01-12,1791.0,8.305415968732554,1,10.395629244459592,60,1
2017-01-13,1811.0,7.509663169519597,1,10.534121083202367,60,1
2017-01-17,1802.25,5.715078374254402,1,13.425365490549707,60,1
2017-01-18,1839.0,2.446982055464919,0,12.031838558885221,60,1
2017-01-19,1834.0,3.326063249727373,1,7.734769631581843,60,1
2017-01-20,1852.75,1.2279044663338292,0,8.595021808852913,60,1
2017-01-24,1870.75,3.2874515568622313,1,2.9430976960308644,60,1
2017-01-25,1836.75,4.682183204028845,1,8.146905995578708,60,1
2017-01-26,1819.25,6.5411570702212485,1,8.476635955812696,60,1
2017-02-03,1821.75,5.146150679291893,1,8.762693279568872,60,1
2017-02-07,1813.0,4.564258135686705,1,-2.951309041949088,60,0
2017-02-08,1830.0,2.3633879781420837,0,3.651566950899612,60,1
2017-02-09,1835.0,1.6212534059945494,0,-0.5205419079251754,60,0
2017-02-10,1866.25,-0.3616878767582099,0,-2.481738762608129,60,0
2017-02-14,1875.0,0.5600000000000049,0,-0.6625243014011797,60,0
2017-02-15,1899.5,0.1447749407738952,0,5.508069554286818,60,1
2017-02-16,1883.75,1.9641672196416768,0,3.2701350832238947,60,1
2017-02-17,1868.25,2.8636424461394356,1,3.634082547711267,60,1
2017-02-21,1875.25,3.546193840821221,1,-0.9137915222203312,60,0
2017-02-22,1875.5,3.199146894161564,1,2.7746163574529628,60,1
2017-02-23,1860.5,4.299919376511685,1,3.5993505862950133,60,1
2017-02-24,1885.75,3.009412700517045,1,2.4055281710016985,60,1
2017-02-28,1919.75,1.510613361114732,0,-1.1826504622730414,60,0
2017-03-01,1942.5,-1.0167310167310206,0,0.4351732001180714,60,1
2017-03-02,1902.75,1.2087767704638042,0,3.3760180622418297,60,1
2017-03-03,1883.75,2.136695421366963,0,3.6934397357285715,60,1
2017-03-07,1865.75,1.8384027870829376,0,1.6516482725946746,60,1
2017-03-08,1867.75,1.632980859322708,0,1.0956413067087134,60,1
2017-03-09,1855.25,2.5603018461123783,0,4.679384444955873,60,1
2017-03-10,1867.75,1.6597510373443924,0,4.293805848061757,60,1
2017-03-14,1845.0,1.869918699187001,0,8.424011614523609,60,1
2017-03-15,1873.5,0.2668801708033186,0,12.56368376342834,60,1
2017-03-16,1886.5,-0.7421150278293154,0,12.422030028915598,60,1
2017-03-17,1901.5,-2.1167499342624296,0,5.285573614015599,60,1
2017-03-21,1913.75,-2.0509470934029994,0,5.232155125727281,60,1
2017-03-22,1911.75,-1.8438603373872156,0,7.648638173771402,60,1
2017-03-23,1922.75,-3.3805746976986133,0,8.74982199510802,60,1
2017-03-24,1928.75,-3.499675955930004,-1,10.383929054061197,60,1
2017-03-28,1935.5,-4.159132007233268,-1,3.974721405688909,60,1
2017-03-29,1953.0,-3.9042498719918055,-1,-0.2890235664960621,60,0
2017-03-30,1962.0,-3.6187563710499466,-1,1.9725481044790627,60,1
2017-03-31,1952.25,-2.1257523370469933,0,9.252374887225244,60,1
2017-04-06,1939.75,-1.0310607036989272,0,3.076183343776393,60,1
2017-04-07,1947.0,-0.7318952234206422,0,6.52645141783584,60,1
2017-04-11,1905.25,-1.1678257446529283,0,9.682332812346033,60,1
2017-04-12,1884.0,-0.039808917197448064,0,9.466976963216954,60,1
2017-04-13,1895.0,-1.2137203166226906,0,11.039972064565545,60,1
2017-04-19,1888.5,1.045803547789248,0,14.44773141862733,60,1
2017-04-20,1932.25,-1.8631129512226676,0,8.069126745453305,60,1
2017-04-21,1922.75,-0.9361591470550046,0,0.5056713865056881,60,1
2017-04-25,1954.75,-3.1973398132753568,0,1.904072247380446,60,1
2017-04-26,1956.0,-3.2592024539877307,0,-5.897434690320409,60,-1
2017-04-27,1914.75,-1.2664838751795249,0,-2.4913667375970503,60,0
2017-04-28,1903.0,0.3284287966368815,0,6.428854197462237,60,1
2017-05-03,1915.5,0.06525711302531878,0,7.854171586348728,60,1
2017-05-04,1906.5,-1.1539470233412064,0,9.230662297784118,60,1
2017-05-05,1895.75,0.0,0,13.876262438917696,60,1
2017-05-09,1864.75,2.0378066764981995,0,2.6919876119112063,60,1
2017-05-10,1859.5,1.8687819306265172,0,2.2643560960888682,60,1
2017-05-11,1869.5,1.043059641615396,0,6.7117023740733694,60,1
2017-05-12,1885.5,3.1954388756298084,1,19.438883184221325,60,1
2017-05-16,1920.75,5.115189379148767,1,6.223321547028626,60,1
2017-05-17,1921.75,5.736958501365953,1,3.937995670077096,60,1
2017-05-18,1921.0,6.0775637688703865,1,5.000108224323355,60,1
2017-05-19,1941.75,4.403244495944381,1,8.40704235400865,60,1
2017-05-23,1940.5,8.21953104869879,1,4.3593806000896285,60,1
2017-05-24,1942.5,7.245817245817253,1,8.109666610501952,60,1
2017-06-01,1924.0,9.485446985446977,1,4.681774617834289,60,1
2017-06-02,1929.25,7.101205131527787,1,6.469990150003219,60,1
2017-06-06,1898.25,8.995127090741462,1,11.995863520189063,60,1
2017-06-07,1902.75,10.30088030482197,1,7.345363333964594,60,1
2017-06-08,1898.75,11.4417379855168,1,4.562393136843276,60,1
2017-06-09,1901.25,10.32215647600263,1,8.888149792914497,60,1
2017-06-13,1878.5,10.739952089433057,1,5.063190103439326,60,1
2017-06-14,1872.5,11.214953271028039,1,5.910825653866718,60,1
2017-06-15,1861.25,11.296171927468102,1,6.206865651743685,60,1
2017-06-16,1856.0,12.675107758620687,1,7.081744256702103,60,1
2017-06-20,1876.5,10.751398880895293,1,-2.197407692197388,60,0
2017-06-21,1857.75,11.330911048311119,1,-2.674113039488251,60,0
2017-06-22,1861.25,10.503693754197439,1,3.4281504948029533,60,1
2017-06-23,1857.25,10.930138645847354,1,8.935078857749042,60,1
2017-06-27,1876.75,14.546423338217672,1,3.453121346354921,60,1
2017-06-28,1891.0,13.498149127445805,1,3.511127207952776,60,1
2017-06-29,1910.75,11.81473243490776,1,7.788818767131422,60,1
2017-06-30,1913.5,11.039979095897579,1,6.660746433418059,60,1
