date,LMCADY,return_5d,discrete_5d,score,horizon,discrete_score
2018-01-03,7101.0,0.16546965216166498,0,4.754127069884461,5,0
2018-01-04,7145.75,-0.6017562887030703,-1,6.7007998220020975,5,0
2018-01-05,7078.5,-0.0600409691318804,0,7.8597880533343,5,0
2018-01-08,7080.0,1.4300847457627164,0,3.79648726935906,5,0
2018-01-09,7059.5,-0.3364260924994644,-1,4.964877580850437,5,0
2018-01-10,7112.75,-1.6660222839267491,-1,6.2208447010925045,5,0
2018-01-11,7102.75,-0.9960930625461994,-1,7.891044393852745,5,0
2018-01-12,7074.25,-1.060183058274733,-1,8.191808962843393,5,0
2018-01-15,7181.25,-2.1758050478677067,-1,4.419411566280519,5,0
2018-01-16,7035.75,-2.1781615321749603,-1,5.676940529090557,5,0
2018-01-17,6994.25,1.6692282946706216,0,5.906083329997448,5,0
2018-01-18,7032.0,0.9776734926052244,0,0.8424447568215687,5,-1
2018-01-19,6999.25,0.6179233489302494,0,1.3307025878434926,5,-1
2018-01-22,7025.0,0.227758007117429,0,5.024550481744062,5,0
2018-01-23,6882.5,1.8452597166727316,0,3.0170543615778387,5,0
2018-01-24,7111.0,-0.4535227112923645,-1,2.135481717144616,5,0
2018-01-25,7100.75,-0.327430201035106,-1,6.960253020715577,5,0
2018-01-26,7042.5,-0.5502307419240293,-1,9.926706969631717,5,0
2018-01-29,7041.0,1.2462718363868808,0,10.074319841274836,5,0
2018-01-30,7009.5,0.3245595263570822,0,9.677787808750928,5,0
2018-01-31,7078.75,-3.4257460709871124,-1,5.240854353867116,5,0
2018-02-01,7077.5,-3.867891204521368,-1,3.957519696129451,5,0
2018-02-02,7003.75,-4.169195074067467,-1,2.6268424683353397,5,0
2018-02-05,7128.75,-4.7799403822549555,-1,-0.9396356315771128,5,-1
2018-02-06,7032.25,-1.2442674819581168,-1,-2.306693282584808,5,-1
2018-02-07,6836.25,4.161638325105144,1,-0.38841851369690666,5,-1
2018-02-08,6803.75,4.986220834098853,1,4.540956277950164,5,0
2018-02-09,6711.75,7.140462621521947,1,7.100544417328661,5,0
2018-02-12,6788.0,4.25014731879787,1,3.47686482101324,5,0
2018-02-13,6944.75,1.483134742071357,0,4.492727859041382,5,0
2018-02-14,7120.75,-0.6003581083453335,-1,2.9959368259409667,5,0
2018-02-22,7126.5,-3.3677120606188216,-1,12.172391619540365,5,1
2018-02-23,7062.25,-2.814258911819889,-1,10.079712515977118,5,0
2018-02-26,7077.75,-2.8752075165130115,-1,6.2530842791956935,5,0
2018-02-27,6985.75,-0.2862971048205321,0,6.3314952708497225,5,0
2018-02-28,6894.5,0.22119080426425966,0,5.49155723133189,5,0
2018-03-01,6886.5,-1.2597110288245172,-1,3.0348405620377865,5,0
2018-03-02,6863.5,1.0781671159029615,0,7.332322868953494,5,0
2018-03-05,6874.25,0.025457322617006284,0,3.7651645993227203,5,0
2018-03-06,6965.75,-0.7249757743243768,-1,5.727466538213619,5,0
2018-03-07,6909.75,0.6223090560439903,0,4.067490575330494,5,0
2018-03-08,6799.75,1.2904886209051725,0,1.4691574375135312,5,-1
2018-03-09,6937.5,-1.0558558558558584,-1,2.1781929101082946,5,0
2018-03-12,6876.0,-0.8216986620127931,-1,3.079026569668752,5,0
2018-03-13,6915.25,-2.7583962980369465,-1,4.269868561725428,5,0
2018-03-14,6952.75,-2.765092948833192,-1,5.194684271780546,5,0
2018-03-15,6887.5,-3.4119782214156125,-1,7.024038752085043,5,0
2018-03-16,6864.25,-3.5910696725789397,-1,5.816451082949363,5,0
2018-03-19,6819.5,-3.863919642202507,-1,-0.3731663598703874,5,-1
2018-03-20,6724.5,-1.7547773068629646,-1,-2.9040984996166417,5,-1
2018-03-21,6760.5,-1.878559278159897,-1,-2.091990737813372,5,-1
2018-03-22,6652.5,0.4021044720029954,0,8.228851218472224,5,0
2018-03-23,6617.75,2.1835215896641498,1,14.525462197792141,5,1
2018-03-26,6556.0,2.055369127516782,0,4.366370234144916,5,0
2018-03-27,6606.5,2.6375539241656027,1,8.189252637891464,5,0
2018-03-28,6633.5,1.4471998191000202,0,6.7098583976650845,5,0
2018-03-29,6679.25,1.6618632331474317,0,4.713374068173166,5,0
2018-04-03,6762.25,2.159044696661616,1,9.973761670197108,5,0
2018-04-04,6690.75,3.3105406718230372,1,14.007836819123733,5,1
2018-04-05,6780.75,0.0958596025513403,0,17.309454276657082,5,1
2018-04-09,6790.25,1.266521851183677,0,7.838668068225119,5,0
2018-04-10,6908.25,-1.161654543480617,-1,6.8336332255045305,5,0
2018-04-11,6912.25,0.983760714673232,0,7.1566085968334425,5,0
2018-04-12,6787.25,2.2726435596154504,1,7.729384304766969,5,0
2018-04-13,6796.5,2.2732288677995927,1,8.597906551435251,5,0
2018-04-16,6876.25,0.32357753135794365,0,10.498316444577648,5,0
2018-04-17,6828.0,2.07967193907439,0,7.388614965258457,5,0
2018-04-18,6980.25,-0.15042441173310772,0,4.818856488613865,5,0
