date,LMPBDY,return_5d,discrete_5d,score,horizon,discrete_score
2018-01-04,2593.5,-1.5519568151147078,-1,15.421454715884964,5,1
2018-01-09,2554.5,-0.4893325504012558,0,-2.4392561344444235,5,-1
2018-01-10,2560.5,-0.7615700058582253,0,-0.6516673400306628,5,0
2018-01-11,2553.25,2.075785763242921,1,11.610188959514714,5,1
2018-01-12,2543.75,1.5135135135135205,1,10.27371705394551,5,1
2018-01-15,2583.0,1.3937282229965264,0,3.2664061770696358,5,0
2018-01-16,2542.0,2.488198269079467,1,5.7687803661204455,5,0
2018-01-17,2541.0,3.837072018890209,1,5.567734918310901,5,0
2018-01-18,2606.25,-0.2685851318944832,0,0.3027610647251111,5,0
2018-01-19,2582.25,0.4550295285119521,0,-1.4803595547063355,5,-1
2018-01-23,2605.25,-0.6429325400633346,0,-11.666581830380672,5,-1
2018-01-24,2638.5,-0.6822057987492913,0,-9.263873230826814,5,-1
2018-01-25,2599.25,3.3567375204385907,1,-6.249233016528383,5,-1
2018-01-29,2601.5,2.2775321929656034,1,-1.782418634757364,5,-1
2018-01-30,2588.5,1.3424763376472804,0,8.72408969440493,5,1
2018-01-31,2620.5,-4.102270559053611,-1,13.383128886207102,5,1
2018-02-01,2686.5,-5.695142378559459,-1,1.905249916684105,5,0
2018-02-06,2623.25,-2.2395882969598824,-1,-2.4177648075406153,5,-1
2018-02-08,2533.5,3.799092164989149,1,18.83186457638636,5,1
2018-02-09,2536.0,3.1348580441640466,1,16.576398027735767,5,1
2018-02-13,2564.5,1.1600701891206766,0,21.0122005,5,1
2018-02-27,2576.25,-5.599223677826292,-1,2.263705794197876,5,0
2018-02-28,2496.0,-5.0580929487179525,-1,6.03048321289628,5,0
2018-03-01,2438.25,-4.214087972931401,-1,3.65567998566141,5,0
2018-03-02,2442.25,-2.7638448152318533,-1,12.689138702995796,5,1
2018-03-13,2392.25,-1.6825164594001518,-1,18.120673064801355,5,1
2018-03-14,2406.75,-0.2389113950348021,0,16.956751361384125,5,1
2018-03-15,2414.25,-2.0917469193331257,-1,6.121644153752541,5,0
2018-03-20,2352.0,2.423469387755106,1,17.29806996121652,5,1
2018-03-23,2339.5,2.308185509724292,1,6.303314912000241,5,1
2018-03-27,2409.0,-1.2764632627646375,0,6.7850404765568575,5,1
2018-03-28,2428.5,-1.5544574840436476,-1,6.751942193007097,5,1
2018-03-29,2394.5,-0.4176237210273493,0,6.982162873729964,5,1
2018-05-03,2256.25,3.390581717451524,1,12.8294184144533,5,1
2018-05-09,2284.75,1.6413174307911227,1,8.433899,5,1
2018-05-10,2292.5,2.813522355507092,1,9.2755875,5,1
2018-05-11,2332.75,-0.7823384417532941,0,8.68900066804765,5,1
2018-05-15,2332.0,5.831903945111482,1,19.892057370902897,5,1
2018-05-16,2322.25,6.319302400688986,1,16.739907179793533,5,1
2018-05-22,2468.0,-1.8739870340356517,-1,8.194953091709214,5,1
2018-05-23,2469.0,-0.9315512353179399,0,2.8389502974095744,5,0
2018-05-24,2488.0,-2.2206591639871376,-1,4.550456306402938,5,0
2018-05-25,2427.75,2.9554113891463234,1,3.945309896242055,5,0
2018-05-30,2421.75,4.005368018994537,1,13.956889500000004,5,1
2018-05-31,2446.0,3.076451349141452,1,17.113215483279422,5,1
2018-06-01,2432.75,0.7810091460281665,0,15.77495083506278,5,1
2018-06-05,2508.5,-1.9334263504086069,-1,17.868116618675,5,1
2018-06-06,2518.75,-1.8461538461538416,-1,4.142048407964373,5,0
2018-06-07,2521.25,-3.2721864154685143,-1,8.155193534672206,5,1
2018-06-08,2451.75,-2.4778219639033368,-1,9.523363506648463,5,1
2018-06-12,2460.0,-2.540650406504064,-1,4.560476057675613,5,0
2018-06-13,2472.25,-3.5089493376478926,-1,3.8347123773212433,5,0
2018-06-14,2438.75,-3.126601742696056,-1,4.5685901524197225,5,0
2018-06-15,2391.0,0.6273525721455453,0,3.8099479768710807,5,0
2018-06-20,2385.5,1.7815971494445693,1,3.7171129930617854,5,0
2018-06-21,2362.5,1.2592592592592489,0,3.3086292376903463,5,0
2018-06-22,2406.0,-0.03117206982543585,0,4.8123040769640655,5,0
2018-06-26,2401.5,-0.6662502602540088,0,14.6424936831711,5,1
2018-06-27,2428.0,-4.5304777594728165,-1,19.854932206380642,5,1
2018-06-28,2392.25,-1.7034172849827556,-1,6.470012331769642,5,1
2018-06-29,2405.25,-3.242906142812596,-1,-8.102062015862515,5,-1
