date,LMSNDY,return_10d,discrete_10d,score,horizon,discrete_score
2018-01-03,19963.0,2.84025447077092,1,16.265900000000002,10,1
2018-01-04,19910.0,2.787543947764948,1,15.031533333333336,10,1
2018-01-08,20020.0,4.17082917082916,1,4.376698126625988,10,0
2018-01-10,20092.0,6.012343221182559,1,13.079102970362461,10,1
2018-01-11,20240.0,6.9169960474308345,1,9.061353268752832,10,0
2018-01-12,20302.0,7.4770958526253475,1,1.0445910621292045,10,0
2018-01-15,20330.0,8.726020659124444,1,-4.900869999999999,10,-1
2018-01-16,20500.0,6.282926829268298,1,-4.518473666666667,10,-1
2018-01-17,20530.0,6.453969800292247,1,3.0115065108322128,10,0
2018-01-18,20465.0,5.301734668946988,1,6.9642608713221605,10,0
2018-01-19,20690.0,4.833252779120344,1,6.52738409619956,10,0
2018-01-22,20855.0,5.8259410213377985,1,13.430589681608893,10,1
2018-01-23,20825.0,4.945978391356554,1,13.974003217133957,10,1
2018-01-24,21300.0,1.9014084507042341,0,19.225879360104468,10,1
2018-01-25,21640.0,-1.0258780036968562,-1,29.194425,10,1
2018-01-26,21820.0,-3.185151237396888,-1,34.30833333333334,10,1
2018-01-29,22104.0,-4.1349981903727855,-1,13.33372704338506,10,1
2018-02-13,21588.0,1.0746711135816156,0,39.22534718016472,10,1
2018-02-14,21650.0,-0.04618937644341736,0,42.31070686293331,10,1
2018-02-26,21726.0,-1.3624229034336688,-1,0.0,10,-1
2018-03-07,21442.0,-1.758231508254826,-1,29.9798,10,1
2018-03-16,21079.25,0.8195263114199935,0,0.0,10,-1
2018-04-23,21340.0,-1.452671040299902,-1,0.440399,10,0
2018-04-24,21365.0,-0.7722911303533864,-1,-0.8689873333333333,10,-1
2018-05-02,21205.0,-2.3107757604338586,-1,0.0,10,-1
2018-05-11,21037.5,-4.0522875816993436,-1,0.0,10,-1
2018-05-15,20950.0,-1.670644391408116,-1,0.0,10,-1
2018-05-29,20490.0,3.5383113714006815,1,0.0,10,-1
2018-05-30,20600.0,1.7233009708737868,0,0.0,10,-1
2018-06-01,20795.0,0.4135609521519701,0,0.0,10,-1
2018-06-04,20621.0,-0.1357839096067126,0,0.0,10,-1
2018-06-08,21305.0,-3.895799108190568,-1,0.0,10,-1
2018-06-11,21260.0,-5.032925682031985,-1,37.168392583503326,10,1
2018-06-12,21215.0,-4.878623615366483,-1,29.30277018280229,10,1
2018-06-13,20955.0,-4.843712717728464,-1,22.663905061296486,10,1
2018-06-14,20957.0,-6.050484325046524,-1,10.883112825224133,10,1
2018-06-15,20881.0,-5.033283846559078,-1,6.067521453798968,10,0
2018-06-19,20455.0,-3.5394769005133164,-1,0.16669243639413686,10,0
2018-06-20,20745.0,-5.124126295492894,-1,-0.7298020198400391,10,-1
2018-06-21,20597.0,-5.3600038840607835,-1,-3.7826125000000013,10,-1
2018-06-22,20475.0,-5.284493284493285,-1,-3.6203375,10,-1
2018-06-25,20190.0,-2.5755324418028747,-1,-1.990825,10,-1
2018-06-26,20180.0,-1.684836471754214,-1,15.955915388029013,10,1
2018-06-27,19940.0,-2.4272818455366107,-1,26.920871025452062,10,1
2018-06-28,19689.0,0.20823810249377409,0,28.813828002069172,10,1
2018-06-29,19830.0,0.1386787695411007,0,34.21275,10,1
