date,LMAHDY,return_10d,discrete_10d,score,horizon,discrete_score
2017-07-04,1920.75,-0.8330079396069223,0,-1.5084842674252654,10,0
2017-07-05,1919.75,-1.34132048443808,-1,2.6711057363644457,10,0
2017-07-06,1932.75,-2.0954598370197863,-1,5.82569642505693,10,1
2017-07-07,1918.25,-1.355402059168509,-1,5.509659869731845,10,1
2017-07-11,1883.25,1.3805920615956424,0,6.4109728969961,10,1
2017-07-12,1872.0,2.6041666666666736,1,8.490523980515839,10,1
2017-07-13,1906.25,0.5508196721311531,0,8.725426594523746,10,1
2017-07-14,1908.25,-1.244595833879214,-1,7.008882760392951,10,1
2017-07-18,1904.75,-1.0893818086363027,0,7.334088494857613,10,1
2017-07-19,1894.0,0.4619852164730709,0,6.021008501396812,10,1
2017-07-20,1892.25,0.1056942792971416,0,3.0495650448178853,10,1
2017-07-21,1892.25,-0.17175320385783846,0,3.796539402024255,10,1
2017-07-25,1909.25,5.656671467853869,1,6.05918599651706,10,1
2017-07-26,1920.75,5.115189379148767,1,-0.7350029196595607,10,0
2017-07-27,1916.75,6.012782052954212,1,-5.395797571300493,10,0
2017-07-28,1884.5,8.132130538604398,1,-3.2913982653197484,10,0
2017-08-01,1884.0,9.036624203821653,1,0.5411389289632811,10,0
2017-08-02,1902.75,10.366574694521093,1,-4.5454309171622445,10,0
2017-08-03,1894.25,9.977563679556557,1,-9.663613920611548,10,-1
2017-08-04,1889.0,9.661196400211749,1,-2.416433861252404,10,0
2017-08-07,1945.75,7.375048181934996,1,11.133918674782024,10,1
2017-08-08,2017.25,3.4328913124302973,1,9.292051527812475,10,1
2017-08-09,2019.0,4.073798910351667,1,7.636262931511988,10,1
2017-08-10,2032.0,3.666338582677176,1,8.308545386372378,10,1
2017-08-11,2037.75,1.3986013986013957,0,0.6430791694065929,10,0
2017-08-15,2054.25,0.7180236095898795,0,7.771303090000062,10,1
2017-08-16,2100.0,-0.05952380952380931,0,1.4117247071881935,10,0
2017-08-17,2083.25,1.5720628825153016,0,-2.3476213073695056,10,0
2017-08-18,2071.5,1.2551291334781611,0,0.6480930734235665,10,0
2017-08-22,2086.5,-0.29954469206805445,0,3.5105150766280797,10,1
2017-08-23,2101.25,-0.8923259964306984,0,-0.6294156828548442,10,0
2017-08-24,2106.5,-1.6615238547353472,-1,-0.847182822346715,10,0
2017-08-25,2066.25,1.2099213551119092,0,1.9149134761487852,10,0
2017-08-30,2069.0,0.447075882068626,0,-2.924638238740266,10,0
2017-08-31,2098.75,-1.453245979749851,-1,4.1697327047373305,10,1
2017-09-01,2116.0,-2.800094517958407,-1,4.171048930041625,10,1
2017-09-05,2072.25,1.1340330558571532,0,7.638709678278265,10,1
2017-09-06,2080.25,3.3409445980050467,1,11.575062541045787,10,1
2017-09-07,2082.5,3.0612244897959107,1,10.735788900254525,10,1
2017-09-08,2071.5,3.137822833695392,1,4.853589670284287,10,1
2017-09-12,2104.0,-0.1425855513307983,0,4.971579198592468,10,1
2017-09-13,2078.25,1.3472873812101491,0,8.69269628547227,10,1
2017-09-14,2068.25,1.8856521213586277,1,6.880870775591979,10,1
2017-09-15,2056.75,1.1304242129573259,0,5.934876579546755,10,1
2017-09-21,2146.25,0.09318578916714948,0,17.526986004153837,10,1
2017-09-22,2136.5,-0.2691317575473917,0,8.58170697314069,10,1
2017-09-26,2101.0,1.7610661589719134,1,8.295085173610579,10,1
2017-09-27,2106.25,-0.07121661721067872,0,4.073617109115638,10,1
2017-09-28,2107.25,0.6881006050539762,0,2.041517094452856,10,0
2017-09-29,2080.0,1.4302884615384537,0,1.7910914560205384,10,0
2017-10-09,2149.75,-1.162925921618796,-1,6.280827369231902,10,1
2017-10-10,2138.0,0.30402245088867463,0,7.030378480961655,10,1
2017-10-11,2104.75,3.2307875044542023,1,6.20466082590783,10,1
2017-10-12,2121.75,2.533286202427232,1,0.05883990106616431,10,0
2017-10-13,2109.75,1.9196587273373702,1,-1.9210173027126292,10,0
2017-10-17,2115.25,1.2528069968088973,0,2.8930083513716283,10,1
2017-10-18,2101.5,3.1644063763978103,1,1.0523817232966373,10,0
2017-10-19,2145.0,0.4592074592074447,0,3.9126869864175537,10,1
2017-10-20,2124.25,1.9536306931858367,1,9.063492526472391,10,1
2017-10-24,2144.5,-1.4921893215201654,-1,14.202101277909687,10,1
2017-10-26,2175.5,-4.585152838427953,-1,9.759916011443877,10,1
2017-10-27,2150.25,-3.0577839786071426,-1,15.060966426837627,10,1
2017-11-02,2154.85,-3.264728403369144,-1,12.413646222786195,10,1
2017-11-03,2165.75,-3.6592404478817953,-1,3.8952334949165,10,1
2017-11-07,2112.5,-2.224852071005912,-1,8.78819379499003,10,1
2017-11-08,2090.25,-0.047841167324480516,0,6.991892832699994,10,1
2017-11-09,2075.75,1.0237263639648386,0,7.573258621846988,10,1
2017-11-10,2084.5,1.5711201727032886,0,6.07206650159068,10,1
2017-11-14,2061.0,1.3221737020863602,0,1.5987505420813262,10,0
2017-11-15,2086.5,-1.581595974119343,-1,4.89542836680076,10,1
2017-11-16,2084.5,-2.422643319740947,-1,3.625624525427758,10,1
2017-11-17,2086.5,-1.3419602204648884,-1,0.07927868760538935,10,0
2017-11-21,2065.5,-1.4524328249818417,-1,6.0742876116382805,10,1
2017-11-22,2089.25,-4.1761397630728725,-1,8.109425170992193,10,1
2017-11-23,2097.0,-5.007153075822601,-1,7.952781068416594,10,1
2017-11-24,2117.25,-5.915692525681902,-1,5.667967990477155,10,1
2017-11-28,2088.25,-4.489405004190116,-1,5.896604032659664,10,1
2017-11-29,2053.5,-3.1531531531531543,-1,8.70058010552145,10,1
2017-11-30,2034.0,-0.03687315634218757,0,4.678265756007799,10,1
2017-12-01,2058.5,-0.3886324993927603,0,0.9575037123806625,10,0
2017-12-05,2035.5,2.2107590272660183,1,4.905133454047132,10,1
2017-12-06,2002.0,5.157342657342667,1,2.9789566438899047,10,1
2017-12-07,1992.0,7.115963855421682,1,1.4077858322045127,10,0
2017-12-08,1992.0,9.500502008032116,1,-0.008313561824544303,10,0
2017-12-12,1994.5,14.038606166959136,1,5.733388150159653,10,1
2017-12-13,1988.75,13.438089252042749,1,2.7208888645718226,10,0
2017-12-14,2033.25,10.758637649083981,1,0.6508251136581349,10,0
2017-12-15,2050.5,7.900512070226773,1,-2.479185788614719,10,0
2017-12-19,2080.5,5.179043499158853,1,-2.6154359029014302,10,0
2017-12-20,2105.25,2.5412658829117696,1,-7.370304893754914,10,-1
2017-12-21,2133.75,0.035149384885757584,0,-5.040492614888707,10,0
2017-12-22,2181.25,-0.6418338108882482,0,-1.245682150708486,10,0
2017-12-28,2274.5,-3.1545394592218057,-1,1.1459888617273764,10,0
2017-12-29,2256.0,-1.7398049645390046,-1,10.662723449096461,10,1
