date,LMPBDY,return_5d,discrete_5d,score,horizon,discrete_score
2018-07-04,2318.0,-5.95340811044004,-1,-0.8865319879150317,5,-1
2018-07-05,2351.5,-6.751009993621093,-1,-0.8609608917897691,5,-1
2018-07-06,2327.25,-6.1660758405843845,-1,21.58603988113053,5,1
2018-07-10,2302.75,-6.763652155032028,-1,24.626362715559324,5,1
2018-07-11,2180.0,-1.3990825688073416,0,17.283812281247044,5,1
2018-07-12,2192.75,-4.378064074791932,-1,-3.3061975508979744,5,-1
2018-07-13,2183.75,-3.125357756153402,-1,-1.80278375,5,-1
2018-07-16,2156.25,-2.0985507246376818,-1,7.412270064874471,5,1
2018-07-17,2147.0,-0.4774103400093099,0,9.857840898656905,5,1
2018-07-18,2149.5,-0.7443591532914628,0,12.431936319275362,5,1
2018-07-19,2096.75,2.3607964707285096,1,-22.476129612062856,5,-1
2018-07-20,2115.5,0.6499645473883264,0,-34.391696512225344,5,-1
2018-07-24,2136.75,0.17550017550016506,0,1.091108779056287,5,0
2018-07-25,2133.5,-0.984298101710801,0,-12.060863424342156,5,-1
2018-07-27,2129.25,-1.1506398966772302,0,5.551850262813643,5,0
2018-07-30,2138.5,-1.6366612111292975,-1,11.882109072825141,5,1
2018-07-31,2140.5,-0.1751927119831853,0,5.631879692133276,5,0
2018-08-01,2112.5,0.3786982248520809,0,6.798524780320556,5,1
2018-08-02,2103.0,-0.5706134094151216,0,14.131208541772471,5,1
2018-08-03,2104.75,-1.0452547808528334,0,11.882251054767575,5,1
2018-08-06,2103.5,0.3327787021630613,0,-0.2913570788124636,5,-1
2018-08-07,2136.75,-4.0365040365040405,-1,1.2802930925716556,5,0
2018-08-08,2120.5,-10.351332232963928,-1,1.811648908609028,5,0
2018-08-09,2091.0,-3.6824485891917784,-1,-1.110213344807915,5,-1
2018-08-10,2082.75,-5.773616612651543,-1,2.616426374205941,5,0
2018-08-14,2050.5,-3.1943428432089753,-1,-0.37251762594075133,5,-1
2018-08-15,1901.0,4.786954234613372,1,0.03364227971825955,5,0
2018-08-16,2014.0,1.3654419066534196,1,0.0007319918131380822,5,0
2018-08-17,1962.5,5.426751592356682,1,3.801678931262471,5,0
2018-08-21,1985.0,4.357682619647352,1,-3.511733012518901,5,-1
2018-08-22,1992.0,3.175200803212852,1,-2.948426548603268,5,-1
2018-08-23,2041.5,0.7837374479549242,0,-0.4479509626059848,5,-1
2018-08-24,2069.0,1.691638472692114,1,-0.02238131725398749,5,-1
2018-08-28,2064.75,0.012108003390243205,0,-0.6843441001485309,5,-1
2018-08-29,2071.5,-1.906830798937964,-1,-0.63931578342127,5,-1
2018-08-30,2055.25,-2.031383043425372,-1,-0.4815732431358362,5,-1
2018-08-31,2057.5,0.0,0,-0.2409878670726298,5,-1
2018-09-04,2065.0,-5.883777239709443,-1,6.366607525762701,5,0
2018-09-05,2032.0,-1.4886811023621993,0,4.184776650830864,5,0
2018-09-06,2013.5,0.4842314377948798,0,3.2849683676971,5,0
2018-09-07,2057.5,-1.3608748481166444,0,1.6488631252984256,5,0
2018-09-11,1943.5,6.27733470542835,1,0.016253885946582988,5,0
2018-09-12,2001.75,0.33720494567253123,0,-1.049180031216789,5,-1
2018-09-13,2023.25,-1.5692573829235168,-1,-1.2855888715534618,5,-1
2018-09-14,2029.5,0.3202759300320324,0,-2.831093670040644,5,-1
2018-09-17,2065.0,-1.452784503631965,0,7.573854363536516,5,1
2018-09-18,2065.5,-3.5221496005809705,-1,3.0842155287843283,5,0
2018-09-19,2008.5,-1.9666417724670149,-1,-0.955920199284646,5,-1
2018-09-20,1991.5,0.20085362791866235,0,-0.3247559318385238,5,-1
2018-09-21,2036.0,-0.6507858546168976,0,-0.4652699392472189,5,-1
2018-09-25,1992.75,2.4463680843056057,1,-2.0921685448249767,5,-1
2018-09-26,1969.0,1.5617064499745983,1,-2.1544671309211627,5,-1
2018-09-27,1995.5,-0.4384865948383832,0,-1.2969166778579158,5,-1
2018-09-28,2022.75,-2.2617723396366363,-1,-2.7606887015737347,5,-1
2018-10-08,1947.75,7.457322551662183,1,-0.5725372981698794,5,-1
2018-10-09,1909.25,7.4505695953908555,1,-0.7994007794920792,5,-1
2018-10-10,1896.0,7.146624472573838,1,-12.793933757176735,5,-1
2018-10-11,2015.0,-1.6873449131513674,-1,-11.303229813711086,5,-1
2018-10-12,2068.5,-4.520183708000968,-1,3.544013520718815,5,0
2018-10-15,2093.0,-4.980888676540852,-1,-0.6875408924282718,5,-1
2018-10-16,2051.5,-2.5591030952961225,-1,-0.687342444612405,5,-1
2018-10-17,2031.5,-2.067437853802612,-1,-4.969676758294226,5,-1
2018-10-18,1981.0,0.8707723372034293,0,-1.4067917523547375,5,-1
2018-10-19,1975.0,0.4936708860759476,0,3.785886679140464,5,0
2018-10-23,1999.0,-3.96448224112056,-1,-1.6833507500439848,5,-1
2018-10-24,1989.5,-4.423221915054032,-1,-1.206424442066944,5,-1
2018-10-25,1998.25,-3.3529338170899536,-1,-0.19923968612656573,5,-1
2018-10-26,1984.75,-0.8565310492505307,0,-0.1780562412766668,5,-1
2018-10-30,1919.75,-1.7319963536918892,-1,-0.5892625838530701,5,-1
