date,LMCADY,return_3d,discrete_3d,score,horizon,discrete_score
2017-01-04,5629.0,-1.0481435423698726,-1,-7.502790283870626,3,-1
2017-01-05,5560.5,3.1561909900188923,1,-3.555566279786061,3,0
2017-01-06,5569.25,2.16366656192486,1,1.207439906137418,3,1
2017-01-10,5736.0,2.575836820083688,1,1.8229585392119332,3,1
2017-01-11,5689.75,2.702227690144565,1,-8.471374967343815,3,-1
2017-01-12,5813.75,-1.4190496667383368,-1,-9.706798656900363,3,-1
2017-01-13,5883.75,-2.4346717654557093,-1,-3.805864300282914,3,0
2017-01-16,5843.5,-2.224694104560621,-1,-3.4817063045851167,3,0
2017-01-17,5731.25,-0.02181025081788857,0,-9.050602955440368,3,-1
2017-01-18,5740.5,0.5748628168277925,0,-11.872231261358822,3,-1
2017-01-19,5713.5,3.719261398442275,1,-6.002194052375886,3,-1
2017-01-20,5730.0,3.3551483420593433,1,-0.5595302646446129,3,0
2017-01-24,5926.0,-0.7171785352683147,-1,2.422420411837601,3,1
2017-01-25,5922.25,-1.8785090126218875,-1,4.479790692848554,3,1
2017-01-26,5838.0,2.6764302843439447,1,6.111554079722453,3,1
2017-02-07,5779.5,5.242668050869459,1,-9.641694563162083,3,-1
2017-02-08,5878.0,3.8363388907791673,1,-7.8859110099593055,3,-1
2017-02-09,5808.75,3.36561222293954,1,-1.6380776884677062,3,0
2017-02-10,6082.5,-0.5672009864365002,0,-3.2658256621203665,3,0
2017-02-13,6103.5,-1.9742770541492536,-1,0.9192874126634478,3,1
2017-02-14,6004.25,-0.9868010159470364,-1,2.196669161910523,3,1
2017-02-15,6048.0,0.1694775132275117,0,-1.2203287397365772,3,0
2017-02-16,5983.0,1.0446264415844952,1,-3.136795978554777,3,0
2017-02-17,5945.0,1.3582842724978894,1,-3.868289000921687,3,0
2017-02-20,6058.25,-3.5241200016506435,-1,-15.412884659127332,3,-1
2017-02-21,6045.5,-2.158630386237692,-1,-12.383240882950046,3,-1
2017-02-22,6025.75,-1.6885864830104125,-1,-11.254840465388147,3,-1
2017-02-23,5844.75,2.083065999401179,1,-16.994508442502426,3,-1
2017-02-24,5915.0,1.4877430262045577,1,-14.459108516983738,3,-1
2017-02-28,5966.5,-1.0181848654990389,-1,-4.722653620414626,3,0
2017-03-01,6003.0,-2.6528402465433976,-1,-7.389125799831318,3,-1
2017-03-02,5918.0,-2.7585332882730684,-1,-8.654829521776982,3,-1
2017-03-03,5905.75,-2.6838250857215478,-1,-5.814499715058067,3,-1
2017-03-07,5754.75,-0.6690125548459935,0,-13.39419492521304,3,-1
2017-03-08,5747.25,0.5089390578102648,0,-12.525006335131634,3,-1
2017-03-09,5672.5,2.2168356104010467,1,-5.5089052993052245,3,-1
2017-03-10,5716.25,2.2173627815438524,1,-5.7736715477349305,3,-1
2017-03-13,5776.5,1.9691854929455577,1,-17.297256932713875,3,-1
2017-03-14,5798.25,2.0394084422023844,1,-11.290801448547242,3,-1
2017-03-15,5843.0,0.20537395173712006,0,-2.869546828661188,3,0
2017-03-16,5890.25,-2.423496456007812,-1,-0.9402658001811643,3,0
2017-03-17,5916.5,-2.3071072424575294,-1,-6.343191260140972,3,-1
2017-03-21,5747.5,0.5132666376685524,0,-6.662153271646581,3,-1
2017-03-22,5780.0,-0.7525951557093458,-1,-1.727615441013271,3,0
2017-03-23,5797.5,0.8926261319534223,1,1.034591094029326,3,1
2017-03-24,5777.0,1.8521724078241373,1,7.862133982679762,3,1
2017-03-28,5849.25,-0.5684489464461207,0,-2.0458721507122246,3,0
2017-03-29,5884.0,-2.638511216859274,-1,-3.6813513463002407,3,0
2017-03-30,5938.0,-3.1197372852812437,-1,-4.765653071958697,3,0
2017-03-31,5816.0,0.8468019257221515,1,-7.002239463550872,3,-1
2017-04-06,5826.5,-1.4888869818930783,-1,-1.767312374487182,3,0
2017-04-07,5798.75,-3.4059064453546006,-1,-5.046892847634138,3,0
2017-04-11,5739.75,-3.49753909142384,-1,-5.912262886582846,3,-1
2017-04-12,5601.25,-1.3925463066279842,-1,-1.699894026725531,3,0
2017-04-13,5660.0,-1.121908127208482,-1,1.1834609078491147,3,1
2017-04-18,5539.0,0.9929590178732628,1,4.827240288606117,3,1
2017-04-19,5523.25,1.833159824378772,1,-0.9191494250472536,3,0
2017-04-20,5596.5,1.4473331546502208,1,-1.4208292137970098,3,0
