date,LMNIDY,return_5d,discrete_5d,score,horizon,discrete_score
2017-01-05,10241.0,-0.16355824626501647,0,5.583327360322628,5,0
2017-01-06,10191.25,2.0434196001471783,1,7.090647162850593,5,0
2017-01-10,10562.0,-4.265290664646848,-1,-3.427964578615436,5,-1
2017-01-11,10127.0,-0.03949837069220363,0,-7.63521041810199,5,-1
2017-01-12,10224.25,-3.4305694794239168,-1,-0.4834585324201543,5,-1
2017-01-13,10399.5,-7.2215010337035475,-1,6.280772528825311,5,0
2017-01-17,10111.5,-3.6641447856401115,-1,2.9618189790078326,5,-1
2017-01-18,10123.0,-4.7762520991800885,-1,2.314909285296849,5,-1
2017-01-19,9873.5,-5.276750898870718,-1,2.2580990100028933,5,-1
2017-01-20,9648.5,-2.363061615795204,-1,3.879939030380128,5,0
2017-01-24,9741.0,1.6271430037983814,0,1.2334656689376522,5,-1
2017-01-25,9639.5,5.7445925618548666,1,1.3362090706581935,5,-1
2017-02-07,10299.75,4.031651253671199,1,3.732822694089173,5,0
2017-02-08,10443.0,4.12237862683138,1,1.610344512669984,5,-1
2017-02-09,10232.5,7.615440996823852,1,-2.56442930154926,5,-1
2017-02-10,10614.75,3.5705033090746463,1,-1.7982623353206124,5,-1
2017-02-14,10715.0,0.7792813812412591,0,-2.470680798327044,5,-1
2017-02-15,10873.5,-1.1036004966202273,0,-3.2296708017236053,5,-1
2017-02-16,11011.75,-4.411197130338051,-1,1.6393170942143789,5,-1
2017-02-17,10993.75,-1.6850483229107427,0,2.111393265586472,5,-1
2017-02-21,10798.5,1.185349817104231,0,4.606338064251188,5,0
2017-02-22,10753.5,2.0551448365648373,1,3.859355182454976,5,0
2017-02-23,10526.0,1.8929317879536445,1,-1.7924414441729353,5,-1
2017-02-24,10808.5,1.1796271453023088,0,-2.7182739092510344,5,-1
2017-02-28,10926.5,-3.0911087722509505,-1,13.141065017335048,5,1
2017-03-01,10974.5,-7.585767005330535,-1,18.000608480509264,5,1
2017-03-02,10725.25,-5.904291275261652,-1,17.34068794737557,5,1
2017-03-07,10588.75,-3.949946877582344,-1,11.296660595043294,5,0
2017-03-08,10142.0,0.014789982252016998,0,2.6333617067450805,5,-1
2017-03-09,10092.0,0.6936187078874445,0,-4.945079657139363,5,-1
2017-03-10,9840.0,3.6839430894308967,1,1.0223571226452095,5,-1
2017-03-14,10170.5,-0.7226783343985077,0,8.603081126457095,5,0
2017-03-15,10143.5,-1.8534036575146629,0,-3.772763542692013,5,-1
2017-03-16,10162.0,-1.9115331627632348,0,-5.489641001264542,5,-1
2017-03-17,10202.5,-3.871600098015193,-1,-2.3214330334714885,5,-1
2017-03-21,10097.0,-1.6737644845003508,0,11.234064478704724,5,0
2017-03-22,9955.5,0.2209833760232982,0,0.05204980375951385,5,-1
2017-03-23,9967.75,1.0659376489177586,0,-2.686739435822826,5,-1
2017-03-24,9807.5,1.580423145551868,0,-3.983107081241815,5,-1
2017-03-28,9928.0,-0.13346091861402565,0,-1.7061995899547058,5,-1
2017-03-29,9977.5,2.533199699323485,1,-6.510009464234406,5,-1
2017-03-30,10074.0,-0.5459598967639478,0,-4.109790708717289,5,-1
2017-03-31,9962.5,1.611041405269753,0,-1.3716366933299529,5,-1
2017-04-12,9679.5,-3.972312619453489,-1,3.995292047356537,5,0
2017-04-19,9286.25,-1.1495490644770512,0,3.653555555228055,5,0
2017-04-20,9435.0,-1.558028616852147,0,8.118620828908472,5,0
2017-04-21,9295.0,1.1726734803657823,0,-2.1146309731332344,5,-1
2017-04-27,9288.0,-1.9433677863910368,0,-3.2973428523454036,5,-1
2017-05-03,9177.0,-1.073335512694784,0,6.8357065675091215,5,0
2017-05-04,8969.5,3.5843692513517933,1,4.651013724169821,5,0
2017-05-05,9107.5,1.8501235245676595,1,3.6760952535340494,5,0
2017-05-09,9173.5,-1.1882051561563192,0,-3.197516789764109,5,-1
2017-05-10,9078.5,0.9638156083053406,0,-2.4961349156674237,5,-1
2017-05-11,9291.0,-1.6628995802389412,0,-2.609713037149024,5,-1
2017-05-12,9276.0,0.5282449331608374,0,-6.670175205850897,5,-1
2017-05-16,9064.5,2.6145953996359332,1,3.333669938881997,5,-1
2017-05-17,9166.0,-1.1837224525420018,0,6.685670690380302,5,0
2017-05-18,9136.5,-1.4885349969900985,0,2.7679701425444967,5,-1
2017-05-19,9325.0,-3.0563002680965123,-1,0.1412810016969347,5,-1
2017-06-08,8758.5,0.35965062510703305,0,0.6688137792620922,5,-1
2017-06-13,8738.5,0.3433083481146681,0,0.19862204846988588,5,-1
2017-06-14,8883.0,0.7823933355848299,0,2.2793037934991096,5,-1
2017-06-15,8790.0,2.0193401592718985,1,6.634612234855436,5,0
2017-06-16,8882.75,1.6689651290422436,0,2.859905984661665,5,-1
2017-06-20,8768.5,5.063579859725143,1,-0.5463977647606251,5,-1
2017-06-21,8952.5,3.0494275342083155,1,1.7818538337882313,5,-1
2017-06-22,8967.5,3.1669919152495174,1,-5.675720219755367,5,-1
2017-06-27,9212.5,-0.7761194029850759,0,0.6242437133046093,5,-1
2017-06-28,9225.5,-1.1273101728903612,0,-0.8387971802548262,5,-1
2017-06-29,9251.5,-2.3185429389828704,-1,-0.9498010360539499,5,-1
2017-06-30,9347.0,-4.998930138012192,-1,3.0876219559898725,5,-1
