date,LMSNDY,return_3d,discrete_3d,score,horizon,discrete_score
2018-07-04,19682.0,-0.060969413677469664,0,35.30313423530517,3,1
2018-07-05,19493.0,1.780126199148402,1,36.84163942544278,3,1
2018-07-06,19393.0,0.3248594853813236,0,26.90551439860938,3,1
2018-07-10,19840.0,0.08820564516129893,0,0.0,3,0
2018-07-11,19456.0,0.5345394736842035,1,0.0,3,0
2018-07-12,19730.0,-0.7349214394323345,-1,0.0,3,0
2018-07-13,19857.5,-1.4931386126148858,-1,0.0,3,0
2018-07-17,19585.0,-0.05105948429920959,0,0.0,3,0
2018-07-18,19561.0,0.03578549153928634,0,0.0,3,0
2018-07-19,19590.0,0.8677896886166492,1,0.0,3,0
2018-07-20,19575.0,1.3793103448275892,1,0.0,3,0
2018-07-24,19760.0,1.4423076923076872,1,0.0,3,0
2018-07-25,19845.0,1.5318720080624848,1,0.0,3,0
2018-07-26,19965.0,1.0518407212622094,1,0.0,3,0
2018-07-27,20045.0,-0.5986530306809623,0,0.0,3,0
2018-07-31,20175.0,-2.478314745972743,-1,0.0,3,0
2018-08-08,19461.0,-0.3391398180977334,0,8.987135343904551,3,0
2018-08-09,19610.5,-2.949950281736824,-1,6.055695058573222,3,0
2018-08-10,19499.0,-5.661828811733938,-1,0.0,3,0
2018-08-14,19032.0,-1.865279529213959,-1,0.0,3,0
2018-08-15,18395.0,2.092960043490089,1,0.0,3,0
2018-08-16,18590.0,2.474448628294778,1,0.0,3,0
2018-08-17,18677.0,4.031696739305035,1,0.0,3,0
2018-08-21,19050.0,-0.05249343832021136,0,28.235785141213473,3,1
2018-08-22,19430.0,-1.6984045290787453,-1,38.62315,3,1
2018-08-23,19155.0,-0.8613938919342257,-1,38.87175,3,1
2018-08-24,19040.0,1.2079831932773066,1,30.949392690653,3,1
2018-08-29,18990.0,-0.5002632964718257,0,35.3485156401346,3,1
2018-08-30,19270.0,-1.9408406850025983,-1,0.0,3,0
2018-08-31,19052.5,-1.0261120587849335,-1,0.0,3,0
2018-09-04,18896.0,0.92082980524979,1,0.0,3,0
2018-09-05,18857.0,0.9015219812271268,1,0.0,3,0
2018-09-06,18856.5,1.0685970355049923,1,0.0,3,0
2018-09-07,19070.0,0.0,0,0.0,3,0
2018-09-11,19058.0,-0.06296568370238731,0,0.0,3,0
2018-09-12,19070.0,-0.13109596224436526,0,0.0,3,0
2018-09-18,19020.0,0.22082018927445105,0,37.86320522197881,3,1
2018-09-19,18915.0,0.39122389637853416,0,37.863205221978795,3,1
2018-09-20,19012.0,-0.5628024405638588,0,36.470291736002615,3,1
2018-09-21,19062.0,-0.9547791417479856,-1,36.470291736002615,3,1
2018-09-25,18905.0,-0.2380322665961332,0,29.838418530857254,3,1
2018-09-26,18880.0,0.4766949152542388,1,33.37521618263452,3,1
2018-09-27,18840.0,0.5626326963906525,1,37.863205221978795,3,1
2018-09-28,18860.0,0.6468716861081747,1,33.37521618263452,3,1
2018-10-08,18876.0,2.044924772197509,1,29.838418530857254,3,1
2018-10-09,18982.0,0.6901274892002984,1,20.955665680430556,3,1
2018-10-10,18994.0,0.7739286090344244,1,31.805678730370897,3,1
2018-10-11,19262.0,-0.2440037379295989,0,31.805678730370897,3,1
2018-10-12,19113.0,-0.1308010254800429,0,0.0,3,0
2018-10-15,19141.0,-0.548560681260124,0,0.0,3,0
