date,LMPBDY,return_1d,discrete_1d,score,horizon,discrete_score
2017-01-04,2060.75,-1.1646245299041569,-1,-1.7286714368165794,1,-1
2017-01-05,2036.75,0.15956793911868772,0,-1.2414393175866678,1,-1
2017-01-06,2040.0,2.5490196078431278,1,-1.5933875954558292,1,-1
2017-01-11,2120.0,3.5023584905660377,1,7.143724664862603,1,1
2017-01-12,2194.25,5.184003645892664,1,1.5611068147010598,1,1
2017-01-13,2308.0,-1.960571923743504,-1,-2.4838628437253787,1,-1
2017-01-16,2262.75,1.3258203513423883,1,2.100353222353519,1,1
2017-01-17,2292.75,0.6324283066186931,0,0.8100945336251031,1,1
2017-01-18,2307.25,-0.4442518149311958,0,-0.9978241163080142,1,-1
2017-01-19,2297.0,1.0230735742272623,1,-0.9085155841332252,1,-1
2017-01-20,2320.5,2.3594053005817632,1,-0.2586832840972958,1,0
2017-01-23,2375.25,2.620776760341026,1,-1.1042033053474418,1,-1
2017-01-24,2437.5,-1.3230769230769268,-1,-0.5381618477355176,1,0
2017-01-25,2405.25,-3.1389668433634776,-1,-1.1635669615587274,1,-1
2017-01-26,2329.75,-0.7082304968344277,-1,-2.16919,1,-1
2017-02-06,2351.0,-0.28711186729051263,0,6.714668590613737,1,1
2017-02-07,2344.25,1.866268529380388,1,2.3127983824389853,1,1
2017-02-08,2388.0,-2.114740368509216,-1,-1.4095974828326767,1,-1
2017-02-09,2337.5,3.465240641711232,1,-0.8374362120941599,1,-1
2017-02-10,2418.5,-0.04134794293984001,0,-0.8569868842090688,1,-1
2017-02-14,2348.5,-1.4796678731104906,-1,-0.6821313448170642,1,0
2017-02-15,2313.75,-2.301458670988654,-1,-0.339704483219639,1,0
2017-02-16,2260.5,-0.9400575094005714,-1,-2.6316577869273363,1,-1
2017-02-17,2239.25,2.7799486435190257,1,-3.670200181470797,1,-1
2017-02-21,2255.5,0.5209487918421685,0,-1.4191795,1,-1
2017-02-22,2267.25,-1.6539861065167027,-1,-0.15914452029656515,1,0
2017-02-23,2229.75,1.020293754905266,1,-0.17036074589124298,1,0
2017-02-24,2252.5,-0.011098779134299795,0,-1.1400309999999998,1,-1
2017-02-27,2252.25,0.06660006660006433,0,-0.5178419674763578,1,0
2017-02-28,2253.75,1.985579589572928,1,-0.986509860047022,1,-1
2017-03-01,2298.5,-2.2840983249945657,-1,-1.3600081733119116,1,-1
2017-03-02,2246.0,-0.12243989314336677,0,-0.6974021780166226,1,0
2017-03-03,2243.25,-0.15602362643486467,0,-0.5793484354561294,1,0
2017-03-06,2239.75,-0.4688023216876891,0,-0.4483278501929898,1,0
2017-03-07,2229.25,1.0317371313221857,1,-0.2267634560346037,1,0
2017-03-08,2252.25,-0.16650016650017194,0,-0.11497550228941407,1,0
2017-03-09,2248.5,0.433622414943291,0,5.647560191003723,1,1
2017-03-10,2258.25,0.2878334993911213,0,14.9562,1,1
2017-03-13,2264.75,-2.4616403576553703,-1,-0.76559600058488,1,0
2017-03-14,2209.0,1.0411951109099205,1,-1.4490874849569544,1,-1
2017-03-15,2232.0,-0.0448028673835088,0,-2.0487657754314106,1,-1
2017-03-16,2231.0,2.263558942178401,1,-3.259353155443657,1,-1
2017-03-17,2281.5,-0.7012930089853153,-1,-2.5365042344790294,1,-1
2017-03-20,2265.5,0.1875965570514282,0,-1.8185713527539435,1,-1
2017-03-21,2269.75,4.317656129529679,1,-1.4010334142144782,1,-1
2017-03-22,2367.75,-0.2006123957343453,0,-1.0592684197198663,1,-1
2017-03-23,2363.0,-0.8675412611087618,-1,-1.241460844463019,1,-1
2017-03-24,2342.5,-2.4653148345784466,-1,-1.0351442372221429,1,-1
2017-03-28,2318.5,0.9920207030407636,1,-1.255975,1,-1
2017-03-29,2341.5,0.08541533205210783,0,1.7536276672107618,1,1
2017-03-30,2343.5,-0.5547258374226538,0,2.206325257956298,1,1
2017-03-31,2330.5,-2.3385539583780317,-1,-0.8841025516553709,1,-1
2017-04-06,2285.25,-1.77223498523138,-1,-1.773211181878911,1,-1
2017-04-07,2244.75,0.5123064929279497,0,-1.5069734367536118,1,-1
2017-04-10,2256.25,-0.31024930747922674,0,-0.9329805105873764,1,-1
2017-04-11,2249.25,-0.12226297654773788,0,-0.7483046100280418,1,0
2017-04-12,2246.5,-0.3004673937235691,0,-1.3513998295634957,1,-1
