date,LMNIDY,return_1d,discrete_1d,score,horizon,discrete_score
2018-07-03,14353.5,-2.0865990873306206,-1,20.707735991361037,1,1
2018-07-04,14054.0,0.3522128931265023,0,11.37972593932743,1,1
2018-07-05,14103.5,-1.7938809515368526,-1,1.9818097518288869,1,-1
2018-07-06,13850.5,1.9313382188368644,1,-3.4478896303961784,1,-1
2018-07-09,14118.0,-0.4320725315200447,0,3.930175290800357,1,0
2018-07-10,14057.0,-1.9349790140143708,-1,6.193936214583958,1,0
2018-07-11,13785.0,2.277838229960105,1,5.152422462437622,1,0
2018-07-12,14099.0,-1.546208950989436,-1,13.815532652213161,1,1
2018-07-13,13881.0,-2.22966645054391,-1,16.645919513555018,1,1
2018-07-16,13571.5,-1.3152562354935005,-1,0.0,1,-1
2018-07-17,13393.0,0.9407899649070516,1,4.573822267540524,1,0
2018-07-18,13519.0,-1.9971891412086664,-1,5.681949552065633,1,0
2018-07-19,13249.0,1.4189750169824045,1,12.010617465189052,1,1
2018-07-20,13437.0,-1.0121306839324218,-1,16.993691269754724,1,1
2018-07-23,13301.0,1.4886098789564706,1,18.61236409102306,1,1
2018-07-24,13499.0,0.5778205793021796,0,17.299314131518372,1,1
2018-07-25,13577.0,0.7365397363187753,0,11.405501479635644,1,1
2018-07-26,13677.0,0.6799736784382615,0,4.907779674759242,1,0
2018-07-27,13770.0,-0.02541757443718096,0,11.691053000208914,1,1
2018-07-30,13766.5,1.2530418043801952,1,-4.649375248652047,1,-1
2018-07-31,13939.0,-3.2032427003371837,-1,-2.5161123838822816,1,-1
2018-08-01,13492.5,-1.8917917361497167,-1,-4.3487632090280295,1,-1
2018-08-02,13237.25,1.6525335700390942,1,-0.9793014894222786,1,-1
2018-08-03,13456.0,1.0255648038050014,1,13.264150580501704,1,1
2018-08-06,13594.0,1.2431955274385675,1,10.61712924328284,1,1
2018-08-07,13763.0,1.4858679067063951,1,19.592050442093896,1,1
2018-08-08,13967.5,-1.17057454805799,-1,17.412429542718364,1,1
2018-08-09,13804.0,-0.4889886989278502,0,11.589568489271848,1,1
2018-08-10,13736.5,-2.0492847523022606,-1,18.978617998952306,1,1
2018-08-13,13455.0,-0.9438870308435487,-1,7.842774952275059,1,0
2018-08-14,13328.0,-4.3104741896758725,-1,7.26729111640229,1,0
2018-08-15,12753.5,3.7362292703963633,1,16.892000722532376,1,1
2018-08-16,13230.0,1.2093726379440728,1,26.25986389385105,1,1
2018-08-17,13390.0,0.6422703510082117,0,22.744470434120196,1,1
2018-08-20,13476.0,-0.01113089937666567,0,7.250368558434311,1,0
2018-08-21,13474.5,-0.23748562098778736,0,10.206867995080554,1,1
2018-08-22,13442.5,-1.8225776455272455,-1,14.042299473795078,1,1
2018-08-23,13197.5,1.064595567342308,1,16.153520467172235,1,1
2018-08-24,13338.0,1.8968361073624207,1,14.508987681829073,1,1
2018-08-28,13591.0,-1.2949746155544115,-1,12.910616567101483,1,1
2018-08-29,13415.0,-1.6026835631755445,-1,5.7669431843208825,1,0
2018-08-30,13200.0,-3.727272727272724,-1,4.7228520332583255,1,0
2018-08-31,12708.0,-0.0826251180358839,0,8.492923464746706,1,1
2018-09-03,12697.5,-2.5004922228785142,-1,0.10519903907277108,1,-1
2018-09-04,12380.0,-0.1817447495961244,0,1.6820618432161771,1,-1
2018-09-05,12357.5,-0.012138377503545515,0,7.6809943129136435,1,0
2018-09-06,12356.0,-0.6879248947879613,-1,11.268936481306152,1,1
2018-09-07,12271.0,0.4319126395566864,0,3.752400179893462,1,0
2018-09-10,12324.0,-1.4727361246348547,-1,4.088276398570593,1,0
2018-09-11,12142.5,3.2983323038912937,1,5.209499352557558,1,0
2018-09-12,12543.0,-0.12756118950809636,0,12.170247428011804,1,1
2018-09-13,12527.0,0.37119821186237795,0,12.862588234503677,1,1
2018-09-14,12573.5,-3.30456913349505,-1,6.245502208500771,1,0
2018-09-17,12158.0,1.2707682184569746,1,0.6686234503158889,1,-1
2018-09-18,12312.5,0.8730964467005053,0,2.6914997531441616,1,-1
2018-09-19,12420.0,0.974235104669896,1,7.845654345182106,1,0
2018-09-20,12541.0,4.987640539031978,1,6.692538544852628,1,0
2018-09-21,13166.5,-2.29749743667641,-1,2.2912965696908447,1,-1
2018-09-25,12860.5,-1.0030714202402755,-1,-3.9360617995050036,1,-1
2018-09-26,12731.5,-2.0225425126654373,-1,4.521260985628912,1,0
2018-09-27,12474.0,0.2645502645502562,0,10.516893153230583,1,1
2018-09-28,12507.0,-0.807547773246986,-1,6.192091630069371,1,0
2018-10-08,12495.5,3.501260453763355,1,0.0,1,-1
2018-10-09,12933.0,-2.543879996907139,-1,0.787091575837106,1,-1
2018-10-10,12604.0,-0.019834973024435158,0,-1.4594418920034675,1,-1
2018-10-11,12601.5,-0.1785501725985017,0,-0.4017219556867362,1,-1
2018-10-12,12579.0,-0.3537642101915872,0,3.764628438657399,1,0
2018-10-15,12534.5,-0.14360365391519192,0,-5.457234557323567,1,-1
2018-10-16,12516.5,-1.7417009547397444,-1,0.7023889816901301,1,-1
2018-10-17,12298.5,-0.18294914013904373,0,14.062580305673185,1,1
2018-10-18,12276.0,0.782013685239491,0,12.43586026602988,1,1
2018-10-19,12372.0,0.6102489492402219,0,4.199295024105313,1,0
2018-10-22,12447.5,-1.2612974492870022,-1,4.1814545632006785,1,0
2018-10-23,12290.5,-1.2123184573451071,-1,15.787386343820113,1,1
