date,LMSNDY,return_20d,discrete_20d,score,horizon,discrete_score
2018-07-03,19731.0,2.250266078759311,0,34.21275,20,1
2018-07-04,19682.0,1.2346306269688023,0,32.33915,20,1
2018-07-05,19493.0,0.933668496383322,0,33.634525,20,1
2018-07-06,19393.0,1.4541329345640233,0,24.707936004251646,20,1
2018-07-09,19670.0,-0.3812913065582069,0,0.764562,20,-1
2018-07-10,19840.0,-1.0282258064516103,-1,0.5726369774552453,20,-1
2018-07-11,19456.0,0.025699013157898243,0,0.2539263108546841,20,-1
2018-07-12,19730.0,-0.6056766345666542,0,0.0,20,-1
2018-07-13,19857.5,-1.8053632128918529,-1,0.0,20,-1
2018-07-16,19560.0,-0.8435582822085896,0,0.0,20,-1
2018-07-17,19585.0,-2.823589481746236,-1,0.0,20,-1
2018-07-18,19561.0,-5.960840447829863,-1,0.0,20,-1
2018-07-19,19590.0,-5.104645227156713,-1,-0.14444524943375806,20,-1
2018-07-20,19575.0,-4.587484035759903,-1,-0.14444524943375806,20,-1
2018-07-23,19568.0,-4.02698282910875,-1,0.0,20,-1
2018-07-24,19760.0,-3.593117408906888,-1,0.0,20,-1
2018-07-25,19845.0,-2.091206853111616,-1,0.0,20,-1
2018-07-26,19965.0,-4.057099924868524,-1,0.0,20,-1
2018-07-27,20045.0,-5.01371913195311,-1,0.6922935335035072,20,-1
2018-07-30,20149.0,-5.2062137078763175,-1,0.0,20,-1
2018-07-31,20175.0,-5.873605947955384,-1,0.0,20,-1
2018-08-01,19925.0,-3.2873274780426565,-1,0.0,20,-1
2018-08-02,19675.0,-3.1639135959339315,-1,0.0,20,-1
2018-08-03,19675.0,-3.964421855146128,-1,0.0,20,-1
2018-08-06,19595.0,-3.5672365399336603,-1,0.0,20,-1
2018-08-07,19636.0,-3.9672030963536336,-1,0.0,20,-1
2018-08-08,19461.0,-3.106212424849697,-1,7.88218456966448,20,0
2018-08-09,19610.5,-2.7561765380790915,-1,5.1018695037460695,20,0
2018-08-10,19499.0,-2.4206369557413177,-1,0.5467825057645963,20,-1
2018-08-13,19395.0,-1.7375612271203875,-1,0.0,20,-1
2018-08-14,19032.0,0.19966372425388454,0,0.0,20,-1
2018-08-15,18395.0,3.5009513454743235,1,0.0,20,-1
2018-08-16,18590.0,2.4529316837009096,1,0.0,20,-1
2018-08-17,18677.0,1.9703378486908951,0,0.0,20,-1
2018-08-20,18780.0,1.2779552715654896,0,0.0,20,-1
2018-08-21,19050.0,-0.7086614173228312,0,25.929553397981497,20,1
2018-08-22,19430.0,-2.151312403499739,-1,38.62315,20,1
2018-08-23,19155.0,-0.4855129209083819,0,38.87175,20,1
2018-08-24,19040.0,-0.2678571428571419,0,28.342325501362737,20,1
2018-08-28,19100.0,-1.020942408376968,-1,41.19153002961313,20,1
2018-08-29,18990.0,-0.5792522380200116,0,31.00248453787741,20,1
2018-08-30,19270.0,-2.231447846393353,-1,0.0,20,-1
2018-08-31,19052.5,-1.0103660936884973,-1,0.0,20,-1
2018-09-03,18895.0,0.3969304048690114,0,0.0,20,-1
2018-09-04,18896.0,0.26460626587636593,0,0.0,20,-1
2018-09-05,18857.0,0.6628838097258338,0,0.0,20,-1
2018-09-06,18856.5,0.6019144592050552,0,0.0,20,-1
2018-09-07,19070.0,-0.5243838489774499,0,0.6476870866932583,20,-1
2018-09-10,19027.0,-0.7936090818310815,0,4.917961692129945,20,0
2018-09-11,19058.0,-0.398782663448416,0,4.917961692129945,20,0
2018-09-12,19070.0,-0.3985317252228615,0,4.917961692129945,20,0
2018-09-14,19046.0,0.3517799012916045,0,1.3861355525817591,20,0
2018-09-17,19045.0,0.5040693095300641,0,34.770628715013586,20,1
2018-09-18,19020.0,1.0252365930599303,0,34.770628715013586,20,1
2018-09-19,18915.0,0.9146180280200866,0,34.770628715013586,20,1
2018-09-20,19012.0,0.1262360614348923,0,33.13225720680531,20,1
2018-09-21,19062.0,0.6452628265659399,0,33.13225720680531,20,1
2018-09-25,18905.0,2.306268183020354,0,17.633165196903807,20,1
2018-09-26,18880.0,2.3675847457627075,1,23.5561761034003,20,1
2018-09-27,18840.0,2.8131634819532847,1,34.770628715013586,20,1
2018-09-28,18860.0,2.5715800636267216,1,29.863303365730967,20,1
2018-10-08,18876.0,1.117821572367017,0,28.3195092954697,20,1
2018-10-09,18982.0,0.5320830260246545,0,21.673273807083508,20,1
2018-10-10,18994.0,0.4843634832052191,0,7.197516927050503,20,0
2018-10-11,19262.0,0.5295400269961671,0,7.197516927050503,20,0
2018-10-12,19113.0,0.3976351174593161,0,9.578643349203164,20,0
2018-10-15,19141.0,0.7993312784076112,0,5.313720297226953,20,0
2018-10-16,19215.0,0.4163413999479504,0,6.8354806252343625,20,0
2018-10-17,19088.0,1.23637887678123,0,9.578643349203164,20,0
2018-10-18,19036.0,1.91741962597185,0,11.98313290105636,20,0
2018-10-19,19185.0,0.9173833724263724,0,11.98313290105636,20,0
2018-10-22,19258.0,1.957627998753764,0,24.01611601034697,20,1
2018-10-23,19341.0,0.4549919859366147,0,32.93742738608744,20,1
2018-10-24,19327.0,-0.3621876131836288,0,27.238405842928323,20,1
2018-10-25,19370.0,-0.516262261228706,0,24.795205955106397,20,1
2018-10-26,19345.0,-2.713879555440679,-1,33.27585,20,1
2018-10-29,19172.0,-1.4761109952013407,-1,8.383939999999999,20,0
2018-10-30,19113.0,-4.4524669073405585,-1,8.383939999999999,20,0
2018-10-31,19138.0,-4.723586581669982,-1,8.383939999999999,20,0
2018-11-01,19115.0,-3.091812712529429,-1,9.59520683708192,20,0
2018-11-02,19110.0,-3.7257980115122935,-1,8.395529439805367,20,0
2018-11-05,19087.0,-1.131660292345571,-1,11.045547854010694,20,0
2018-11-06,19083.0,0.5345071529633705,0,11.045547854010694,20,0
2018-11-07,19086.0,0.6130147752279047,0,11.045547854010694,20,0
2018-11-08,19364.0,-2.0863457963230747,-1,11.045547854010694,20,0
2018-11-09,19189.0,-0.9015581843764608,0,16.96947928758233,20,1
2018-11-12,19294.0,-1.6637296568881466,-1,22.00195111543065,20,1
2018-11-13,19295.0,-0.7618554029541369,0,22.00195111543065,20,1
2018-11-14,19324.0,0.1397226247153771,0,22.00195111543065,20,1
2018-11-15,19401.0,0.1700943250347864,0,8.470958909213914,20,0
2018-11-16,19361.0,0.041320179742787566,0,7.191732242353855,20,0
2018-11-19,19635.0,-1.2172141583906335,-1,-0.13771171293903914,20,-1
2018-11-20,19429.0,-0.9521848782747422,0,-0.13771171293903914,20,-1
2018-11-21,19257.0,0.09866542036662818,0,3.7933825545042317,20,0
2018-11-22,19270.0,0.3373118837571409,0,5.803572542914479,20,0
2018-11-23,18820.0,2.9489904357066887,1,18.59709465483911,20,1
2018-11-26,18889.0,2.800571761342585,1,21.31657348213391,20,1
2018-11-27,18262.0,5.864636951045887,1,21.31657348213391,20,1
2018-11-28,18234.0,7.080179883733684,1,19.956834068486508,20,1
2018-11-29,18524.0,5.376808464694459,1,20.336551716912837,20,1
2018-11-30,18398.0,6.03326448527013,1,22.076008778986555,20,1
2018-12-03,18871.0,3.868369455778709,1,22.076008778986555,20,1
2018-12-04,19185.0,2.0510815741464627,0,22.076008778986555,20,1
2018-12-05,19203.0,3.0516065198146203,1,31.132972290502163,20,1
2018-12-06,18960.0,5.195147679324896,1,27.695889844462148,20,1
2018-12-07,19016.0,5.6741691207404354,1,19.76425173468798,20,1
2018-12-10,18973.0,6.5461445211616445,1,27.695889844462148,20,1
2018-12-11,19148.0,6.434092333402973,1,27.695889844462148,20,1
2018-12-12,19351.0,6.557800630458366,1,27.695889844462148,20,1
2018-12-13,19434.0,6.823093547391168,1,29.40682616283243,20,1
2018-12-14,19369.0,6.6394754504620845,1,24.576367428302326,20,1
2018-12-17,19396.0,6.6714786553928604,1,27.695889844462148,20,1
2018-12-19,19276.0,7.828387632288858,1,27.695889844462148,20,1
2018-12-20,19335.0,6.335660718903546,1,27.695889844462148,20,1
2018-12-21,19375.0,7.4270967741935525,1,19.76425173468798,20,1
2018-12-24,19418.0,8.765063343289725,1,27.695889844462148,20,1
2018-12-27,19333.0,7.665649407748409,1,35.89222325523167,20,1
2018-12-28,19525.0,6.453265044814337,1,33.082439263341826,20,1
