date,LMSNDY,return_60d,discrete_60d,score,horizon,discrete_score
2018-01-03,19963.0,5.0192856785052244,0,16.265900000000002,60,1
2018-01-04,19910.0,6.353591160220983,1,15.031533333333336,60,1
2018-01-08,20020.0,4.635364635364625,0,4.99611521568468,60,0
2018-01-10,20092.0,4.967151104917389,0,16.77342214312417,60,1
2018-01-11,20240.0,4.841897233201586,0,12.52442823151832,60,0
2018-01-12,20302.0,3.07358880898434,0,1.1928160914003794,60,0
2018-01-15,20330.0,3.5514018691588767,0,-4.900869999999999,60,-1
2018-01-16,20500.0,2.3414634146341484,0,-4.518473666666667,60,-1
2018-01-17,20530.0,2.8007793472966336,0,5.290075551363375,60,0
2018-01-18,20465.0,3.0539946249694694,0,8.747576509052108,60,0
2018-01-19,20690.0,4.374093765103916,0,7.571667330255085,60,0
2018-01-22,20855.0,3.859985614960437,0,17.690032017093703,60,1
2018-01-23,20825.0,4.177671068427369,0,17.01003930183047,60,1
2018-01-24,21300.0,3.4976525821596165,0,20.00139962956617,60,1
2018-01-25,21640.0,-1.3863216266173706,-1,29.194425,60,1
2018-01-26,21820.0,-2.085242896425299,-1,34.30833333333334,60,1
2018-01-29,22104.0,-2.8908794788273573,-1,14.159886372122624,60,1
2018-02-13,21588.0,-2.5500277932184567,-1,3.828665101624332,60,0
2018-02-14,21650.0,-2.9191685912240195,-1,18.057373859596513,60,1
2018-02-26,21726.0,-5.89616128141397,-1,0.0,60,-1
2018-03-07,21442.0,-3.4371793675963103,-1,29.9798,60,1
2018-03-16,21079.25,-0.5799542203826058,0,0.0,60,-1
2018-04-23,21340.0,-8.336457357075911,-1,0.440399,60,0
2018-04-24,21365.0,-8.30798034168032,-1,-0.8689873333333336,60,-1
2018-05-02,21205.0,-5.470407922659748,-1,0.0,60,-1
2018-05-11,21037.5,-6.856803327391559,-1,0.0,60,-1
2018-05-15,20950.0,-7.1073985680190965,-1,0.0,60,-1
2018-05-29,20490.0,-7.027818448023425,-1,0.3091861316165916,60,0
2018-05-30,20600.0,-5.679611650485438,-1,0.22444791549155885,60,0
2018-06-01,20795.0,-8.439528732868473,-1,0.0,60,-1
2018-06-04,20621.0,-7.3759759468503,-1,0.0,60,-1
2018-06-08,21305.0,-11.311898615348516,-1,0.0,60,-1
2018-06-11,21260.0,-11.119473189087492,-1,-37.14459919696152,60,-1
2018-06-12,21215.0,-11.114777280226251,-1,-30.368126909406318,60,-1
2018-06-13,20955.0,-10.014316392269153,-1,-23.992262573895374,60,-1
2018-06-14,20957.0,-9.004151357541632,-1,-12.84286779957833,60,-1
2018-06-15,20881.0,-8.878885110866342,-1,-8.771270345258735,60,-1
2018-06-19,20455.0,-6.770960645318991,-1,-2.122482185703627,60,-1
2018-06-20,20745.0,-8.223668353820202,-1,-1.9963973277774607,60,-1
2018-06-21,20597.0,-7.5302228479875675,-1,-3.7826125000000013,60,-1
2018-06-22,20475.0,-6.9841269841269815,-1,-3.6203375,60,-1
2018-06-25,20190.0,-5.794947994056464,-1,-1.990825,60,-1
2018-06-26,20180.0,-6.268582755203169,-1,-18.598612659025246,60,-1
2018-06-27,19940.0,-4.653961885656977,-1,-28.423965589522272,60,-1
2018-06-28,19689.0,-3.1845192747219313,-1,-29.51330449362247,60,-1
2018-06-29,19830.0,-4.241048915784162,-1,-34.21275,60,-1
