date,LMCADY,return_10d,discrete_10d,score,horizon,discrete_score
2018-07-03,6487.25,-5.722763883001269,-1,8.658823995766035,10,1
2018-07-04,6387.75,-4.136824390434812,-1,8.244001882534768,10,1
2018-07-05,6344.0,-4.799810844892817,-1,7.284684900836742,10,1
2018-07-06,6278.5,-2.48466990523214,-1,6.466468360106712,10,1
2018-07-09,6382.75,-4.480827229642392,-1,3.0644850100193803,10,0
2018-07-10,6321.0,-0.8898908400569505,0,4.900048496490469,10,1
2018-07-11,6130.0,2.153344208809127,1,7.891918726179596,10,1
2018-07-12,6210.25,0.905760637655484,0,6.919809407718773,10,1
2018-07-13,6216.75,0.9249205774721548,0,7.889648284374622,10,1
2018-07-16,6165.0,0.948905109489062,0,4.833201877447322,10,1
2018-07-17,6116.0,2.669228253760636,1,5.4943729484154895,10,1
2018-07-18,6123.5,0.3837674532538582,0,4.4449567975761815,10,0
2018-07-19,6039.5,1.175594006126346,0,7.580474033283696,10,1
2018-07-20,6122.5,0.9105757452021246,0,8.843896046911954,10,1
2018-07-23,6096.75,0.11071472505843616,0,-0.18223852179766514,10,0
2018-07-24,6264.75,-1.9474041262620199,-1,1.2572530165744762,10,0
2018-07-25,6262.0,-1.8843819865857592,-1,2.5414166290256595,10,0
2018-07-26,6266.5,-1.0851352429585903,-1,3.0924751672863238,10,0
2018-07-27,6274.25,-1.8169502330955931,-1,5.683033277789088,10,1
2018-07-30,6223.5,-1.6108299188559494,-1,7.465142862987298,10,1
2018-07-31,6279.25,-4.303857944818247,-1,4.7331484498230445,10,1
2018-08-01,6147.0,-6.3120221246136365,-1,11.842480939554186,10,1
2018-08-02,6110.5,-3.4285246706488803,-1,15.848461732567266,10,1
2018-08-03,6178.25,-4.673653542669854,-1,13.532748673625164,10,1
2018-08-06,6103.5,-2.326533955926924,-1,6.9493165836425135,10,1
2018-08-07,6142.75,-2.0308493752797974,-1,8.998450321071218,10,1
2018-08-08,6144.0,-2.669270833333337,-1,9.777166163723903,10,1
2018-08-09,6198.5,-3.7347745422279592,-1,11.69069014562562,10,1
2018-08-10,6160.25,-1.11602613530295,-1,19.624255187061863,10,1
2018-08-13,6123.25,0.1918915608541294,0,6.074401474829523,10,1
2018-08-14,6009.0,1.0650690630720658,0,10.351601626708009,10,1
2018-08-15,5759.0,5.270012154888004,1,19.690386620928823,10,1
2018-08-16,5901.0,1.1354007795288945,0,20.64138173076854,10,1
2018-08-17,5889.5,0.9423550386280732,0,16.25577234658889,10,1
2018-08-20,5961.5,-2.7761469428835057,-1,9.522645873270395,10,1
2018-08-21,6018.0,-2.721003655699572,-1,10.791942142493848,10,1
2018-08-22,5980.0,-1.2709030100334415,-1,9.085578163116997,10,1
2018-08-23,5967.0,-0.8714596949891074,0,6.685206492187968,10,1
2018-08-24,6091.5,-3.2832635639825964,-1,11.088456224270844,10,1
2018-08-28,6135.0,-4.747351263243682,-1,16.626323174670894,10,1
2018-08-29,6073.0,-1.5107854437674928,-1,8.315764798531049,10,1
2018-08-30,6062.5,-0.8082474226804082,0,3.659537412519773,10,0
2018-08-31,5968.0,-0.2890415549597902,0,9.151349546739509,10,1
2018-09-03,5945.0,-0.4205214465937801,0,12.603080535383706,10,1
2018-09-04,5796.0,4.6238785369220095,1,10.837604645201417,10,1
2018-09-05,5854.25,4.13801938762437,1,14.875861197282452,10,1
2018-09-06,5904.0,2.8963414634146423,1,21.18431656310591,10,1
2018-09-07,5915.0,7.852916314454773,1,12.26670455544458,10,1
2018-09-10,5891.5,7.867266400746843,1,11.363208401136069,10,1
2018-09-11,5843.75,8.059893048128352,1,10.020508342438033,10,1
2018-09-12,5981.25,4.827586206896561,1,3.5415512272359604,10,0
2018-09-13,6013.5,2.8020287686039813,1,1.6996062735578183,10,0
2018-09-14,5950.75,5.255640045372423,1,-0.9298741677938844,10,0
2018-09-17,5920.0,5.717905405405399,1,6.9020645546222505,10,1
2018-09-18,6064.0,3.6939313984168933,1,7.526789242374468,10,1
2018-09-19,6096.5,2.7228737800377267,1,12.422313677053337,10,1
2018-09-20,6075.0,3.5102880658436137,1,6.291323475884634,10,1
2018-09-21,6379.5,-3.3309820518849453,-1,1.9912820904756037,10,0
2018-09-25,6314.75,-0.22962112514350874,0,12.575990044634091,10,1
2018-09-26,6270.0,-0.303030303030305,0,8.107367132676139,10,1
2018-09-27,6182.0,1.233419605305719,0,-0.7771806841074692,10,0
2018-09-28,6263.5,0.886086054123103,0,1.9692831787473968,10,0
2018-10-08,6174.25,1.1094464914767066,0,0.6725703970792221,10,0
2018-10-09,6300.25,-1.6785048212372478,-1,-0.5271028548294915,10,0
2018-10-10,6251.0,-1.0078387458006708,-1,-1.0904932898407151,10,0
2018-10-11,6258.25,-0.08388926616865744,0,-2.0000351814316404,10,0
2018-10-12,6319.0,-1.7724323468903291,-1,-5.969378123426006,10,-1
2018-10-15,6303.0,-1.9752498810090449,-1,-1.982962774347991,10,0
2018-10-16,6202.25,-2.0274900237816973,-1,-1.0831527093447264,10,0
2018-10-17,6216.0,-2.8877091377091384,-1,4.942231791584744,10,1
2018-10-18,6157.5,-0.8932196508323221,0,8.209909547931657,10,1
2018-10-19,6228.0,1.4611432241490083,0,5.578609385734383,10,1
2018-10-22,6242.75,-0.580673581354374,0,7.38048292532344,10,1
2018-10-23,6194.5,-0.16950520623133514,0,11.552191451043349,10,1
2018-10-24,6188.0,-0.2747252747252737,0,16.40636414301553,10,1
2018-10-25,6253.0,-1.2873820566128291,-1,14.033090292496851,10,1
2018-10-26,6207.0,-2.070243273723216,-1,-5.555155336752138,10,-1
2018-10-29,6178.5,-1.6953953224892793,-1,10.661689721925802,10,1
2018-10-30,6076.5,0.19748210318439874,0,12.510928575105964,10,1
2018-10-31,6036.5,1.1761782489853492,0,8.715664443230034,10,1
2018-11-01,6102.5,1.564932404752151,0,8.480518524666957,10,1
2018-11-02,6319.0,-1.511315081500242,-1,10.996678828455476,10,1
2018-11-05,6206.5,1.3856440828164065,0,6.697798009205059,10,1
2018-11-06,6184.0,0.35575679172057395,0,4.151554707958017,10,0
2018-11-07,6171.0,1.5880732458272595,0,2.398232859164239,10,0
2018-11-08,6172.5,1.8428513568246263,1,6.675376350879527,10,1
2018-11-09,6078.5,2.5993254914863817,1,6.120156055621304,10,1
2018-11-12,6073.75,2.424367153735329,1,-2.075973757554181,10,0
2018-11-13,6088.5,1.0963291451096424,0,-0.5816981248595385,10,0
2018-11-14,6107.5,2.2349570200573154,1,-1.974223333114264,10,0
2018-11-15,6198.0,0.7986447241045579,0,-2.3995385042204047,10,0
2018-11-16,6223.5,0.056238451032375465,0,0.6112475944241016,10,0
2018-11-19,6292.5,0.31783869686134997,0,2.901376521117136,10,0
2018-11-20,6206.0,0.10473735095068992,0,4.573942560261581,10,1
2018-11-21,6269.0,-1.4994416972403892,-1,4.662604698856663,10,1
2018-11-22,6286.25,-3.288924239411417,-1,3.3514615184454097,10,0
2018-11-23,6236.5,-1.403030545979311,-1,4.974439302555088,10,1
2018-11-26,6221.0,-2.1298826555216204,-1,12.184003706663386,10,1
2018-11-27,6155.25,0.2477559806669083,0,8.710183019456839,10,1
2018-11-28,6244.0,-1.5895259449071109,-1,3.314505445499712,10,0
2018-11-29,6247.5,-1.4245698279311767,-1,0.8823261081324586,10,0
2018-11-30,6227.0,-1.5938654247631299,-1,0.19494799455356104,10,0
2018-12-03,6312.5,-3.4376237623762407,-1,-1.6165464399995826,10,0
2018-12-04,6212.5,-4.3098591549295735,-1,0.6211586824160477,10,0
2018-12-05,6175.0,-2.9878542510121453,-1,4.638701163043031,10,1
2018-12-06,6079.5,-1.6777695534172188,-1,6.540247344247639,10,1
2018-12-07,6149.0,-2.9516994633273734,-1,6.605111173891072,10,1
2018-12-10,6088.5,-2.5745257452574504,-1,-2.7165078820393838,10,-1
2018-12-11,6170.5,-3.2655376387650925,-1,1.0302681604383672,10,0
2018-12-12,6144.75,-2.5672321900809587,-1,3.923009773132948,10,0
2018-12-13,6158.5,-3.4018023869448744,-1,2.9966399468058604,10,0
2018-12-14,6127.75,-5.038554118559013,-1,3.8478471305044777,10,0
2018-12-17,6095.5,-6.262816832089246,-1,3.4442626091593995,10,0
2018-12-18,5944.75,-0.7990243492156934,0,5.331410409255836,10,1
2018-12-19,5990.5,-1.439779651114259,-1,10.834781554633407,10,1
2018-12-20,5977.5,-1.5223755750731867,-1,11.235939055102946,10,1
2018-12-21,5967.5,-0.5152911604524468,0,7.406985029319651,10,1
2018-12-24,5931.75,-0.40460235175117104,0,1.479685193949812,10,0
2018-12-27,5969.0,-0.8209080247947753,0,3.204585445290618,10,0
2018-12-28,5987.0,-2.004342742608989,-1,4.763894012494919,10,1
