date,LMAHDY,return_3d,discrete_3d,score,horizon,discrete_score
2018-01-03,2212.5,-2.4293785310734446,-1,-0.2742156821400534,3,0
2018-01-04,2235.0,-4.496644295302009,-1,4.5834163753598585,3,1
2018-01-05,2188.25,-0.9596709699531636,-1,6.566120968627162,3,1
2018-01-08,2158.75,0.2779386218876745,0,0.3945810392660528,3,0
2018-01-09,2134.5,3.1974701335207416,1,0.5017109209339544,3,0
2018-01-10,2167.25,2.2840004614142373,1,2.6751286587919774,3,0
2018-01-11,2164.75,0.7044693382607603,0,6.870964822097255,3,1
2018-01-12,2202.75,-0.4653274316195666,0,8.918178365420868,3,1
2018-01-15,2216.75,1.2067215518213548,1,4.182461242524085,3,1
2018-01-16,2180.0,1.7660550458715507,1,5.421916229904278,3,1
2018-01-17,2192.5,2.4059293044469854,1,2.469048856610395,3,0
2018-01-18,2243.5,-0.8246044127479424,-1,0.31075165614036204,3,0
2018-01-19,2218.5,1.2395762902862373,1,-3.2199562206398062,3,-1
2018-01-22,2245.25,-0.37857699588018656,0,-16.892813486235294,3,-1
2018-01-23,2225.0,1.2696629213483135,1,-8.833567916258398,3,-1
2018-01-24,2246.0,-1.1576135351736403,-1,-1.043710407493767,3,-1
2018-01-25,2236.75,-1.5647703140717506,-1,5.687875576849963,3,1
2018-01-26,2253.25,-1.5200266282037078,-1,8.656213210408508,3,1
2018-01-29,2220.0,0.213963963963959,0,-7.157986688818933,3,-1
2018-01-30,2201.75,0.3519927330532635,0,-3.363800508512784,3,-1
2018-01-31,2219.0,-0.3717890941865698,0,-2.874445688714395,3,-1
2018-02-01,2224.75,-2.3373412743004858,-1,-5.242122380369971,3,-1
2018-02-02,2209.5,-2.172437202987098,-1,-4.4235723457664236,3,-1
2018-02-05,2210.75,-1.6170982698179404,-1,0.4102301332009177,3,0
2018-02-06,2172.75,-2.3932804050166845,-1,0.3427780847767927,3,0
2018-02-07,2161.5,-1.8852648623641002,-1,-0.13189628692897798,3,0
2018-02-08,2175.0,-1.9885057471264345,-1,-1.6700059743217124,3,-1
2018-02-09,2120.75,2.5226924437109504,1,-2.2764559729290585,3,-1
2018-02-12,2120.75,2.015796298479322,1,-2.392984392413685,3,-1
2018-02-13,2131.75,4.045971619561395,1,-2.9294452337287127,3,-1
2018-02-14,2174.25,4.127860181671839,1,-1.2714718842899448,3,-1
2018-02-22,2201.5,-1.3627072450601907,-1,6.243535199841476,3,1
2018-02-23,2169.0,-0.7146150299677245,-1,3.2773259893477205,3,0
2018-02-26,2165.75,-0.623340644118664,0,-0.37328749489685853,3,0
2018-02-27,2171.5,-1.50817407322128,-1,0.2797989458624393,3,0
2018-02-28,2153.5,-1.0680287903413022,-1,-4.214053311729161,3,-1
2018-03-01,2152.25,-1.0802648391218472,-1,-2.166331504533961,3,-1
2018-03-02,2138.75,-2.957334891876096,-1,2.8774278921172822,3,0
2018-03-05,2130.5,-2.1121802393804234,-1,8.606186354790445,3,1
2018-03-06,2129.0,-1.373884452794738,-1,3.2863680586131983,3,0
2018-03-07,2075.5,-0.3252228378703981,0,-4.231428711556834,3,-1
2018-03-08,2085.5,-0.17981299448573962,0,-3.007135918696396,3,-1
2018-03-09,2099.75,-1.4763662340754882,-1,1.128464256911304,3,0
2018-03-12,2068.75,-0.26586102719032834,0,1.4268889005297185,3,0
2018-03-13,2081.75,-0.8526480124894875,-1,-0.8797564004754879,3,-1
2018-03-14,2068.75,-0.15709969788519906,0,-2.75213722819148,3,-1
2018-03-15,2063.25,-0.4846722403974324,0,-2.6759308568726548,3,-1
2018-03-16,2064.0,-0.2422480620155043,0,1.0345214822720148,3,0
2018-03-19,2065.5,-0.6172839506172867,0,3.1067945130915358,3,0
2018-03-20,2053.25,-1.2906367953244846,-1,1.6493025433247543,3,0
2018-03-21,2059.0,-1.5905779504613915,-1,6.214520800987799,3,1
2018-03-22,2052.75,-1.6806722689075682,-1,7.892834076641872,3,1
2018-03-23,2026.75,-0.9374614530652471,-1,2.1481395514516546,3,0
2018-03-26,2026.25,-1.9494139420111023,-1,2.545870429870603,3,0
2018-03-27,2018.25,-2.8737767868202697,-1,-4.923766873031301,3,-1
2018-03-28,2007.75,-1.9175694185032957,-1,-1.271800717281699,3,-1
2018-03-29,1986.75,-0.012583364791740605,0,-3.3108470981473577,3,-1
2018-04-03,1960.25,3.124601453896192,1,19.67038762832736,3,1
2018-04-04,1969.25,9.432525072997343,1,21.606692956142158,3,1
2018-04-05,1986.5,11.062169645104447,1,21.021732364271227,3,1
2018-04-09,2155.0,10.301624129930387,1,0.599561818778703,3,0
2018-04-10,2206.25,3.8866855524079424,1,5.671807250406466,3,1
2018-04-11,2259.0,6.728640991589207,1,4.3799855519824735,3,1
2018-04-12,2377.0,1.262095077829195,1,9.654481626453851,3,1
2018-04-13,2292.0,10.84205933682374,1,15.050669423505141,3,1
2018-04-16,2411.0,3.463293239319776,1,31.911577263957806,3,1
