date,LMZSDY,return_60d,discrete_60d,score,horizon,discrete_score
2018-07-04,2752.75,-8.200890019071839,-1,-4.018595962179441,60,-1
2018-07-05,2738.0,-2.9035792549306105,-1,-7.9416891015172135,60,-1
2018-07-06,2763.0,-2.2982265653275435,-1,-8.200169541423254,60,-1
2018-07-09,2716.0,-1.1413843888070652,-1,1.3943472499812828,60,-1
2018-07-10,2655.0,0.866290018832383,0,3.781340261735082,60,-1
2018-07-11,2586.0,3.7316318638824337,0,0.22192442273551666,60,-1
2018-07-12,2589.5,3.012164510523263,0,-6.567486305773469,60,-1
2018-07-13,2596.0,2.2727272727272707,0,-7.87723995694567,60,-1
2018-07-16,2502.0,8.693045563549152,0,0.4737442788921061,60,-1
2018-07-17,2534.0,4.025256511444364,0,-0.6028770436398733,60,-1
2018-07-18,2631.0,0.09502090459900804,-1,-0.931718043073388,60,-1
2018-07-19,2591.5,3.2510129268763284,0,-3.687666396229375,60,-1
2018-07-20,2618.0,0.3246753246753276,-1,-2.662970648802652,60,-1
2018-07-23,2580.0,2.2674418604651247,0,7.698301622432232,60,-1
2018-07-24,2652.5,2.186616399622987,0,9.033906713332419,60,0
2018-07-25,2630.5,3.8395742254324174,0,6.679549562842804,60,-1
2018-07-26,2628.0,1.8455098934550884,0,4.073587906176473,60,-1
2018-07-27,2655.5,2.3912634155526247,0,24.56605134604116,60,1
2018-07-30,2617.25,3.9831884611710717,0,12.835152036125915,60,1
2018-07-31,2676.0,1.2705530642750371,0,7.154513369854324,60,-1
2018-08-01,2614.0,2.8882938026013827,0,10.778154651929157,60,0
2018-08-02,2622.0,3.1273836765827623,0,9.636413953378412,60,0
2018-08-03,2675.0,0.20560747663551648,-1,4.716355010605657,60,-1
2018-08-06,2620.25,-0.6774162770727954,-1,-4.382572117548219,60,-1
2018-08-07,2643.0,-3.452516080211877,-1,-1.266204756190363,60,-1
2018-08-08,2654.0,-2.1948003014317985,-1,6.6751773430254655,60,-1
2018-08-09,2632.0,-1.196808510638303,-1,18.39000415197613,60,1
2018-08-10,2550.0,0.4117647058823559,-1,16.580425857160694,60,1
2018-08-13,2469.5,2.915569953431873,0,4.291871442258857,60,-1
2018-08-14,2438.0,2.645611156685801,0,-1.4073307621979148,60,-1
2018-08-15,2283.5,13.312896868841696,1,2.5473159181135467,60,-1
2018-08-16,2384.0,8.473154362416114,0,14.14613210485842,60,1
2018-08-17,2390.5,7.216063585024045,0,13.88246236311134,60,1
2018-08-20,2381.5,6.886416124291418,0,2.088033703457848,60,-1
2018-08-21,2426.0,5.801731244847486,0,5.913773779965023,60,-1
2018-08-22,2470.25,7.236109705495398,0,7.555473189249924,60,-1
2018-08-23,2475.0,8.47474747474748,0,7.004782775220796,60,-1
2018-08-24,2541.0,6.139315230224329,0,5.015676489706712,60,-1
2018-08-28,2544.0,3.9701257861635137,0,9.541931117649174,60,0
2018-08-29,2514.25,5.8963905737297475,0,1.5746512858506798,60,-1
2018-08-30,2474.5,7.9814103859365595,0,-3.541583847588893,60,-1
2018-08-31,2461.75,6.164314004265248,0,-3.637697906447323,60,-1
2018-09-03,2469.5,3.2597691840453575,0,12.120424426145105,60,0
2018-09-04,2424.5,3.691482779954636,0,6.997237828753371,60,-1
2018-09-05,2428.0,4.818780889621088,0,5.867251779041745,60,-1
2018-09-06,2447.5,4.923391215526052,0,9.993825265341432,60,0
2018-09-07,2423.0,9.574907139909207,0,9.381161583484257,60,0
2018-09-10,2378.5,13.201597645574935,1,11.963231204367784,60,0
2018-09-11,2301.25,17.805540467137426,1,8.514614857810823,60,0
2018-09-12,2359.25,16.265762424499307,1,5.091365767996984,60,-1
2018-09-13,2344.75,15.449408252478936,1,8.63856493279591,60,0
2018-09-14,2316.25,15.747436589314635,1,9.601626434013923,60,0
2018-09-17,2299.5,15.046749293324636,1,4.632537925402461,60,-1
2018-09-18,2326.0,14.660361134995695,1,3.1809953596786857,60,-1
2018-09-19,2416.5,9.476515621767012,0,8.353717195834033,60,0
2018-09-20,2445.0,7.6891615541922365,0,4.777591747411772,60,-1
2018-09-21,2498.75,2.8114057028514328,0,0.491768326151603,60,-1
2018-09-25,2514.0,2.5855210819411223,0,-0.6992283521896775,60,-1
2018-09-26,2553.75,1.987273617229568,0,1.1262113666089613,60,-1
2018-09-27,2527.0,2.4930747922437657,0,4.545241992087398,60,-1
2018-09-28,2658.5,-3.949595636637204,-1,4.758504220248304,60,-1
2018-10-08,2655.0,-7.570621468926553,-1,7.449891292288383,60,-1
2018-10-09,2719.5,-7.7036219893362725,-1,9.966432725701381,60,0
2018-10-10,2636.0,-2.314112291350534,-1,9.247088394864562,60,0
2018-10-11,2633.5,-3.892158724131389,-1,8.254656580367223,60,0
2018-10-12,2675.75,-6.063720452209664,-1,8.441878366849181,60,0
2018-10-15,2626.5,-5.749095754806778,-1,13.140722150692715,60,1
2018-10-16,2638.5,-5.324995262459732,-1,8.237479007351013,60,0
2018-10-17,2710.5,-8.171923999262132,-1,5.0051172311026235,60,-1
2018-10-18,2731.5,-10.049423393739696,-1,2.6092374167483934,60,-1
2018-10-19,2676.5,-6.650476368391557,-1,-1.161810268403193,60,-1
2018-10-22,2719.0,-6.05921294593601,-1,2.5697596445310245,60,-1
2018-10-23,2721.5,-4.813521954804334,-1,9.744196882374123,60,0
2018-10-24,2710.0,-4.188191881918824,-1,11.644009179007197,60,0
2018-10-25,2689.5,-3.7553448596393424,-1,14.299569892026515,60,1
2018-10-26,2704.0,-2.810650887573962,-1,11.555486112550128,60,0
2018-10-29,2680.5,-1.1938071255362837,-1,7.815860896507965,60,-1
2018-10-30,2602.5,3.0739673390970172,0,9.03689022836501,60,0
2018-10-31,2551.75,5.398256098755749,0,7.8926405755608515,60,-1
2018-11-01,2595.75,2.532986612732357,0,4.002622738906955,60,-1
2018-11-02,2600.5,3.5281676600653618,0,4.1528217007036385,60,-1
2018-11-05,2560.5,6.619800820152322,0,1.4435928217307743,60,-1
2018-11-06,2541.5,9.7383434979343,1,2.823054598808585,60,-1
2018-11-07,2502.5,12.207792207792199,1,2.30394479866374,60,-1
2018-11-08,2587.5,5.961352657004838,0,1.8673701214380092,60,-1
2018-11-09,2586.0,4.601701469450892,0,1.9424914479632247,60,-1
2018-11-12,2563.0,6.232930159968798,0,0.9082854481958512,60,-1
2018-11-13,2545.5,6.148104498133966,0,0.8252706773645708,60,-1
