date,LMZSDY,return_10d,discrete_10d,score,horizon,discrete_score
2017-07-04,2793.5,-0.3579738679076461,0,0.3809446031268312,10,1
2017-07-05,2779.5,-1.5560352581399541,0,3.7378761509004046,10,1
2017-07-06,2783.25,-2.3623461780292843,-1,-2.562603458343321,10,1
2017-07-07,2791.0,-1.5585811537083494,0,-6.812982780288392,10,1
2017-07-10,2777.75,0.20700207002068985,0,-5.385170110606505,10,1
2017-07-11,2819.5,0.5231424011349572,0,-3.6956260374521257,10,1
2017-07-12,2830.5,-0.945062709768596,0,-0.1299199774881602,10,1
2017-07-13,2805.0,-0.3119429590017875,0,-1.5021759365162135,10,1
2017-07-14,2786.25,-0.690892777030061,0,-6.690922024215412,10,1
2017-07-18,2783.5,-0.5478713849470074,0,-11.808152585865724,10,0
2017-07-19,2736.25,1.9095477386934732,0,-19.737987809270386,10,-1
2017-07-20,2717.5,2.3827046918123207,0,-13.567637365189354,10,0
2017-07-21,2747.5,1.9654231119199173,0,-9.98030245443953,10,0
2017-07-25,2834.25,2.946105671694444,1,-7.54889977727401,10,0
2017-07-26,2803.75,4.137316094516264,1,-3.2881233801357737,10,1
2017-07-27,2796.25,4.6222619579794335,1,-1.5193726068072495,10,1
2017-07-28,2767.0,4.183230936031812,1,0.4791308302989923,10,1
2017-08-01,2768.25,6.421024112706576,1,1.4788094065693793,10,1
2017-08-02,2788.5,11.439842209072975,1,-1.8000528988870228,10,1
2017-08-03,2782.25,9.713361488004324,1,-3.895157397381442,10,1
2017-08-04,2801.5,11.261824022844904,1,-0.1407281092836226,10,1
2017-08-08,2917.75,6.58898123554108,1,-2.8659312598790554,10,1
2017-08-09,2919.75,5.81385392584981,1,-1.4714108117266274,10,1
2017-08-10,2925.5,6.38352418390018,1,-5.681598189059932,10,1
2017-08-11,2882.75,5.983869568987954,1,-9.77750433651297,10,0
2017-08-15,2946.0,4.794636795655127,1,-0.3923728187735511,10,1
2017-08-16,3107.5,1.0941271118262377,0,3.790882584486388,10,1
2017-08-17,3052.5,4.340704340704349,1,6.773807406007017,10,1
2017-08-18,3117.0,2.83124799486687,1,3.3816928323458293,10,1
2017-08-21,3119.0,0.6091696056428342,0,-6.819030611761504,10,1
2017-08-22,3110.0,-0.5948553054662353,0,-5.567400574298017,10,1
2017-08-23,3089.5,1.1652370933808112,0,-2.5224340885244305,10,1
2017-08-24,3112.25,-2.6909791951160718,-1,0.583112643685136,10,1
2017-08-25,3055.25,0.8346289174371968,0,1.0137170278141872,10,1
2017-08-30,3087.25,-2.1054336383512844,-1,-4.438735060884193,10,1
2017-08-31,3141.5,-4.209772401718927,-1,-4.884418480127157,10,1
2017-09-01,3185.0,-4.4740973312401895,-1,-4.4378648637365625,10,1
2017-09-05,3138.0,-0.4063097514340308,0,-12.996546673406286,10,0
2017-09-06,3091.5,1.8680252304706493,0,-11.0735385951535,10,0
2017-09-07,3125.5,-0.26395776675731675,0,-2.97386876591566,10,1
2017-09-08,3028.5,1.6014528644543446,0,1.973905229699608,10,1
2017-09-12,3056.0,3.6649214659685962,1,-10.289988631151061,10,0
2017-09-13,3022.25,4.210439242286368,1,-7.605254420169502,10,0
2017-09-14,3009.25,5.94001827697932,1,-11.040987591718274,10,0
2017-09-15,3042.5,5.349219391947413,1,-10.942687642369668,10,0
2017-09-19,3125.25,6.023518118550508,1,-6.845385649579785,10,1
