date,LMNIDY,return_5d,discrete_5d,score,horizon,discrete_score
2018-01-04,12602.5,-0.2340805395754764,0,-5.8726433586065685,5,-1
2018-01-09,12642.0,-1.2656225280810007,-1,4.796407760925564,5,0
2018-01-10,12883.5,-4.131253153258041,-1,1.588174288338494,5,-1
2018-01-11,12573.0,-1.2089397916169586,-1,-2.7550855549102797,5,-1
2018-01-12,12684.0,-0.043361715547141085,0,-4.279185781781233,5,-1
2018-01-17,12351.25,9.62048375670479,1,-5.171534509873308,5,-1
2018-01-18,12421.0,9.995169471057077,1,-3.1778490562694977,5,-1
2018-01-23,12810.0,3.95784543325528,1,-1.8405169000183639,5,-1
2018-01-24,13539.5,0.14771594224307627,0,-1.7925567737795882,5,-1
2018-01-25,13662.5,2.2177493138151982,0,-1.0046542691260514,5,-1
2018-01-26,13618.5,-1.6044351433711523,-1,-3.7322765961962174,5,-1
2018-01-29,13775.5,-0.5117781568727109,0,-1.0089263737738017,5,-1
2018-01-30,13317.0,0.21025756551775746,0,-3.1099583340769845,5,-1
2018-01-31,13559.5,-3.1380213134702637,-1,-8.949649613812186,5,-1
2018-02-01,13965.5,-6.165192796534313,-1,-5.770964334630438,5,-1
2018-02-06,13345.0,0.4720869239415615,0,10.74313645477049,5,1
2018-02-07,13134.0,7.0199482259783785,1,8.22222680510991,5,0
2018-02-23,13723.0,-2.3318516359396635,-1,-8.180945661877013,5,-1
2018-02-27,13797.5,-1.2466026454067802,-1,-9.150717164691518,5,-1
2018-02-28,13743.5,-1.5243569687488634,-1,-7.387889518286643,5,-1
2018-03-01,13412.0,-1.4800178944229023,-1,-5.575202625488164,5,-1
2018-03-06,13625.5,1.486183993247958,0,10.171735814465482,5,1
2018-03-07,13534.0,1.81395005172158,0,8.048289006306842,5,0
2018-03-08,13213.5,2.7434063647027607,0,6.443523163332608,5,0
2018-03-12,13622.5,-1.4204441181868257,-1,-0.5445465275099193,5,-1
2018-03-13,13828.0,-3.0373155915533685,-1,-1.748252826479295,5,-1
2018-03-14,13779.5,-2.637976704524836,-1,3.3942630147515898,5,0
2018-03-15,13576.0,-3.1673541543901007,-1,7.996794731526863,5,0
2018-03-16,13569.0,-4.915616478738305,-1,6.62428873590455,5,0
2018-03-20,13408.0,-3.4307875894988067,-1,-1.6833963982257327,5,-1
2018-03-21,13416.0,-2.4970184853905786,-1,-4.496508714575982,5,-1
2018-03-22,13146.0,0.8139357979613626,0,-7.057687086223918,5,-1
2018-03-23,12902.0,4.003255309254383,1,-3.9788662783180846,5,-1
2018-03-29,13253.0,1.0337282124802003,0,-2.5325261860539316,5,-1
2018-04-04,13099.5,5.504026871254619,1,30.594163165564613,5,1
2018-04-10,13651.5,3.82741823242867,1,5.638030423213997,5,0
2018-04-11,13820.5,10.155204225606894,1,12.665920938547124,5,1
2018-04-12,13671.0,9.871260332089825,1,16.721929318760335,5,1
2018-04-13,13897.0,6.321508239188312,1,16.40808295813963,5,1
2018-04-17,14174.0,-1.7708480316071642,-1,32.69906348568177,5,1
2018-04-20,14775.5,-6.3957226489797305,-1,1.9815668215636053,5,-1
2018-04-24,13923.0,-2.3432449903038166,-1,9.303009543097405,5,1
2018-04-25,14085.5,-1.0649249227929425,-1,6.028750484675357,5,0
2018-04-26,14181.0,-3.2155701290459087,-1,12.06840946247449,5,1
2018-04-27,13830.5,1.037561910270779,0,20.47625249967911,5,1
2018-05-03,13725.0,1.9672131147540959,0,-2.2766970079708293,5,-1
2018-05-09,13863.0,3.8952607660679437,1,13.190233049484476,5,1
2018-05-15,14354.0,2.5637452974780484,0,12.655185737046747,5,1
2018-05-16,14403.0,1.3122266194542709,0,8.522338636695379,5,0
2018-05-17,14529.0,2.1611948516759627,0,5.7961714408986476,5,0
2018-05-18,14688.5,0.24168567246485306,0,11.292776141281509,5,1
2018-05-22,14722.0,2.340035321287859,0,23.852092881342163,5,1
2018-05-23,14592.0,3.875411184210531,1,24.07089524719939,5,1
2018-05-24,14843.0,3.621235599272388,1,14.935709035056744,5,1
2018-05-25,14724.0,4.750747079597928,1,13.396159450620873,5,1
2018-05-30,15066.5,3.340191816281157,0,9.079058522269998,5,1
2018-05-31,15157.5,1.9693221177634836,0,15.253979041320784,5,1
2018-06-01,15380.5,-0.16579434998862386,0,19.52562681492517,5,1
2018-06-05,15687.5,-3.5187250996015935,-1,15.979256922389881,5,1
2018-06-06,15569.75,-0.1332712471298514,0,11.508797696543276,5,1
2018-06-07,15456.0,-1.5883799171842683,-1,7.8954316104683135,5,0
2018-06-08,15355.0,-1.6118528166720991,-1,9.844582856951671,5,1
2018-06-12,15135.5,-3.762677149747285,-1,-6.438838491109384,5,-1
2018-06-13,15549.0,-4.218920830921602,-1,-6.173003671258662,5,-1
2018-06-14,15210.5,-2.008480983531113,-1,-3.9630204395109625,5,-1
2018-06-15,15107.5,0.4832037067681538,0,-2.2012591656149003,5,-1
2018-06-20,14893.0,-0.5975961861277135,-1,9.751253977260651,5,1
2018-06-21,14905.0,-1.3183495471318365,-1,12.530712700747378,5,1
2018-06-22,15180.5,-2.354994894766316,-1,14.302922737613757,5,1
2018-06-26,14704.5,-2.3870243802917472,-1,8.028357517101714,5,0
2018-06-27,14804.0,-5.0661983247770825,-1,7.1607958222738,5,0
2018-06-28,14708.5,-4.113267838324775,-1,9.283314004433443,5,1
2018-06-29,14823.0,-6.560750185522502,-1,7.0219305831020735,5,0
