date,LMZSDY,return_20d,discrete_20d,score,horizon,discrete_score
2018-07-04,2752.75,-5.040414131323223,-1,-0.8552116177218986,20,-1
2018-07-05,2738.0,-4.2366691015339635,-1,-1.0031640521742695,20,-1
2018-07-06,2763.0,-3.1849439015562813,-1,0.6636904931835613,20,-1
2018-07-09,2716.0,-3.525405007363769,-1,0.14469283341925598,20,-1
2018-07-10,2655.0,-0.4519774011299438,0,3.604322592445004,20,-1
2018-07-11,2586.0,2.6295436968290837,0,6.256353908387022,20,-1
2018-07-12,2589.5,1.6412434832979272,0,4.434921339394741,20,-1
2018-07-13,2596.0,-1.7719568567026167,-1,-0.4235989038149645,20,-1
2018-07-16,2502.0,-1.2989608313349277,-1,4.602531418773377,20,-1
2018-07-17,2534.0,-3.7884767166535114,-1,5.2339946758412905,20,-1
2018-07-18,2631.0,-13.207905739262635,-1,5.2521956495733475,20,-1
2018-07-19,2591.5,-8.006945784294805,-1,11.901510010859267,20,1
2018-07-20,2618.0,-8.689839572192515,-1,12.459375756677751,20,1
2018-07-23,2580.0,-7.693798449612398,-1,5.945945161635327,20,-1
2018-07-24,2652.5,-8.539114043355323,-1,11.04388226306903,20,0
2018-07-25,2630.5,-6.091997719064812,-1,11.702166135594275,20,1
2018-07-26,2628.0,-5.8219178082191805,-1,9.100713338430788,20,0
2018-07-27,2655.5,-4.311805686311431,-1,28.803788293058485,20,1
2018-07-30,2617.25,-2.7987391345878354,-1,18.076680048486462,20,1
2018-07-31,2676.0,-6.044469357249628,-1,15.530236144091294,20,1
2018-08-01,2614.0,-5.336648814078037,-1,26.574565541101556,20,1
2018-08-02,2622.0,-6.1117467581998435,-1,19.30328642709676,20,1
2018-08-03,2675.0,-7.682242990654209,-1,11.660761213933053,20,1
2018-08-06,2620.25,-7.470661196450722,-1,9.338779315974039,20,0
2018-08-07,2643.0,-8.134695421869086,-1,7.8346282152184425,20,0
2018-08-08,2654.0,-7.78070836473248,-1,8.324804785819392,20,0
2018-08-09,2632.0,-7.940729483282674,-1,16.032330308261834,20,1
2018-08-10,2550.0,-6.725490196078433,-1,15.672122049097002,20,1
2018-08-13,2469.5,-6.8131200647904455,-1,3.607712397441626,20,-1
2018-08-14,2438.0,-3.2301066447908084,-1,7.081446759798014,20,0
2018-08-15,2283.5,2.6822859645281305,0,16.026710689578074,20,1
2018-08-16,2384.0,-2.841862416107388,-1,21.794363866852766,20,1
2018-08-17,2390.5,-3.8067349926793503,-1,18.49868787889124,20,1
2018-08-20,2381.5,-2.3304639932815507,-1,-0.1563639315066359,20,-1
2018-08-21,2426.0,-0.3915910964550684,0,5.0155898402767845,20,-1
2018-08-22,2470.25,-1.02216374860844,-1,7.194966554676778,20,0
2018-08-23,2475.0,0.9595959595959602,0,11.830122013249266,20,1
2018-08-24,2541.0,0.8264462809917328,0,11.72652057076177,20,1
2018-08-28,2544.0,-1.1792452830188704,-1,11.150178650967813,20,0
2018-08-29,2514.25,1.5710450432534495,0,4.810239918720847,20,-1
2018-08-30,2474.5,2.121640735502117,0,3.4317564030395467,20,-1
2018-08-31,2461.75,7.99228191327308,1,9.676496861674703,20,0
2018-09-03,2469.5,9.31362624012959,1,18.279660106915752,20,1
2018-09-04,2424.5,10.744483398638891,1,12.649864322969966,20,1
2018-09-05,2428.0,10.296540362438213,1,8.585448585723972,20,0
2018-09-06,2447.5,9.601634320735444,1,11.230675555446842,20,0
2018-09-07,2423.0,10.090796533223267,1,11.348270352579876,20,1
2018-09-10,2378.5,11.624973722934628,1,13.539294742445412,20,1
2018-09-11,2301.25,18.174904942965785,1,9.453932100302714,20,0
2018-09-12,2359.25,11.730422803857168,1,9.13633608787961,20,0
2018-09-13,2344.75,12.31474570849771,1,11.774022066525955,20,1
2018-09-14,2316.25,15.520777118186734,1,13.414628618301613,20,1
2018-09-17,2299.5,14.220482713633409,1,3.105579606851599,20,-1
2018-09-18,2326.0,13.435081685296655,1,7.1179257708918975,20,0
2018-09-19,2416.5,12.166356300434522,1,19.762856239938284,20,1
2018-09-20,2445.0,11.717791411042946,1,25.688806159078503,20,1
2018-09-21,2498.75,7.113556778389184,1,24.546666354218388,20,1
2018-09-25,2514.0,8.253778838504378,1,18.97252628259244,20,1
2018-09-26,2553.75,6.118453255017142,1,14.171255212914774,20,1
2018-09-27,2527.0,6.4305500593589295,1,11.059073726908483,20,0
2018-09-28,2658.5,1.7114914425427896,0,13.707753478695896,20,1
2018-10-08,2655.0,-3.5593220338983045,-1,13.199171303125675,20,1
2018-10-09,2719.5,-6.5453208310351165,-1,14.703555657801044,20,1
2018-10-10,2636.0,-5.064491654021241,-1,8.319278616845875,20,0
2018-10-11,2633.5,-1.7467248908296984,-1,5.754669458749647,20,-1
2018-10-12,2675.75,-3.3541997570774584,-1,11.029326940380292,20,0
2018-10-15,2626.5,-2.4176660955644413,-1,12.903366209210589,20,1
2018-10-16,2638.5,-3.5247299602046644,-1,10.296494333394149,20,0
2018-10-17,2710.5,-5.303449548053862,-1,8.83866544491848,20,0
2018-10-18,2731.5,-3.020318506315212,-1,7.169542076658229,20,0
2018-10-19,2676.5,0.3082383710069081,0,5.970544087511763,20,-1
2018-10-22,2719.0,-0.8091210003677851,0,5.1519920251229365,20,-1
2018-10-23,2721.5,-2.810949843836119,-1,13.130200137072697,20,1
2018-10-24,2710.0,-1.7527675276752808,-1,16.201917893669894,20,1
2018-10-25,2689.5,-0.6506785647889979,0,17.753648347840077,20,1
2018-10-26,2704.0,-3.3468934911242587,-1,11.135489794537275,20,0
2018-10-29,2680.5,-4.86849468382764,-1,7.2629433959043705,20,0
2018-10-30,2602.5,-3.400576368876085,-1,14.073436568489242,20,1
2018-10-31,2551.75,-0.2645243460370317,0,17.557164063687242,20,1
2018-11-01,2595.75,-1.0690551863623219,-1,11.267180219264405,20,0
2018-11-02,2600.5,2.0957508171505435,0,8.139725302009394,20,0
2018-11-05,2560.5,5.1552431165788,1,5.831347806167765,20,-1
2018-11-06,2541.5,6.6692897894943926,1,5.873015017824635,20,-1
2018-11-07,2502.5,9.610389610389603,1,7.048660239985762,20,0
2018-11-08,2587.5,4.618357487922697,1,7.342050178193853,20,0
2018-11-09,2586.0,3.673627223511211,1,4.571892451443025,20,-1
2018-11-12,2563.0,3.218884120171684,0,4.338176920984867,20,-1
2018-11-13,2545.5,4.7731290512669435,1,5.058325389837084,20,-1
2018-11-14,2566.75,3.068082205123201,0,5.032228544659231,20,-1
2018-11-15,2649.0,-0.604001510003771,0,6.129158349307728,20,-1
2018-11-16,2684.75,-4.311388397429927,-1,7.165574498011482,20,0
2018-11-19,2697.0,-3.985910270671112,-1,2.405416943933088,20,-1
2018-11-20,2645.0,-2.4952741020793923,-1,3.2585763913862964,20,-1
2018-11-21,2662.5,-2.178403755868541,-1,3.89944210046236,20,-1
2018-11-22,2672.0,-3.0688622754491024,-1,1.5254207618960862,20,-1
2018-11-23,2613.5,-2.2957719533193037,-1,-0.0007318880031445602,20,-1
2018-11-26,2550.0,-0.7843137254901933,0,0.5282636566304407,20,-1
2018-11-27,2514.0,1.7104216388226012,0,-0.4714348517763034,20,-1
2018-11-28,2545.0,-2.043222003929268,-1,-4.866836878029152,20,-1
2018-11-29,2568.0,-1.927570093457942,-1,-5.944645577947558,20,-1
2018-11-30,2655.0,-6.967984934086624,-1,1.306142439091496,20,-1
2018-12-03,2692.5,-8.85793871866295,-1,-1.8390617302085508,20,-1
2018-12-04,2711.0,-7.4142382884544435,-1,-0.23761862550052146,20,-1
2018-12-05,2743.0,-6.124681006197597,-1,-0.3299622360968907,20,-1
2018-12-06,2707.0,-6.5016623568525995,-1,0.6850847226814457,20,-1
2018-12-07,2681.0,-6.24766878030586,-1,-0.28019137948618,20,-1
2018-12-10,2645.5,-6.426006426006426,-1,-12.120897274331483,20,-1
2018-12-11,2667.0,-6.336707911511064,-1,-4.607017143506497,20,-1
2018-12-12,2645.5,-5.915705915705916,-1,2.066199154761196,20,-1
2018-12-13,2633.0,-6.6843904291682525,-1,0.0017826323936315023,20,-1
2018-12-14,2569.0,-2.7442584663293084,-1,-0.31269693554314554,20,-1
2018-12-17,2589.5,-1.361266653794169,-1,0.4144898007906084,20,-1
2018-12-18,2579.0,0.445909267157818,0,4.167156310239409,20,-1
2018-12-19,2604.5,-0.3071606834325169,0,7.833936212827224,20,0
2018-12-20,2590.0,-0.05791505791505891,0,7.138330825282383,20,0
2018-12-21,2553.5,2.9175641276679043,0,8.037743493088383,20,0
2018-12-24,2530.0,4.683794466403167,1,0.360078038233886,20,-1
2018-12-27,2557.0,4.908095424325376,1,3.8633349954388194,20,-1
2018-12-28,2493.0,7.882069795427203,1,1.0885310751147217,20,-1
