date,LMSNDY,return_5d,discrete_5d,score,horizon,discrete_score
2017-02-28,19205.0,0.82270242124447,0,0.0,5,0
2017-04-07,20269.0,-3.9962504316937153,-1,1.3533439041554511,5,1
2017-04-19,19800.0,0.8333333333333304,0,1.7662349999999998,5,1
2017-05-09,19753.0,1.5086316002632438,0,1.1940540000000002,5,1
2017-05-10,19738.0,4.063228290606946,1,1.2855239999999997,5,1
2017-05-11,19936.0,2.05156500802568,1,1.2782875851470914,5,1
2017-05-23,20678.0,-1.1751620079311298,-1,-6.212761311858766,5,-1
2017-05-24,20526.0,0.11692487576731025,0,10.785548606271078,5,1
2017-05-25,20530.0,-0.5358012664393619,-1,24.400525,5,1
2017-05-31,20435.0,-5.006116956202589,-1,-0.6871175142830149,5,0
2017-06-01,20550.0,-6.136253041362528,-1,2.4422597482232598,5,1
2017-06-06,19778.5,-1.3069747453042455,-1,0.513298976462825,5,1
2017-06-07,19412.0,-0.3348444261281669,-1,0.7590071008030975,5,1
2017-06-08,19289.0,1.7315568458706965,0,6.842728019365772,5,1
2017-06-09,18930.0,4.56946645536187,1,15.70735,5,1
2017-06-13,19520.0,0.5379098360655643,0,8.134381189442516,5,1
2017-06-14,19347.0,1.4369152840233657,0,15.56606287901325,5,1
2017-06-15,19623.0,-1.4676654945727008,-1,5.756198969720195,5,1
2017-06-16,19795.0,-2.5511492801212454,-1,-0.8360699999999999,5,0
2017-06-20,19625.0,-1.1974522292993672,-1,-1.9571019677870956,5,0
2017-06-21,19625.0,-0.22929936305732254,-1,-1.7360347032063654,5,0
2017-06-22,19335.0,4.96508921644685,1,0.16280465392115648,5,1
2017-06-23,19290.0,4.872991187143594,1,-1.0480575941106882,5,0
2017-06-27,19390.0,4.383702939659617,1,-3.2248210000000004,5,0
2017-06-28,19580.0,1.2512768130745755,0,5.166510907889193,5,1
2017-06-29,20295.0,-1.0101010101010055,-1,10.655229588093935,5,1
2017-06-30,20230.0,-2.743450321304997,-1,6.0965062960923495,5,1
