date,LMSNDY,return_1d,discrete_1d,score,horizon,discrete_score
2018-07-03,19731.0,-0.24834017535857456,0,0.0,1,0
2018-07-04,19682.0,-0.9602682654201832,-1,0.0,1,0
2018-07-05,19493.0,-0.5130046683424871,-1,0.0,1,0
2018-07-06,19393.0,1.4283504357242238,1,0.0,1,0
2018-07-10,19840.0,-1.9354838709677469,-1,0.0,1,0
2018-07-11,19456.0,1.4083059210526327,1,0.0,1,0
2018-07-12,19730.0,0.6462240243284345,1,0.0,1,0
2018-07-13,19857.5,-1.498174493264515,-1,0.0,1,0
2018-07-16,19560.0,0.1278118609406853,0,0.0,1,0
2018-07-17,19585.0,-0.1225427623181008,0,0.0,1,0
2018-07-18,19561.0,0.14825417923418627,0,0.0,1,0
2018-07-19,19590.0,-0.07656967840734552,0,0.0,1,0
2018-07-20,19575.0,-0.03575989782886868,0,0.0,1,0
2018-07-23,19568.0,0.9811937857726828,1,0.0,1,0
2018-07-24,19760.0,0.43016194331984,1,0.0,1,0
2018-07-25,19845.0,0.6046863189720364,1,0.0,1,0
2018-07-26,19965.0,0.4007012271475041,1,0.0,1,0
2018-07-27,20045.0,0.5188326265901821,1,0.0,1,0
2018-07-30,20149.0,0.12903866196833924,0,0.0,1,0
2018-07-31,20175.0,-1.239157372986366,-1,0.0,1,0
2018-08-01,19925.0,-1.2547051442910906,-1,0.0,1,0
2018-08-02,19675.0,0.0,0,0.0,1,0
2018-08-03,19675.0,-0.4066073697585715,-1,0.0,1,0
2018-08-07,19636.0,-0.8912202077816289,-1,0.0,1,0
2018-08-08,19461.0,0.7682030728122902,1,0.0,1,0
2018-08-09,19610.5,-0.5685729583641441,-1,0.0,1,0
2018-08-10,19499.0,-0.5333606851633421,-1,0.0,1,0
2018-08-13,19395.0,-1.8716163959783485,-1,0.0,1,0
2018-08-14,19032.0,-3.346994535519121,-1,0.0,1,0
2018-08-15,18395.0,1.0600706713780994,1,0.0,1,0
2018-08-16,18590.0,0.4679935449166228,1,0.0,1,0
2018-08-17,18677.0,0.5514804304759924,1,0.0,1,0
2018-08-20,18780.0,1.437699680511173,1,0.0,1,0
2018-08-21,19050.0,1.9947506561679875,1,0.0,1,0
2018-08-22,19430.0,-1.4153371075656174,-1,0.0,1,0
2018-08-23,19155.0,-0.6003654398329394,-1,0.0,1,0
