date,LMSNDY,return_3d,discrete_3d,score,horizon,discrete_score
2018-01-03,19963.0,0.2855282272203663,0,16.2659,3,1
2018-01-04,19910.0,0.3314917127071881,0,15.031533333333336,3,1
2018-01-08,20020.0,1.098901098901095,1,-4.417623296204437,3,-1
2018-01-10,20092.0,1.1845510651005364,1,11.935628986499331,3,1
2018-01-11,20240.0,1.2845849802371578,1,7.484774684483416,3,0
2018-01-12,20302.0,1.1230420648211892,1,0.9268865,3,-1
2018-01-16,20500.0,0.9268292682926838,1,-4.13580928001228,3,-1
2018-01-17,20530.0,1.583049196298103,1,2.2893324244631477,3,-1
2018-01-18,20465.0,1.7591009039824137,1,1.5572292140263049,3,-1
2018-01-19,20690.0,2.9482841952634065,1,-0.2681571265077621,3,-1
2018-01-22,20855.0,3.764085351234714,1,-3.36471628512066,3,-1
2018-01-23,20825.0,4.777911164465776,1,4.617491334385875,3,0
2018-01-24,21300.0,3.7746478873239337,1,19.49916320700121,3,1
2018-01-25,21640.0,0.6839186691312449,1,29.194425,3,1
2018-01-26,21820.0,0.16040329972502046,0,34.30833333333334,3,1
2018-01-29,22104.0,-2.5063336952587782,-1,0.0,3,-1
2018-02-13,21588.0,1.3155456735223223,1,0.0,3,-1
2018-02-14,21650.0,0.16166281755196632,0,18.439648954772252,3,1
2018-04-24,21365.0,-1.5164989468757328,-1,-0.6799310768028725,3,-1
2018-05-29,20490.0,1.4885309907271882,1,0.0,3,-1
2018-05-30,20600.0,0.10194174757280904,0,0.0,3,-1
2018-06-04,20621.0,3.8892391251636567,1,0.0,3,-1
2018-06-11,21260.0,-1.42521166509878,-1,-22.93476304186481,3,-1
2018-06-12,21215.0,-1.5743577657317933,-1,-21.54599132950514,3,-1
2018-06-13,20955.0,-1.7275113338105497,-1,-17.080474392952098,3,-1
2018-06-14,20957.0,-2.395381018275522,-1,0.0,3,-1
2018-06-15,20881.0,-0.6513098031703413,-1,-3.6017622674274588,3,-1
2018-06-19,20455.0,0.0977756049865608,0,-1.2122395475156118,3,-1
2018-06-20,20745.0,-2.67534345625452,-1,-0.2199740153500794,3,-1
2018-06-21,20597.0,-2.024566684468609,-1,0.4400317525301485,3,-1
2018-06-22,20475.0,-2.6129426129426148,-1,0.935786684748932,3,-1
2018-06-25,20190.0,-2.4814264487370012,-1,1.0992818526824113,3,-1
2018-06-26,20180.0,-1.7343904856293335,-1,1.0992818526824113,3,-1
2018-06-27,19940.0,-0.576730190571717,-1,1.0992818526824113,3,-1
2018-06-28,19689.0,0.2133170806033924,0,0.6263423974343868,3,-1
2018-06-29,19830.0,-0.7463439233484581,-1,0.0,3,-1
