date,LMCADY,return_5d,discrete_5d,score,horizon,discrete_score
2017-07-04,5867.25,-0.3408751970684687,0,3.8922820239812816,5,-1
2017-07-05,5814.0,1.1265909872721025,0,2.5232552815013065,5,-1
2017-07-06,5824.0,0.5065247252747263,0,3.4349085934208063,5,-1
2017-07-07,5804.0,1.7444865609924198,1,2.596557998125784,5,-1
2017-07-11,5847.25,2.1591346359399743,1,5.876398530767608,5,0
2017-07-12,5879.5,0.8504124500382737,0,4.192328727301153,5,0
2017-07-13,5853.5,1.2257623643973758,0,2.3388090443554033,5,-1
2017-07-14,5905.25,1.1134160281105698,0,0.19493240323041047,5,-1
2017-07-17,5971.0,0.3977558197956865,0,4.090246150803818,5,-1
2017-07-18,5973.5,3.7457102201389434,1,6.78339654896388,5,0
2017-07-19,5929.5,6.2104730584366274,1,8.993713499018948,5,1
2017-07-20,5925.25,6.295093034049205,1,13.511677793679173,5,1
2017-07-21,5971.0,5.434600569418868,1,13.687718608590238,5,1
2017-07-24,5994.75,5.6966512364986075,1,3.922411026875944,5,-1
2017-07-25,6197.25,1.871797974908218,1,6.264847172390062,5,0
2017-07-26,6297.75,0.3890278273986692,0,10.810393189378805,5,1
2017-07-27,6298.25,0.4366292224030399,0,9.172398925053313,5,1
2017-07-28,6295.5,0.8299579064411144,0,4.1484124647973015,5,0
2017-07-31,6336.25,0.7575458670349144,0,-10.642630665526251,5,-1
2017-08-01,6313.25,2.1898388310299666,1,-3.319744652521612,5,-1
2017-08-02,6322.25,1.6528925619834656,1,4.333687903590532,5,0
2017-08-03,6325.75,1.074971347271081,0,3.678865145689195,5,-1
2017-08-04,6347.75,0.5553148753495439,0,4.995910837831738,5,0
2017-08-07,6384.25,-0.2623644124211899,0,3.5863906407370822,5,-1
2017-08-08,6451.5,-1.6662791598852975,-1,8.872210017678722,5,1
2017-08-09,6426.75,1.0853075037927429,0,10.67262273263886,5,1
2017-08-10,6393.75,0.9775171065493636,0,6.8519077897268845,5,0
2017-08-11,6383.0,1.0849130502898374,0,6.1481827733350345,5,0
2017-08-14,6367.5,2.8857479387514706,1,0.6208087024967532,5,-1
2017-08-15,6344.0,3.2038146279949498,1,4.389898312126778,5,0
2017-08-16,6496.5,0.6272608327561047,0,5.6817897960215715,5,0
2017-08-17,6456.25,3.20619554695063,1,2.8598367628300467,5,-1
2017-08-18,6452.25,3.0415746445038527,1,5.680982588612496,5,0
2017-08-21,6551.25,3.3695859568784625,1,-3.608063728324852,5,-1
2017-08-22,6547.25,2.9439841154683237,1,-2.4977768667093416,5,-1
2017-08-23,6537.25,3.399747600290648,1,3.795243345903085,5,-1
