,LEPB
2002-05-22,158025.0
2002-05-23,160000.0
2002-05-24,160000.0
2002-05-27,160475.0
2002-05-28,160625.0
2002-05-29,160450.0
2002-05-30,160350.0
2002-05-31,159650.0
2002-06-05,158825.0
2002-06-06,160500.0
2002-06-07,161300.0
2002-06-10,162200.0
2002-06-11,163875.0
2002-06-12,165500.0
2002-06-13,165875.0
2002-06-14,166550.0
2002-06-17,164950.0
2002-06-18,164425.0
2002-06-19,164900.0
2002-06-20,165475.0
2002-06-21,164925.0
2002-06-24,165225.0
2002-06-25,167325.0
2002-06-26,167525.0
2002-06-27,167525.0
2002-06-28,167625.0
2002-07-01,167925.0
2002-07-02,167725.0
2002-07-03,170125.0
2002-07-04,168775.0
2002-07-05,171875.0
2002-07-08,171900.0
2002-07-09,171700.0
2002-07-10,171150.0
2002-07-11,172200.0
2002-07-12,172150.0
2002-07-15,172550.0
2002-07-16,172550.0
2002-07-17,170800.0
2002-07-18,172100.0
2002-07-19,174150.0
2002-07-22,175475.0
2002-07-23,177825.0
2002-07-24,179350.0
2002-07-25,181050.0
2002-07-26,179800.0
2002-07-29,179675.0
2002-07-30,180800.0
2002-07-31,180750.0
2002-08-01,180400.0
2002-08-02,180975.0
2002-08-05,180875.0
2002-08-06,180350.0
2002-08-07,181750.0
2002-08-08,182050.0
2002-08-09,181950.0
2002-08-12,180450.0
2002-08-13,180050.0
2002-08-14,179450.0
2002-08-15,179500.0
2002-08-16,179700.0
2002-08-19,179625.0
2002-08-20,179700.0
2002-08-21,178425.0
2002-08-22,178425.0
2002-08-23,178300.0
2002-08-27,178325.0
2002-08-28,178325.0
2002-08-29,179275.0
2002-08-30,179250.0
2002-09-02,179200.0
2002-09-03,178550.0
2002-09-04,178250.0
2002-09-05,178525.0
2002-09-06,178900.0
2002-09-09,179025.0
2002-09-10,179050.0
2002-09-11,178800.0
2002-09-12,178925.0
2002-09-13,178625.0
2002-09-16,177275.0
2002-09-17,177250.0
2002-09-18,173200.0
2002-09-19,173200.0
2002-09-20,173175.0
2002-09-23,173700.0
2002-09-24,172650.0
2002-09-25,173225.0
2002-09-26,171175.0
2002-09-27,170800.0
2002-09-30,171025.0
2002-10-01,170475.0
2002-10-02,170400.0
2002-10-03,170400.0
2002-10-04,168800.0
2002-10-07,168550.0
2002-10-08,168600.0
2002-10-09,168575.0
2002-10-10,168875.0
2002-10-11,169475.0
2002-10-14,170950.0
2002-10-15,170550.0
2002-10-16,170200.0
2002-10-17,177500.0
2002-10-18,177550.0
2002-10-21,177200.0
2002-10-22,175750.0
2002-10-23,175625.0
2002-10-24,174625.0
2002-10-25,174275.0
2002-10-28,172575.0
2002-10-29,174025.0
2002-10-30,173975.0
2002-10-31,173875.0
2002-11-01,173400.0
2002-11-04,174350.0
2002-11-05,179450.0
2002-11-06,179450.0
2002-11-07,179350.0
2002-11-08,176125.0
2002-11-11,175275.0
2002-11-12,176225.0
2002-11-13,176100.0
2002-11-14,176050.0
2002-11-15,174625.0
2002-11-18,174100.0
2002-11-19,174025.0
2002-11-20,173825.0
2002-11-21,173700.0
2002-11-22,172625.0
2002-11-25,171850.0
2002-11-26,171775.0
2002-11-27,172050.0
2002-11-28,171050.0
2002-11-29,166050.0
2002-12-02,165700.0
2002-12-03,165300.0
2002-12-04,165225.0
2002-12-05,165225.0
2002-12-06,165225.0
2002-12-09,165225.0
2002-12-10,164975.0
2002-12-11,165925.0
2002-12-12,165850.0
2002-12-13,167025.0
2002-12-16,170225.0
2002-12-17,171250.0
2002-12-18,173775.0
2002-12-19,174725.0
2002-12-20,173750.0
2002-12-23,175100.0
2002-12-24,176300.0
2002-12-30,176350.0
2002-12-31,176400.0
2003-01-02,176375.0
2003-01-03,176350.0
2003-01-06,176350.0
2003-01-07,176350.0
2003-01-08,176250.0
2003-01-09,176350.0
2003-01-10,176300.0
2003-01-13,176275.0
2003-01-14,176225.0
2003-01-15,175475.0
2003-01-16,175475.0
2003-01-17,175475.0
2003-01-20,175475.0
2003-01-21,175425.0
2003-01-22,175325.0
2003-01-23,175350.0
2003-01-24,175225.0
2003-01-27,175175.0
2003-01-28,175475.0
2003-01-29,175425.0
2003-01-30,175225.0
2003-01-31,175225.0
2003-02-03,175350.0
2003-02-04,175850.0
2003-02-05,172625.0
2003-02-06,172650.0
2003-02-07,172100.0
2003-02-10,172075.0
2003-02-11,172325.0
2003-02-12,173175.0
2003-02-13,173475.0
2003-02-14,173475.0
2003-02-17,163150.0
2003-02-18,162725.0
2003-02-19,162700.0
2003-02-20,162800.0
2003-02-21,162900.0
2003-02-24,162900.0
2003-02-25,162675.0
2003-02-26,162750.0
2003-02-27,164175.0
2003-02-28,164650.0
2003-03-03,164650.0
2003-03-04,164925.0
2003-03-05,164925.0
2003-03-06,164925.0
2003-03-07,165050.0
2003-03-10,165150.0
2003-03-11,165250.0
2003-03-12,165200.0
2003-03-13,164800.0
2003-03-14,164025.0
2003-03-17,164000.0
2003-03-18,165075.0
2003-03-19,165225.0
2003-03-20,166350.0
2003-03-21,166350.0
2003-03-24,166700.0
2003-03-25,166525.0
2003-03-26,166375.0
2003-03-27,176175.0
2003-03-28,176175.0
2003-03-31,175150.0
2003-04-01,176750.0
2003-04-02,169750.0
2003-04-03,169750.0
2003-04-04,169750.0
2003-04-07,169800.0
2003-04-08,169350.0
2003-04-09,168325.0
2003-04-10,168325.0
2003-04-11,168425.0
2003-04-14,168600.0
2003-04-15,168600.0
2003-04-16,169600.0
2003-04-17,169725.0
2003-04-22,169600.0
2003-04-23,169650.0
2003-04-24,169600.0
2003-04-25,169850.0
2003-04-28,169850.0
2003-04-29,169850.0
2003-04-30,169675.0
2003-05-01,169625.0
2003-05-02,169075.0
2003-05-06,169075.0
2003-05-07,169075.0
2003-05-08,170475.0
2003-05-09,170750.0
2003-05-12,169650.0
2003-05-13,169150.0
2003-05-14,170550.0
2003-05-15,170075.0
2003-05-16,170075.0
2003-05-19,170250.0
2003-05-20,169550.0
2003-05-21,168925.0
2003-05-22,169425.0
2003-05-23,169425.0
2003-05-27,169025.0
2003-05-28,169025.0
2003-05-29,170050.0
2003-05-30,170325.0
2003-06-02,170375.0
2003-06-03,170525.0
2003-06-04,170000.0
2003-06-05,170100.0
2003-06-06,171225.0
2003-06-09,171950.0
2003-06-10,171875.0
2003-06-11,172025.0
2003-06-12,172025.0
2003-06-13,172125.0
2003-06-16,172100.0
2003-06-17,172225.0
2003-06-18,171925.0
2003-06-19,172275.0
2003-06-20,171900.0
2003-06-23,170650.0
2003-06-24,170650.0
2003-06-25,163575.0
2003-06-26,163575.0
2003-06-27,164100.0
2003-06-30,164050.0
2003-07-01,164325.0
2003-07-02,164500.0
2003-07-03,164500.0
2003-07-04,164675.0
2003-07-07,164675.0
2003-07-08,164675.0
2003-07-09,164325.0
2003-07-10,164325.0
2003-07-11,164275.0
2003-07-14,164500.0
2003-07-15,164725.0
2003-07-16,164950.0
2003-07-17,164850.0
2003-07-18,163500.0
2003-07-21,163500.0
2003-07-22,163500.0
2003-07-23,162475.0
2003-07-24,162475.0
2003-07-25,162650.0
2003-07-28,162650.0
2003-07-29,162400.0
2003-07-30,162500.0
2003-07-31,162725.0
2003-08-01,162725.0
2003-08-04,162925.0
2003-08-05,162925.0
2003-08-06,163000.0
2003-08-07,162900.0
2003-08-08,162025.0
2003-08-11,162225.0
2003-08-12,162175.0
2003-08-13,162150.0
2003-08-14,162100.0
2003-08-15,161525.0
2003-08-18,161600.0
2003-08-19,161975.0
2003-08-20,161975.0
2003-08-21,161900.0
2003-08-22,161975.0
2003-08-26,161100.0
2003-08-27,161225.0
2003-08-28,161275.0
2003-08-29,159725.0
2003-09-01,157975.0
2003-09-02,155475.0
2003-09-03,155475.0
2003-09-04,155475.0
2003-09-05,156200.0
2003-09-08,156800.0
2003-09-09,156725.0
2003-09-10,156850.0
2003-09-11,156850.0
2003-09-12,156825.0
2003-09-15,156925.0
2003-09-16,157475.0
2003-09-17,157900.0
2003-09-18,156225.0
2003-09-19,156525.0
2003-09-22,156350.0
2003-09-23,156350.0
2003-09-24,154075.0
2003-09-25,150900.0
2003-09-26,150150.0
2003-09-29,150300.0
2003-09-30,150375.0
2003-10-01,150375.0
2003-10-02,150375.0
2003-10-03,150450.0
2003-10-06,149075.0
2003-10-07,149550.0
2003-10-08,150475.0
2003-10-09,150075.0
2003-10-10,149825.0
2003-10-13,153025.0
2003-10-14,150300.0
2003-10-15,149700.0
2003-10-16,148400.0
2003-10-17,148450.0
2003-10-20,148625.0
2003-10-21,148625.0
2003-10-22,148700.0
2003-10-23,148700.0
2003-10-24,148750.0
2003-10-27,148550.0
2003-10-28,147325.0
2003-10-29,147500.0
2003-10-30,147525.0
2003-10-31,147025.0
2003-11-03,147050.0
2003-11-04,146375.0
2003-11-05,146375.0
2003-11-06,146375.0
2003-11-07,146675.0
2003-11-10,146650.0
2003-11-11,142525.0
2003-11-12,130225.0
2003-11-13,129375.0
2003-11-14,129425.0
2003-11-17,129425.0
2003-11-18,129425.0
2003-11-19,129675.0
2003-11-20,129375.0
2003-11-21,128475.0
2003-11-24,127000.0
2003-11-25,123675.0
2003-11-26,123550.0
2003-11-27,123525.0
2003-11-28,123050.0
2003-12-01,121000.0
2003-12-02,121000.0
2003-12-03,121000.0
2003-12-04,116925.0
2003-12-05,102025.0
2003-12-08,100100.0
2003-12-09,100100.0
2003-12-10,99850.0
2003-12-11,99500.0
2003-12-12,99500.0
2003-12-15,99450.0
2003-12-16,99250.0
2003-12-17,97675.0
2003-12-18,91350.0
2003-12-19,91550.0
2003-12-22,91625.0
2003-12-23,87250.0
2003-12-24,87325.0
2003-12-29,87325.0
2003-12-30,86175.0
2003-12-31,86175.0
2004-01-02,86175.0
2004-01-05,86175.0
2004-01-06,86175.0
2004-01-07,85650.0
2004-01-08,85650.0
2004-01-09,85650.0
2004-01-12,85650.0
2004-01-13,83650.0
2004-01-14,83650.0
2004-01-15,79825.0
2004-01-16,79825.0
2004-01-19,79550.0
2004-01-20,77200.0
2004-01-21,77200.0
2004-01-22,77200.0
2004-01-23,77200.0
2004-01-26,77200.0
2004-01-27,77200.0
2004-01-28,74675.0
2004-01-29,74675.0
2004-01-30,74125.0
2004-02-02,74125.0
2004-02-03,73825.0
2004-02-04,73825.0
2004-02-05,73825.0
2004-02-06,73825.0
2004-02-09,72375.0
2004-02-10,73350.0
2004-02-11,73350.0
2004-02-12,73350.0
2004-02-13,73350.0
2004-02-16,73350.0
2004-02-17,73350.0
2004-02-18,73350.0
2004-02-19,73075.0
2004-02-20,73125.0
2004-02-23,73125.0
2004-02-24,73125.0
2004-02-25,73125.0
2004-02-26,73125.0
2004-02-27,73125.0
2004-03-01,73125.0
2004-03-02,73125.0
2004-03-03,73125.0
2004-03-04,73125.0
2004-03-05,73125.0
2004-03-08,73125.0
2004-03-09,73125.0
2004-03-10,73125.0
2004-03-11,73125.0
2004-03-12,73125.0
2004-03-15,73125.0
2004-03-16,73125.0
2004-03-17,73075.0
2004-03-18,73075.0
2004-03-19,73050.0
2004-03-22,73050.0
2004-03-23,73050.0
2004-03-24,72650.0
2004-03-25,72650.0
2004-03-26,72650.0
2004-03-29,72650.0
2004-03-30,72650.0
2004-03-31,72050.0
2004-04-01,72050.0
2004-04-02,72050.0
2004-04-05,69550.0
2004-04-06,69450.0
2004-04-07,69450.0
2004-04-08,69450.0
2004-04-13,69425.0
2004-04-14,68425.0
2004-04-15,67400.0
2004-04-16,67725.0
2004-04-19,66475.0
2004-04-20,66225.0
2004-04-21,66225.0
2004-04-22,65225.0
2004-04-23,64825.0
2004-04-26,63850.0
2004-04-27,63850.0
2004-04-28,62925.0
2004-04-29,60375.0
2004-04-30,59125.0
2004-05-04,58750.0
2004-05-05,58750.0
2004-05-06,58750.0
2004-05-07,56250.0
2004-05-10,56250.0
2004-05-11,58750.0
2004-05-12,58750.0
2004-05-13,57950.0
2004-05-14,55950.0
2004-05-17,55450.0
2004-05-18,55300.0
2004-05-19,55300.0
2004-05-20,54825.0
2004-05-21,52975.0
2004-05-24,52975.0
2004-05-25,50975.0
2004-05-26,50675.0
2004-05-27,50675.0
2004-05-28,49925.0
2004-06-01,48425.0
2004-06-02,48225.0
2004-06-03,48225.0
2004-06-04,47575.0
2004-06-07,46825.0
2004-06-08,46825.0
2004-06-09,46825.0
2004-06-10,45050.0
2004-06-11,45325.0
2004-06-14,44925.0
2004-06-15,44925.0
2004-06-16,44775.0
2004-06-17,44700.0
2004-06-18,43700.0
2004-06-21,42350.0
2004-06-22,41900.0
2004-06-23,41600.0
2004-06-24,41100.0
2004-06-25,40600.0
2004-06-28,40225.0
2004-06-29,38900.0
2004-06-30,38400.0
2004-07-01,38200.0
2004-07-02,37425.0
2004-07-05,35675.0
2004-07-06,35500.0
2004-07-07,35350.0
2004-07-08,35350.0
2004-07-09,31775.0
2004-07-12,32225.0
2004-07-13,32225.0
2004-07-14,32225.0
2004-07-15,31925.0
2004-07-16,31650.0
2004-07-19,31400.0
2004-07-20,31575.0
2004-07-21,31575.0
2004-07-22,31500.0
2004-07-23,30775.0
2004-07-26,30775.0
2004-07-27,30775.0
2004-07-28,30650.0
2004-07-29,30625.0
2004-07-30,30725.0
2004-08-02,31325.0
2004-08-03,31425.0
2004-08-04,32750.0
2004-08-05,33725.0
2004-08-06,34750.0
2004-08-09,35350.0
2004-08-10,35225.0
2004-08-11,34975.0
2004-08-12,34925.0
2004-08-13,35175.0
2004-08-16,35175.0
2004-08-17,35150.0
2004-08-18,34425.0
2004-08-19,33675.0
2004-08-20,32325.0
2004-08-23,32325.0
2004-08-24,31775.0
2004-08-25,31225.0
2004-08-26,30950.0
2004-08-27,30125.0
2004-08-31,29825.0
2004-09-01,28975.0
2004-09-02,28975.0
2004-09-03,28575.0
2004-09-06,28575.0
2004-09-07,27625.0
2004-09-08,27625.0
2004-09-09,27200.0
2004-09-10,27475.0
2004-09-13,27425.0
2004-09-14,27425.0
2004-09-15,27425.0
2004-09-16,27425.0
2004-09-17,27425.0
2004-09-20,47325.0
2004-09-21,48025.0
2004-09-22,47925.0
2004-09-23,47875.0
2004-09-24,48050.0
2004-09-27,47925.0
2004-09-28,47575.0
2004-09-29,48150.0
2004-09-30,48025.0
2004-10-01,47875.0
2004-10-04,47875.0
2004-10-05,48050.0
2004-10-06,47650.0
2004-10-07,47475.0
2004-10-08,47375.0
2004-10-11,47325.0
2004-10-12,47200.0
2004-10-13,47200.0
2004-10-14,47200.0
2004-10-15,46800.0
2004-10-18,46800.0
2004-10-19,46625.0
2004-10-20,46575.0
2004-10-21,46575.0
2004-10-22,46525.0
2004-10-25,46525.0
2004-10-26,46150.0
2004-10-27,46925.0
2004-10-28,46450.0
2004-10-29,45625.0
2004-11-01,44775.0
2004-11-02,44575.0
2004-11-03,44350.0
2004-11-04,44150.0
2004-11-05,43900.0
2004-11-08,42625.0
2004-11-09,42225.0
2004-11-10,42125.0
2004-11-11,42975.0
2004-11-12,42425.0
2004-11-15,41575.0
2004-11-16,41575.0
2004-11-17,41350.0
2004-11-18,41350.0
2004-11-19,40525.0
2004-11-22,40525.0
2004-11-23,40525.0
2004-11-24,40525.0
2004-11-25,38950.0
2004-11-26,38950.0
2004-11-29,38550.0
2004-11-30,38550.0
2004-12-01,40575.0
2004-12-02,40525.0
2004-12-03,40425.0
2004-12-06,40425.0
2004-12-07,40425.0
2004-12-08,40175.0
2004-12-09,40175.0
2004-12-10,38650.0
2004-12-13,38650.0
2004-12-14,38450.0
2004-12-15,37600.0
2004-12-16,36675.0
2004-12-17,36675.0
2004-12-20,35425.0
2004-12-21,35425.0
2004-12-22,35425.0
2004-12-23,34925.0
2004-12-24,34925.0
2004-12-29,34900.0
2004-12-30,35900.0
2004-12-31,35400.0
2005-01-04,35400.0
2005-01-05,34700.0
2005-01-06,34675.0
2005-01-07,34675.0
2005-01-10,34675.0
2005-01-11,34775.0
2005-01-12,34750.0
2005-01-13,33975.0
2005-01-14,33975.0
2005-01-17,33800.0
2005-01-18,33800.0
2005-01-19,33600.0
2005-01-20,33575.0
2005-01-21,33575.0
2005-01-24,33575.0
2005-01-25,33075.0
2005-01-26,32800.0
2005-01-27,32725.0
2005-01-28,32700.0
2005-01-31,32700.0
2005-02-01,31250.0
2005-02-02,31250.0
2005-02-03,32300.0
2005-02-04,32300.0
2005-02-07,32300.0
2005-02-08,33250.0
2005-02-09,33250.0
2005-02-10,33550.0
2005-02-11,33550.0
2005-02-14,33550.0
2005-02-15,33550.0
2005-02-16,33550.0
2005-02-17,33525.0
2005-02-18,32775.0
2005-02-21,32550.0
2005-02-22,32450.0
2005-02-23,32475.0
2005-02-24,32475.0
2005-02-25,32325.0
2005-02-28,32325.0
2005-03-01,31725.0
2005-03-02,31725.0
2005-03-03,31650.0
2005-03-04,31950.0
2005-03-07,31800.0
2005-03-08,31800.0
2005-03-09,31800.0
2005-03-10,31700.0
2005-03-11,31700.0
2005-03-14,31625.0
2005-03-15,32400.0
2005-03-16,32125.0
2005-03-17,32125.0
2005-03-18,32025.0
2005-03-21,32000.0
2005-03-22,32000.0
2005-03-23,31775.0
2005-03-24,31475.0
2005-03-29,31225.0
2005-03-30,31900.0
2005-03-31,30800.0
2005-04-01,30800.0
2005-04-04,30650.0
2005-04-05,30325.0
2005-04-06,30325.0
2005-04-07,30850.0
2005-04-08,30750.0
2005-04-11,30750.0
2005-04-12,29675.0
2005-04-13,29675.0
2005-04-14,29675.0
2005-04-15,29650.0
2005-04-18,30575.0
2005-04-19,30275.0
2005-04-20,32275.0
2005-04-21,32100.0
2005-04-22,32550.0
2005-04-25,32325.0
2005-04-26,32325.0
2005-04-27,33025.0
2005-04-28,32575.0
2005-04-29,30075.0
2005-05-03,27850.0
2005-05-04,27850.0
2005-05-05,28950.0
2005-05-06,30125.0
2005-05-09,32100.0
2005-05-10,32375.0
2005-05-11,32275.0
2005-05-12,35150.0
2005-05-13,34150.0
2005-05-16,33750.0
2005-05-17,33700.0
2005-05-18,34700.0
2005-05-19,34400.0
2005-05-20,33150.0
2005-05-23,33150.0
2005-05-24,33150.0
2005-05-25,32050.0
2005-05-26,29550.0
2005-05-27,29550.0
2005-05-31,29550.0
2005-06-01,29500.0
2005-06-02,31975.0
2005-06-03,31925.0
2005-06-06,31800.0
2005-06-07,31800.0
2005-06-08,31800.0
2005-06-09,31800.0
2005-06-10,31750.0
2005-06-13,32025.0
2005-06-14,32525.0
2005-06-15,32675.0
2005-06-16,33475.0
2005-06-17,33800.0
2005-06-20,33800.0
2005-06-21,34000.0
2005-06-22,35250.0
2005-06-23,37025.0
2005-06-24,38150.0
2005-06-27,37125.0
2005-06-28,36475.0
2005-06-29,38925.0
2005-06-30,40800.0
2005-07-01,44300.0
2005-07-04,46800.0
2005-07-05,48050.0
2005-07-06,45650.0
2005-07-07,48075.0
2005-07-08,49250.0
2005-07-11,47900.0
2005-07-12,48125.0
2005-07-13,49800.0
2005-07-14,49850.0
2005-07-15,52350.0
2005-07-18,53675.0
2005-07-19,53850.0
2005-07-20,56375.0
2005-07-21,57275.0
2005-07-22,56925.0
2005-07-25,57250.0
2005-07-26,56550.0
2005-07-27,56400.0
2005-07-28,56050.0
2005-07-29,60900.0
2005-08-01,60975.0
2005-08-02,60375.0
2005-08-03,59350.0
2005-08-04,58425.0
2005-08-05,58275.0
2005-08-08,58050.0
2005-08-09,58025.0
2005-08-10,56925.0
2005-08-11,56900.0
2005-08-12,57375.0
2005-08-15,56750.0
2005-08-16,56725.0
2005-08-17,56725.0
2005-08-18,56525.0
2005-08-19,55050.0
2005-08-22,53825.0
2005-08-23,53600.0
2005-08-24,53250.0
2005-08-25,52950.0
2005-08-26,52675.0
2005-08-30,52675.0
2005-08-31,50925.0
2005-09-01,50925.0
2005-09-02,50225.0
2005-09-05,48725.0
2005-09-06,46250.0
2005-09-07,46250.0
2005-09-08,44850.0
2005-09-09,44325.0
2005-09-12,42650.0
2005-09-13,42575.0
2005-09-14,40675.0
2005-09-15,39300.0
2005-09-16,39700.0
2005-09-19,38750.0
2005-09-20,37925.0
2005-09-21,37175.0
2005-09-22,35925.0
2005-09-23,35225.0
2005-09-26,34625.0
2005-09-27,35650.0
2005-09-28,35400.0
2005-09-29,35500.0
2005-09-30,35500.0
2005-10-03,35300.0
2005-10-04,35300.0
2005-10-05,35100.0
2005-10-06,34950.0
2005-10-07,35350.0
2005-10-10,35875.0
2005-10-11,36800.0
2005-10-12,36975.0
2005-10-13,32975.0
2005-10-14,33775.0
2005-10-17,34275.0
2005-10-18,35175.0
2005-10-19,35600.0
2005-10-20,37075.0
2005-10-21,37250.0
2005-10-24,38050.0
2005-10-25,39550.0
2005-10-26,40975.0
2005-10-27,41975.0
2005-10-28,43475.0
2005-10-31,44000.0
2005-11-01,43900.0
2005-11-02,43900.0
2005-11-03,44100.0
2005-11-04,43425.0
2005-11-07,43300.0
2005-11-08,43300.0
2005-11-09,43100.0
2005-11-10,42600.0
2005-11-11,42600.0
2005-11-14,42500.0
2005-11-15,41975.0
2005-11-16,41975.0
2005-11-17,41975.0
2005-11-18,41850.0
2005-11-21,40550.0
2005-11-22,39950.0
2005-11-23,39550.0
2005-11-24,39550.0
2005-11-25,39500.0
2005-11-28,38800.0
2005-11-29,38025.0
2005-11-30,37650.0
2005-12-01,37925.0
2005-12-02,37575.0
2005-12-05,37350.0
2005-12-06,37350.0
2005-12-07,36350.0
2005-12-08,36325.0
2005-12-09,35900.0
2005-12-12,33225.0
2005-12-13,34175.0
2005-12-14,34175.0
2005-12-15,35175.0
2005-12-16,35125.0
2005-12-19,35125.0
2005-12-20,35125.0
2005-12-21,35600.0
2005-12-22,36200.0
2005-12-23,37325.0
2005-12-28,37900.0
2005-12-29,39025.0
2005-12-30,39325.0
2006-01-03,39725.0
2006-01-04,40550.0
2006-01-05,40700.0
2006-01-06,41675.0
2006-01-09,41675.0
2006-01-10,42950.0
2006-01-11,43575.0
2006-01-12,44550.0
2006-01-13,44825.0
2006-01-16,47300.0
2006-01-17,48575.0
2006-01-18,48925.0
2006-01-19,49025.0
2006-01-20,51500.0
2006-01-23,52325.0
2006-01-24,54275.0
2006-01-25,55600.0
2006-01-26,56150.0
2006-01-27,57800.0
2006-01-30,58250.0
2006-01-31,58250.0
2006-02-01,58050.0
2006-02-02,58475.0
2006-02-03,59425.0
2006-02-06,60350.0
2006-02-07,61400.0
2006-02-08,62350.0
2006-02-09,63075.0
2006-02-10,63000.0
2006-02-13,63700.0
2006-02-14,65700.0
2006-02-15,66675.0
2006-02-16,67175.0
2006-02-17,69150.0
2006-02-20,69750.0
2006-02-21,71575.0
2006-02-22,73300.0
2006-02-23,74650.0
2006-02-24,74850.0
2006-02-27,75800.0
2006-02-28,76175.0
2006-03-01,76900.0
2006-03-02,75150.0
2006-03-03,75100.0
2006-03-06,75100.0
2006-03-07,75100.0
2006-03-08,75325.0
2006-03-09,78675.0
2006-03-10,79325.0
2006-03-13,80550.0
2006-03-14,82925.0
2006-03-15,81800.0
2006-03-16,83200.0
2006-03-17,83450.0
2006-03-20,83150.0
2006-03-21,83525.0
2006-03-22,83825.0
2006-03-23,84025.0
2006-03-24,84725.0
2006-03-27,85650.0
2006-03-28,87200.0
2006-03-29,87450.0
2006-03-30,87575.0
2006-03-31,89175.0
2006-04-03,89500.0
2006-04-04,90325.0
2006-04-05,90125.0
2006-04-06,90025.0
2006-04-07,89950.0
2006-04-10,91675.0
2006-04-11,91675.0
2006-04-12,92400.0
2006-04-13,92100.0
2006-04-18,93600.0
2006-04-19,94200.0
2006-04-20,94025.0
2006-04-21,91275.0
2006-04-24,91250.0
2006-04-25,93525.0
2006-04-26,93975.0
2006-04-27,93875.0
2006-04-28,96875.0
2006-05-02,96800.0
2006-05-03,97375.0
2006-05-04,97650.0
2006-05-05,97125.0
2006-05-08,97125.0
2006-05-09,99400.0
2006-05-10,99475.0
2006-05-11,100975.0
2006-05-12,100725.0
2006-05-15,100700.0
2006-05-16,101875.0
2006-05-17,102150.0
2006-05-18,103150.0
2006-05-19,103850.0
2006-05-22,105300.0
2006-05-23,105425.0
2006-05-24,106900.0
2006-05-25,107800.0
2006-05-26,107525.0
2006-05-30,108275.0
2006-05-31,108675.0
2006-06-01,107325.0
2006-06-02,107725.0
2006-06-05,107400.0
2006-06-06,107275.0
2006-06-07,106200.0
2006-06-08,106525.0
2006-06-09,104300.0
2006-06-12,104850.0
2006-06-13,107000.0
2006-06-14,107975.0
2006-06-15,108350.0
2006-06-16,110950.0
2006-06-19,111950.0
2006-06-20,112200.0
2006-06-21,111500.0
2006-06-22,111125.0
2006-06-23,110250.0
2006-06-26,108750.0
2006-06-27,107850.0
2006-06-28,107750.0
2006-06-29,107275.0
2006-06-30,106350.0
2006-07-03,106400.0
2006-07-04,106475.0
2006-07-05,107225.0
2006-07-06,107025.0
2006-07-07,105975.0
2006-07-10,105400.0
2006-07-11,105300.0
2006-07-12,104775.0
2006-07-13,104550.0
2006-07-14,104800.0
2006-07-17,103325.0
2006-07-18,103850.0
2006-07-19,103500.0
2006-07-20,103500.0
2006-07-21,102750.0
2006-07-24,100525.0
2006-07-25,99550.0
2006-07-26,98875.0
2006-07-27,97925.0
2006-07-28,86750.0
2006-07-31,86200.0
2006-08-01,86150.0
2006-08-02,84800.0
2006-08-03,82100.0
2006-08-04,81850.0
2006-08-07,81200.0
2006-08-08,80975.0
2006-08-09,78475.0
2006-08-10,77875.0
2006-08-11,79275.0
2006-08-14,79250.0
2006-08-15,79225.0
2006-08-16,79175.0
2006-08-17,78675.0
2006-08-18,76025.0
2006-08-21,75950.0
2006-08-22,77925.0
2006-08-23,77950.0
2006-08-24,77775.0
2006-08-25,77725.0
2006-08-29,77575.0
2006-08-30,77325.0
2006-08-31,76900.0
2006-09-01,73325.0
2006-09-04,70850.0
2006-09-05,70525.0
2006-09-06,69775.0
2006-09-07,67825.0
2006-09-08,64475.0
2006-09-11,63550.0
2006-09-12,62550.0
2006-09-13,62200.0
2006-09-14,60075.0
2006-09-15,61350.0
2006-09-18,61200.0
2006-09-19,60925.0
2006-09-20,59450.0
2006-09-21,57575.0
2006-09-22,56650.0
2006-09-25,54650.0
2006-09-26,53500.0
2006-09-27,51600.0
2006-09-28,51000.0
2006-09-29,50725.0
2006-10-02,50500.0
2006-10-03,49775.0
2006-10-04,47000.0
2006-10-05,46650.0
2006-10-06,45850.0
2006-10-09,45325.0
2006-10-10,45225.0
2006-10-11,44800.0
2006-10-12,44175.0
2006-10-13,43925.0
2006-10-16,44550.0
2006-10-17,44575.0
2006-10-18,45725.0
2006-10-19,43500.0
2006-10-20,43850.0
2006-10-23,43075.0
2006-10-24,43075.0
2006-10-25,43050.0
2006-10-26,42650.0
2006-10-27,43000.0
2006-10-30,43050.0
2006-10-31,43875.0
2006-11-01,44250.0
2006-11-02,44150.0
2006-11-03,43900.0
2006-11-06,43525.0
2006-11-07,43550.0
2006-11-08,42700.0
2006-11-09,42700.0
2006-11-10,40700.0
2006-11-13,39475.0
2006-11-14,38775.0
2006-11-15,39100.0
2006-11-16,39125.0
2006-11-17,39125.0
2006-11-20,39475.0
2006-11-21,38825.0
2006-11-22,39875.0
2006-11-23,40025.0
2006-11-24,40450.0
2006-11-27,40600.0
2006-11-28,40300.0
2006-11-29,38825.0
2006-11-30,38425.0
2006-12-01,38725.0
2006-12-04,37475.0
2006-12-05,37525.0
2006-12-06,37275.0
2006-12-07,36600.0
2006-12-08,34800.0
2006-12-11,32975.0
2006-12-12,35275.0
2006-12-13,36075.0
2006-12-14,36575.0
2006-12-15,36275.0
2006-12-18,36250.0
2006-12-19,38150.0
2006-12-20,38775.0
2006-12-21,38350.0
2006-12-22,38500.0
2006-12-27,38400.0
2006-12-28,37625.0
2006-12-29,38300.0
2007-01-02,38525.0
