,LEPB
2007-01-03,38325.0
2007-01-04,40500.0
2007-01-05,38950.0
2007-01-08,39575.0
2007-01-09,39675.0
2007-01-10,39275.0
2007-01-11,38400.0
2007-01-12,38250.0
2007-01-15,38600.0
2007-01-16,38925.0
2007-01-17,39100.0
2007-01-18,38625.0
2007-01-19,38475.0
2007-01-22,37150.0
2007-01-23,37625.0
2007-01-24,36600.0
2007-01-25,36825.0
2007-01-26,37250.0
2007-01-29,37575.0
2007-01-30,37525.0
2007-01-31,37150.0
2007-02-01,37250.0
2007-02-02,36875.0
2007-02-05,35950.0
2007-02-06,36050.0
2007-02-07,35700.0
2007-02-08,35325.0
2007-02-09,34350.0
2007-02-12,33100.0
2007-02-13,31800.0
2007-02-14,31425.0
2007-02-15,31150.0
2007-02-16,31275.0
2007-02-19,31375.0
2007-02-20,31100.0
2007-02-21,30325.0
2007-02-22,30375.0
2007-02-23,30250.0
2007-02-26,29875.0
2007-02-27,29775.0
2007-02-28,30250.0
2007-03-01,30350.0
2007-03-02,30900.0
2007-03-05,30725.0
2007-03-06,30725.0
2007-03-07,30100.0
2007-03-08,29800.0
2007-03-09,30075.0
2007-03-12,29925.0
2007-03-13,30175.0
2007-03-14,30525.0
2007-03-15,30675.0
2007-03-16,30700.0
2007-03-19,30900.0
2007-03-20,30950.0
2007-03-21,31000.0
2007-03-22,31125.0
2007-03-23,31125.0
2007-03-26,31775.0
2007-03-27,32775.0
2007-03-28,33025.0
2007-03-29,32800.0
2007-03-30,33025.0
2007-04-02,33450.0
2007-04-03,33525.0
2007-04-04,32850.0
2007-04-05,33025.0
2007-04-10,32650.0
2007-04-11,34675.0
2007-04-12,34925.0
2007-04-13,34875.0
2007-04-16,35825.0
2007-04-17,37275.0
2007-04-18,37425.0
2007-04-19,37975.0
2007-04-20,39475.0
2007-04-23,39850.0
2007-04-24,40450.0
2007-04-25,40625.0
2007-04-26,40675.0
2007-04-27,40825.0
2007-04-30,41075.0
2007-05-01,42025.0
2007-05-02,42275.0
2007-05-03,42450.0
2007-05-04,40600.0
2007-05-08,40500.0
2007-05-09,41525.0
2007-05-10,41975.0
2007-05-11,43000.0
2007-05-14,42800.0
2007-05-15,43475.0
2007-05-16,43600.0
2007-05-17,46125.0
2007-05-18,47100.0
2007-05-21,47075.0
2007-05-22,45100.0
2007-05-23,45275.0
2007-05-24,45525.0
2007-05-25,45375.0
2007-05-29,45400.0
2007-05-30,45675.0
2007-05-31,46275.0
2007-06-01,45550.0
2007-06-04,45275.0
2007-06-05,44575.0
2007-06-06,42975.0
2007-06-07,42725.0
2007-06-08,42325.0
2007-06-11,42075.0
2007-06-12,42025.0
2007-06-13,42100.0
2007-06-14,41900.0
2007-06-15,40850.0
2007-06-18,40600.0
2007-06-19,40300.0
2007-06-20,42375.0
2007-06-21,42700.0
2007-06-22,43975.0
2007-06-25,45375.0
2007-06-26,45500.0
2007-06-27,44625.0
2007-06-28,44625.0
2007-06-29,44500.0
2007-07-02,44600.0
2007-07-03,43975.0
2007-07-04,43650.0
2007-07-05,42525.0
2007-07-06,42075.0
2007-07-09,41975.0
2007-07-10,41450.0
2007-07-11,41375.0
2007-07-12,41350.0
2007-07-13,41425.0
2007-07-16,40375.0
2007-07-17,40675.0
2007-07-18,40225.0
2007-07-19,40000.0
2007-07-20,40000.0
2007-07-23,39450.0
2007-07-24,38800.0
2007-07-25,38525.0
2007-07-26,37500.0
2007-07-27,36775.0
2007-07-30,34675.0
2007-07-31,34350.0
2007-08-01,33175.0
2007-08-02,32925.0
2007-08-03,31325.0
2007-08-06,30800.0
2007-08-07,28525.0
2007-08-08,28525.0
2007-08-09,28525.0
2007-08-10,28600.0
2007-08-13,25450.0
2007-08-14,25350.0
2007-08-15,25225.0
2007-08-16,25025.0
2007-08-17,24725.0
2007-08-20,25125.0
2007-08-21,25050.0
2007-08-22,24800.0
2007-08-23,24100.0
2007-08-24,23900.0
2007-08-28,23750.0
2007-08-29,23625.0
2007-08-30,22425.0
2007-08-31,22425.0
2007-09-03,22400.0
2007-09-04,22475.0
2007-09-05,22450.0
2007-09-06,21425.0
2007-09-07,21325.0
2007-09-10,20100.0
2007-09-11,20100.0
2007-09-12,19775.0
2007-09-13,20325.0
2007-09-14,20325.0
2007-09-17,20325.0
2007-09-18,20325.0
2007-09-19,20275.0
2007-09-20,20275.0
2007-09-21,20275.0
2007-09-24,20400.0
2007-09-25,20400.0
2007-09-26,20400.0
2007-09-27,21500.0
2007-09-28,21425.0
2007-10-01,21825.0
2007-10-02,21825.0
2007-10-03,21850.0
2007-10-04,21850.0
2007-10-05,21800.0
2007-10-08,21750.0
2007-10-09,21750.0
2007-10-10,22100.0
2007-10-11,22150.0
2007-10-12,22000.0
2007-10-15,22025.0
2007-10-16,25400.0
2007-10-17,29175.0
2007-10-18,31175.0
2007-10-19,33175.0
2007-10-22,36175.0
2007-10-23,37100.0
2007-10-24,38050.0
2007-10-25,38325.0
2007-10-26,38600.0
2007-10-29,39025.0
2007-10-30,39225.0
2007-10-31,39200.0
2007-11-01,39900.0
2007-11-02,39750.0
2007-11-05,39950.0
2007-11-06,39975.0
2007-11-07,40975.0
2007-11-08,40925.0
2007-11-09,40925.0
2007-11-12,40925.0
2007-11-13,41225.0
2007-11-14,41925.0
2007-11-15,40725.0
2007-11-16,40475.0
2007-11-19,40775.0
2007-11-20,40375.0
2007-11-21,40675.0
2007-11-22,41475.0
2007-11-23,41300.0
2007-11-26,41150.0
2007-11-27,42225.0
2007-11-28,42100.0
2007-11-29,41175.0
2007-11-30,39925.0
2007-12-03,37850.0
2007-12-04,37150.0
2007-12-05,37950.0
2007-12-06,38600.0
2007-12-07,38650.0
2007-12-10,38650.0
2007-12-11,39125.0
2007-12-12,39625.0
2007-12-13,39225.0
2007-12-14,38750.0
2007-12-17,37700.0
2007-12-18,40600.0
2007-12-19,40575.0
2007-12-20,40550.0
2007-12-21,40550.0
2007-12-24,39850.0
2007-12-27,39850.0
2007-12-28,42425.0
2007-12-31,42100.0
2008-01-02,42025.0
2008-01-03,43475.0
2008-01-04,43725.0
2008-01-07,45850.0
2008-01-08,46350.0
2008-01-09,46450.0
2008-01-10,46575.0
2008-01-11,46550.0
2008-01-14,46550.0
2008-01-15,46675.0
2008-01-16,46650.0
2008-01-17,44150.0
2008-01-18,43975.0
2008-01-21,43975.0
2008-01-22,44650.0
2008-01-23,44500.0
2008-01-24,43975.0
2008-01-25,43875.0
2008-01-28,44050.0
2008-01-29,45725.0
2008-01-30,46000.0
2008-01-31,44675.0
2008-02-01,45475.0
2008-02-04,45100.0
2008-02-05,44475.0
2008-02-06,43975.0
2008-02-07,43975.0
2008-02-08,43975.0
2008-02-11,44075.0
2008-02-12,44200.0
2008-02-13,44275.0
2008-02-14,43325.0
2008-02-15,43125.0
2008-02-18,43175.0
2008-02-19,41750.0
2008-02-20,41400.0
2008-02-21,43700.0
2008-02-22,43850.0
2008-02-25,44100.0
2008-02-26,44350.0
2008-02-27,44525.0
2008-02-28,44750.0
2008-02-29,44875.0
2008-03-03,44950.0
2008-03-04,45175.0
2008-03-05,45350.0
2008-03-06,45350.0
2008-03-07,45525.0
2008-03-10,45550.0
2008-03-11,45650.0
2008-03-12,45650.0
2008-03-13,45600.0
2008-03-14,45850.0
2008-03-17,46050.0
2008-03-18,46150.0
2008-03-19,46200.0
2008-03-20,45875.0
2008-03-25,46000.0
2008-03-26,46450.0
2008-03-27,47000.0
2008-03-28,47500.0
2008-03-31,48275.0
2008-04-01,48350.0
2008-04-02,48675.0
2008-04-03,49350.0
2008-04-04,49400.0
2008-04-07,49625.0
2008-04-08,49225.0
2008-04-09,49725.0
2008-04-10,49700.0
2008-04-11,49675.0
2008-04-14,49825.0
2008-04-15,50175.0
2008-04-16,51875.0
2008-04-17,52550.0
2008-04-18,52500.0
2008-04-21,52475.0
2008-04-22,52550.0
2008-04-23,53250.0
2008-04-24,54425.0
2008-04-25,54525.0
2008-04-28,55550.0
2008-04-29,55600.0
2008-04-30,55775.0
2008-05-01,56425.0
2008-05-02,57150.0
2008-05-06,56900.0
2008-05-07,57700.0
2008-05-08,58125.0
2008-05-09,58075.0
2008-05-12,57575.0
2008-05-13,59700.0
2008-05-14,60425.0
2008-05-15,60300.0
2008-05-16,60350.0
2008-05-19,61500.0
2008-05-20,61450.0
2008-05-21,61950.0
2008-05-22,61350.0
2008-05-23,61450.0
2008-05-27,61425.0
2008-05-28,62075.0
2008-05-29,62975.0
2008-05-30,64500.0
2008-06-02,65425.0
2008-06-03,66425.0
2008-06-04,69350.0
2008-06-05,70125.0
2008-06-06,70550.0
2008-06-09,70450.0
2008-06-10,70025.0
2008-06-11,72100.0
2008-06-12,72075.0
2008-06-13,77400.0
2008-06-16,79700.0
2008-06-17,91350.0
2008-06-18,92975.0
2008-06-19,93425.0
2008-06-20,92875.0
2008-06-23,91650.0
2008-06-24,93525.0
2008-06-25,95125.0
2008-06-26,96150.0
2008-06-27,97400.0
2008-06-30,97850.0
2008-07-01,96425.0
2008-07-02,96575.0
2008-07-03,97150.0
2008-07-04,97125.0
2008-07-07,95800.0
2008-07-08,93200.0
2008-07-09,93400.0
2008-07-10,91500.0
2008-07-11,88500.0
2008-07-14,87150.0
2008-07-15,84600.0
2008-07-16,83825.0
2008-07-17,84250.0
2008-07-18,84200.0
2008-07-21,84600.0
2008-07-22,84475.0
2008-07-23,84825.0
2008-07-24,84225.0
2008-07-25,84950.0
2008-07-28,83525.0
2008-07-29,83775.0
2008-07-30,85550.0
2008-07-31,82675.0
2008-08-01,83975.0
2008-08-04,84850.0
2008-08-05,83075.0
2008-08-06,82550.0
2008-08-07,83175.0
2008-08-08,83575.0
2008-08-11,83750.0
2008-08-12,83200.0
2008-08-13,81600.0
2008-08-14,80325.0
2008-08-15,79600.0
2008-08-18,77475.0
2008-08-19,75600.0
2008-08-20,76025.0
2008-08-21,76275.0
2008-08-22,74075.0
2008-08-26,73475.0
2008-08-27,73375.0
2008-08-28,70650.0
2008-08-29,69925.0
2008-09-01,67925.0
2008-09-02,67300.0
2008-09-03,67350.0
2008-09-04,67800.0
2008-09-05,67650.0
2008-09-08,68425.0
2008-09-09,67775.0
2008-09-10,67725.0
2008-09-11,67625.0
2008-09-12,66575.0
2008-09-15,64875.0
2008-09-16,65000.0
2008-09-17,64100.0
2008-09-18,62225.0
2008-09-19,61375.0
2008-09-22,61800.0
2008-09-23,61000.0
2008-09-24,60600.0
2008-09-25,61350.0
2008-09-26,61550.0
2008-09-29,61925.0
2008-09-30,61925.0
2008-10-01,61950.0
2008-10-02,61850.0
2008-10-03,61500.0
2008-10-06,61425.0
2008-10-07,61425.0
2008-10-08,60200.0
2008-10-09,59925.0
2008-10-10,58925.0
2008-10-13,54725.0
2008-10-14,54575.0
2008-10-15,53175.0
2008-10-16,50925.0
2008-10-17,50425.0
2008-10-20,48125.0
2008-10-21,47875.0
2008-10-22,46600.0
2008-10-23,44975.0
2008-10-24,44125.0
2008-10-27,43025.0
2008-10-28,42400.0
2008-10-29,42550.0
2008-10-30,41450.0
2008-10-31,41050.0
2008-11-03,41250.0
2008-11-04,41250.0
2008-11-05,40550.0
2008-11-06,40550.0
2008-11-07,40625.0
2008-11-10,38625.0
2008-11-11,38500.0
2008-11-12,38500.0
2008-11-13,37875.0
2008-11-14,37575.0
2008-11-17,37450.0
2008-11-18,37450.0
2008-11-19,37725.0
2008-11-20,38725.0
2008-11-21,39450.0
2008-11-24,40000.0
2008-11-25,40000.0
2008-11-26,40000.0
2008-11-27,40225.0
2008-11-28,40675.0
2008-12-01,40350.0
2008-12-02,40600.0
2008-12-03,41750.0
2008-12-04,41625.0
2008-12-05,41700.0
2008-12-08,42100.0
2008-12-09,42100.0
2008-12-10,42625.0
2008-12-11,42725.0
2008-12-12,42725.0
2008-12-15,42425.0
2008-12-16,42675.0
2008-12-17,42675.0
2008-12-18,42675.0
2008-12-19,43225.0
2008-12-22,43225.0
2008-12-23,43600.0
2008-12-24,43625.0
2008-12-29,44025.0
2008-12-30,43725.0
2008-12-31,43725.0
2009-01-02,43725.0
2009-01-05,43725.0
2009-01-06,43725.0
2009-01-07,43725.0
2009-01-08,43850.0
2009-01-09,43700.0
2009-01-12,43950.0
2009-01-13,43925.0
2009-01-14,44275.0
2009-01-15,44275.0
2009-01-16,44375.0
2009-01-19,43975.0
2009-01-20,48150.0
2009-01-21,48150.0
2009-01-22,48550.0
2009-01-23,49075.0
2009-01-26,48850.0
2009-01-27,50925.0
2009-01-28,51075.0
2009-01-29,51650.0
2009-01-30,51675.0
2009-02-02,52650.0
2009-02-03,53000.0
2009-02-04,53050.0
2009-02-05,53950.0
2009-02-06,54200.0
2009-02-09,54050.0
2009-02-10,53900.0
2009-02-11,54025.0
2009-02-12,54600.0
2009-02-13,55250.0
2009-02-16,55150.0
2009-02-17,54900.0
2009-02-18,53950.0
2009-02-19,53875.0
2009-02-20,54775.0
2009-02-23,55100.0
2009-02-24,56125.0
2009-02-25,56750.0
2009-02-26,56750.0
2009-02-27,57875.0
2009-03-02,58125.0
2009-03-03,58175.0
2009-03-04,57175.0
2009-03-05,57025.0
2009-03-06,57725.0
2009-03-09,57525.0
2009-03-10,57650.0
2009-03-11,57275.0
2009-03-12,56575.0
2009-03-13,55500.0
2009-03-16,55700.0
2009-03-17,55875.0
2009-03-18,57425.0
2009-03-19,57325.0
2009-03-20,57125.0
2009-03-23,55275.0
2009-03-24,55325.0
2009-03-25,56750.0
2009-03-26,57475.0
2009-03-27,57550.0
2009-03-30,58725.0
2009-03-31,59200.0
2009-04-01,58600.0
2009-04-02,58900.0
2009-04-03,58075.0
2009-04-06,58050.0
2009-04-07,58575.0
2009-04-08,58450.0
2009-04-09,58375.0
2009-04-14,58425.0
2009-04-15,58425.0
2009-04-16,58250.0
2009-04-17,58700.0
2009-04-20,59825.0
2009-04-21,60775.0
2009-04-22,60900.0
2009-04-23,61100.0
2009-04-24,69250.0
2009-04-27,69300.0
2009-04-28,69300.0
2009-04-29,69525.0
2009-04-30,70200.0
2009-05-01,71325.0
2009-05-05,71575.0
2009-05-06,72375.0
2009-05-07,72325.0
2009-05-08,72475.0
2009-05-11,72400.0
2009-05-12,72275.0
2009-05-13,72400.0
2009-05-14,72550.0
2009-05-15,72550.0
2009-05-18,73750.0
2009-05-19,74025.0
2009-05-20,74025.0
2009-05-21,74050.0
2009-05-22,74300.0
2009-05-26,74875.0
2009-05-27,75425.0
2009-05-28,75725.0
2009-05-29,77100.0
2009-06-01,78625.0
2009-06-02,79600.0
2009-06-03,80525.0
2009-06-04,81000.0
2009-06-05,80800.0
2009-06-08,80800.0
2009-06-09,81025.0
2009-06-10,81350.0
2009-06-11,81525.0
2009-06-12,82050.0
2009-06-15,82250.0
2009-06-16,83750.0
2009-06-17,84125.0
2009-06-18,84300.0
2009-06-19,85725.0
2009-06-22,86075.0
2009-06-23,86825.0
2009-06-24,87525.0
2009-06-25,88225.0
2009-06-26,88500.0
2009-06-29,89125.0
2009-06-30,89650.0
2009-07-01,91575.0
2009-07-02,92175.0
2009-07-03,92425.0
2009-07-06,92625.0
2009-07-07,92675.0
2009-07-08,92175.0
2009-07-09,91925.0
2009-07-10,92225.0
2009-07-13,92250.0
2009-07-14,92625.0
2009-07-15,92500.0
2009-07-16,92575.0
2009-07-17,93075.0
2009-07-20,93425.0
2009-07-21,93525.0
2009-07-22,92925.0
2009-07-23,92900.0
2009-07-24,93250.0
2009-07-27,93525.0
2009-07-28,96550.0
2009-07-29,99300.0
2009-07-30,103300.0
2009-07-31,106150.0
2009-08-03,106150.0
2009-08-04,109575.0
2009-08-05,111925.0
2009-08-06,113250.0
2009-08-07,113400.0
2009-08-10,113750.0
2009-08-11,113775.0
2009-08-12,114100.0
2009-08-13,114625.0
2009-08-14,115725.0
2009-08-17,116525.0
2009-08-18,116625.0
2009-08-19,117075.0
2009-08-20,117875.0
2009-08-21,118150.0
2009-08-24,118875.0
2009-08-25,117925.0
2009-08-26,118075.0
2009-08-27,119300.0
2009-08-28,119475.0
2009-09-01,119700.0
2009-09-02,119700.0
2009-09-03,120025.0
2009-09-04,120075.0
2009-09-07,120575.0
2009-09-08,120675.0
2009-09-09,121425.0
2009-09-10,121725.0
2009-09-11,121875.0
2009-09-14,121950.0
2009-09-15,121950.0
2009-09-16,122650.0
2009-09-17,123025.0
2009-09-18,123775.0
2009-09-21,123775.0
2009-09-22,124850.0
2009-09-23,124100.0
2009-09-24,124125.0
2009-09-25,124825.0
2009-09-28,125175.0
2009-09-29,125175.0
2009-09-30,125975.0
2009-10-01,126350.0
2009-10-02,126350.0
2009-10-05,126575.0
2009-10-06,126575.0
2009-10-07,125875.0
2009-10-08,125875.0
2009-10-09,126200.0
2009-10-12,126200.0
2009-10-13,126200.0
2009-10-14,127000.0
2009-10-15,126325.0
2009-10-16,126775.0
2009-10-19,126775.0
2009-10-20,126875.0
2009-10-21,127450.0
2009-10-22,127450.0
2009-10-23,128825.0
2009-10-26,128825.0
2009-10-27,128825.0
2009-10-28,128825.0
2009-10-29,128875.0
2009-10-30,129275.0
2009-11-02,129325.0
2009-11-03,129400.0
2009-11-04,129700.0
2009-11-05,130450.0
2009-11-06,130425.0
2009-11-09,130350.0
2009-11-10,130700.0
2009-11-11,130975.0
2009-11-12,131275.0
2009-11-13,131450.0
2009-11-16,131450.0
2009-11-17,131725.0
2009-11-18,132500.0
2009-11-19,134500.0
2009-11-20,134850.0
2009-11-23,134850.0
2009-11-24,135575.0
2009-11-25,136675.0
2009-11-26,136775.0
2009-11-27,137025.0
2009-11-30,137600.0
2009-12-01,138200.0
2009-12-02,138350.0
2009-12-03,138975.0
2009-12-04,139325.0
2009-12-07,140100.0
2009-12-08,140475.0
2009-12-09,140600.0
2009-12-10,140600.0
2009-12-11,140850.0
2009-12-14,140850.0
2009-12-15,140850.0
2009-12-16,141500.0
2009-12-17,141850.0
2009-12-18,142100.0
2009-12-21,142900.0
2009-12-22,143050.0
2009-12-23,144050.0
2009-12-24,144175.0
2009-12-29,145125.0
2009-12-30,145975.0
2009-12-31,146400.0
2010-01-04,146675.0
2010-01-05,147100.0
2010-01-06,147775.0
2010-01-07,149075.0
2010-01-08,149300.0
2010-01-11,150025.0
2010-01-12,150075.0
2010-01-13,150075.0
2010-01-14,150225.0
2010-01-15,150675.0
2010-01-18,151275.0
2010-01-19,151350.0
2010-01-20,151800.0
2010-01-21,152600.0
2010-01-22,152900.0
2010-01-25,152450.0
2010-01-26,153050.0
2010-01-27,154775.0
2010-01-28,146375.0
2010-01-29,145600.0
2010-02-01,141650.0
2010-02-02,142075.0
2010-02-03,142400.0
2010-02-04,142575.0
2010-02-05,142950.0
2010-02-08,142950.0
2010-02-09,143325.0
2010-02-10,143125.0
2010-02-11,143775.0
2010-02-12,144800.0
2010-02-15,144800.0
2010-02-16,145200.0
2010-02-17,145950.0
2010-02-18,145950.0
2010-02-19,145950.0
2010-02-22,146300.0
2010-02-23,146500.0
2010-02-24,148000.0
2010-02-25,149125.0
2010-02-26,151275.0
2010-03-01,153500.0
2010-03-02,154175.0
2010-03-03,154475.0
2010-03-04,155175.0
2010-03-05,156575.0
2010-03-08,157325.0
2010-03-09,157325.0
2010-03-10,157625.0
2010-03-11,157600.0
2010-03-12,157675.0
2010-03-15,158100.0
2010-03-16,158100.0
2010-03-17,158175.0
2010-03-18,158200.0
2010-03-19,158925.0
2010-03-22,159375.0
2010-03-23,159950.0
2010-03-24,160175.0
2010-03-25,161025.0
2010-03-26,161775.0
2010-03-29,164275.0
2010-03-30,166100.0
2010-03-31,166850.0
2010-04-01,167875.0
2010-04-02,168125.0
2010-04-05,168125.0
2010-04-06,168125.0
2010-04-07,169175.0
2010-04-08,169250.0
2010-04-09,169250.0
2010-04-12,169250.0
2010-04-13,169400.0
2010-04-14,176775.0
2010-04-15,176400.0
2010-04-16,176900.0
2010-04-19,177250.0
2010-04-20,177625.0
2010-04-21,177725.0
2010-04-22,178175.0
2010-04-23,178800.0
2010-04-26,178800.0
2010-04-27,179000.0
2010-04-28,179300.0
2010-04-29,179300.0
2010-04-30,180075.0
2010-05-04,181350.0
2010-05-05,181725.0
2010-05-06,181900.0
2010-05-07,181675.0
2010-05-10,181675.0
2010-05-11,182900.0
2010-05-12,183400.0
2010-05-13,183825.0
2010-05-14,183750.0
2010-05-17,184050.0
2010-05-18,185550.0
2010-05-19,185525.0
2010-05-20,185175.0
2010-05-21,185000.0
2010-05-24,185050.0
2010-05-25,188450.0
2010-05-26,185675.0
2010-05-27,185350.0
2010-05-28,185800.0
2010-06-01,189100.0
2010-06-02,189025.0
2010-06-03,185225.0
2010-06-04,177375.0
2010-06-07,177975.0
2010-06-08,178150.0
2010-06-09,178250.0
2010-06-10,176800.0
2010-06-11,174575.0
2010-06-14,174775.0
2010-06-15,173575.0
2010-06-16,172600.0
2010-06-17,172650.0
2010-06-18,172625.0
2010-06-21,172575.0
2010-06-22,172225.0
2010-06-23,171850.0
2010-06-24,172450.0
2010-06-25,172550.0
2010-06-28,173800.0
2010-06-29,173875.0
2010-06-30,174975.0
2010-07-01,175650.0
2010-07-02,175500.0
2010-07-05,175550.0
2010-07-06,175550.0
2010-07-07,176150.0
2010-07-08,175850.0
2010-07-09,175675.0
2010-07-12,175475.0
2010-07-13,175175.0
2010-07-14,174375.0
2010-07-15,174150.0
2010-07-16,174050.0
2010-07-19,174300.0
2010-07-20,174625.0
2010-07-21,174625.0
2010-07-22,175225.0
2010-07-23,175125.0
2010-07-26,175175.0
2010-07-27,179000.0
2010-07-28,179150.0
2010-07-29,179675.0
2010-07-30,180125.0
2010-08-02,180125.0
2010-08-03,180875.0
2010-08-04,181175.0
2010-08-05,183425.0
2010-08-06,184500.0
2010-08-09,186625.0
2010-08-10,186600.0
2010-08-11,187075.0
2010-08-12,187075.0
2010-08-13,187000.0
2010-08-16,187100.0
2010-08-17,189600.0
2010-08-18,186000.0
2010-08-19,186050.0
2010-08-20,185375.0
2010-08-23,185275.0
2010-08-24,185325.0
2010-08-25,185050.0
2010-08-26,184050.0
2010-08-27,184050.0
2010-08-31,184175.0
2010-09-01,184625.0
2010-09-02,181475.0
2010-09-03,181050.0
2010-09-06,180175.0
2010-09-07,180325.0
2010-09-08,180325.0
2010-09-09,180525.0
2010-09-10,180000.0
2010-09-13,177000.0
2010-09-14,174975.0
2010-09-15,175175.0
2010-09-16,177525.0
2010-09-17,177525.0
2010-09-20,177575.0
2010-09-21,177725.0
2010-09-22,177050.0
2010-09-23,174600.0
2010-09-24,174625.0
2010-09-27,181350.0
2010-09-28,182575.0
2010-09-29,183225.0
2010-09-30,183325.0
2010-10-01,186250.0
2010-10-04,189750.0
2010-10-05,188900.0
2010-10-06,190900.0
2010-10-07,190950.0
2010-10-08,190950.0
2010-10-11,191350.0
2010-10-12,191550.0
2010-10-13,191200.0
2010-10-14,190925.0
2010-10-15,190925.0
2010-10-18,191100.0
2010-10-19,192025.0
2010-10-20,193225.0
2010-10-21,192775.0
2010-10-22,191550.0
2010-10-25,191775.0
2010-10-26,193350.0
2010-10-27,193000.0
2010-10-28,194225.0
2010-10-29,191900.0
2010-11-01,192350.0
2010-11-02,193125.0
2010-11-03,193900.0
2010-11-04,193550.0
2010-11-05,194500.0
2010-11-08,194400.0
2010-11-09,194900.0
2010-11-10,194025.0
2010-11-11,194025.0
2010-11-12,194050.0
2010-11-15,196950.0
2010-11-16,196800.0
2010-11-17,195875.0
2010-11-18,195950.0
2010-11-19,195900.0
2010-11-22,195600.0
2010-11-23,195150.0
2010-11-24,197775.0
2010-11-25,197825.0
2010-11-26,198600.0
2010-11-29,198875.0
2010-11-30,195450.0
2010-12-01,194575.0
2010-12-02,195450.0
2010-12-03,195925.0
2010-12-06,196100.0
2010-12-07,194625.0
2010-12-08,194550.0
2010-12-09,196325.0
2010-12-10,196250.0
2010-12-13,195800.0
2010-12-14,195475.0
2010-12-15,199225.0
2010-12-16,200900.0
2010-12-17,201050.0
2010-12-20,200800.0
2010-12-21,199850.0
2010-12-22,200525.0
2010-12-23,201000.0
2010-12-24,201300.0
2010-12-29,201300.0
2010-12-30,201750.0
2010-12-31,203450.0
2011-01-04,203775.0
2011-01-05,202075.0
2011-01-06,202400.0
2011-01-07,202275.0
2011-01-10,203275.0
2011-01-11,204200.0
2011-01-12,205025.0
2011-01-13,203975.0
2011-01-14,203975.0
2011-01-17,207625.0
2011-01-18,238025.0
2011-01-19,256250.0
2011-01-20,259175.0
2011-01-21,259175.0
2011-01-24,262300.0
2011-01-25,267025.0
2011-01-26,271700.0
2011-01-27,273600.0
2011-01-28,276050.0
2011-01-31,277100.0
2011-02-01,279975.0
2011-02-02,282400.0
2011-02-03,286600.0
2011-02-04,287200.0
2011-02-07,287800.0
2011-02-08,289300.0
2011-02-09,290100.0
2011-02-10,291975.0
2011-02-11,292025.0
2011-02-14,290100.0
2011-02-15,291800.0
2011-02-16,275675.0
2011-02-17,276150.0
2011-02-18,275000.0
2011-02-21,273300.0
2011-02-22,273300.0
2011-02-23,273300.0
2011-02-24,271600.0
2011-02-25,271000.0
2011-02-28,270900.0
2011-03-01,270775.0
2011-03-02,269125.0
2011-03-03,268375.0
2011-03-04,268350.0
2011-03-07,266800.0
2011-03-08,266800.0
2011-03-09,267450.0
2011-03-10,267875.0
2011-03-11,267250.0
2011-03-14,267600.0
2011-03-15,269000.0
2011-03-16,271125.0
2011-03-17,272550.0
2011-03-18,272550.0
2011-03-21,270375.0
2011-03-22,269200.0
2011-03-23,270200.0
2011-03-24,269025.0
2011-03-25,269050.0
2011-03-28,268950.0
2011-03-29,269325.0
2011-03-30,269850.0
2011-03-31,269650.0
2011-04-01,269950.0
2011-04-04,269925.0
2011-04-05,269725.0
2011-04-06,269900.0
2011-04-07,270775.0
2011-04-08,271100.0
2011-04-11,271175.0
2011-04-12,271175.0
2011-04-13,276525.0
2011-04-14,280350.0
2011-04-15,284050.0
2011-04-18,288275.0
2011-04-19,294225.0
2011-04-20,298025.0
2011-04-21,301150.0
2011-04-26,301600.0
2011-04-27,304800.0
2011-04-28,305850.0
2011-05-03,307575.0
2011-05-04,308500.0
2011-05-05,309650.0
2011-05-06,309925.0
2011-05-09,310525.0
2011-05-10,310950.0
2011-05-11,311200.0
2011-05-12,313225.0
2011-05-13,313875.0
2011-05-16,314350.0
2011-05-17,314600.0
2011-05-18,314850.0
2011-05-19,315050.0
2011-05-20,315775.0
2011-05-23,316975.0
2011-05-24,318025.0
2011-05-25,317425.0
2011-05-26,317750.0
2011-05-27,319275.0
2011-05-31,319725.0
2011-06-01,320875.0
2011-06-02,321125.0
2011-06-03,320375.0
2011-06-06,320175.0
2011-06-07,320725.0
2011-06-08,319900.0
2011-06-09,319775.0
2011-06-10,319850.0
2011-06-13,319950.0
2011-06-14,319350.0
2011-06-15,320875.0
2011-06-16,320875.0
2011-06-17,320875.0
2011-06-20,307575.0
2011-06-21,307575.0
2011-06-22,285875.0
2011-06-23,285375.0
2011-06-24,285375.0
2011-06-27,283250.0
2011-06-28,283750.0
2011-06-29,283450.0
2011-06-30,283650.0
2011-07-01,283650.0
2011-07-04,284200.0
2011-07-05,284375.0
2011-07-06,284275.0
2011-07-07,284375.0
2011-07-08,284325.0
2011-07-11,284600.0
2011-07-12,288150.0
2011-07-13,288125.0
2011-07-14,288225.0
2011-07-15,289875.0
2011-07-18,290100.0
2011-07-19,292225.0
2011-07-20,293175.0
2011-07-21,292425.0
2011-07-22,292175.0
2011-07-25,293050.0
2011-07-26,294150.0
2011-07-27,294575.0
2011-07-28,296150.0
2011-07-29,296475.0
2011-08-01,296600.0
2011-08-02,297550.0
2011-08-03,297550.0
2011-08-04,298675.0
2011-08-05,298600.0
2011-08-08,300100.0
2011-08-09,300575.0
2011-08-10,298675.0
